
>>> [1/63] EAR | dynahate | seed=123
[Train]:  47%|████▋     | 262/553 [00:24<00:27, 10.51it/s, ce=0.1179, ear=-2.0367, loss=-0.0858]
[Train]:  47%|████▋     | 262/553 [00:24<00:27, 10.51it/s, ce=0.1178, ear=-2.0370, loss=-0.0859]
[Train]:  47%|████▋     | 262/553 [00:25<00:27, 10.51it/s, ce=0.1176, ear=-2.0373, loss=-0.0862]
[Train]:  48%|████▊     | 264/553 [00:25<00:27, 10.50it/s, ce=0.1176, ear=-2.0373, loss=-0.0862]
[Train]:  48%|████▊     | 264/553 [00:25<00:27, 10.50it/s, ce=0.1179, ear=-2.0383, loss=-0.0859]
[Train]:  48%|████▊     | 264/553 [00:25<00:27, 10.50it/s, ce=0.1175, ear=-2.0380, loss=-0.0863]
[Train]:  48%|████▊     | 266/553 [00:25<00:26, 10.66it/s, ce=0.1175, ear=-2.0380, loss=-0.0863]
[Train]:  48%|████▊     | 266/553 [00:25<00:26, 10.66it/s, ce=0.1174, ear=-2.0382, loss=-0.0864]
[Train]:  48%|████▊     | 266/553 [00:25<00:26, 10.66it/s, ce=0.1179, ear=-2.0387, loss=-0.0860]
[Train]:  48%|████▊     | 268/553 [00:25<00:26, 10.71it/s, ce=0.1179, ear=-2.0387, loss=-0.0860]
[Train]:  48%|████▊     | 268/553 [00:25<00:26, 10.71it/s, ce=0.1175, ear=-2.0384, loss=-0.0864]
[Train]:  48%|████▊     | 268/553 [00:25<00:26, 10.71it/s, ce=0.1172, ear=-2.0385, loss=-0.0866]
[Train]:  49%|████▉     | 270/553 [00:25<00:26, 10.53it/s, ce=0.1172, ear=-2.0385, loss=-0.0866]
[Train]:  49%|████▉     | 270/553 [00:25<00:26, 10.53it/s, ce=0.1176, ear=-2.0389, loss=-0.0863]
[Train]:  49%|████▉     | 270/553 [00:25<00:26, 10.53it/s, ce=0.1180, ear=-2.0381, loss=-0.0858]
[Train]:  49%|████▉     | 272/553 [00:25<00:27, 10.18it/s, ce=0.1180, ear=-2.0381, loss=-0.0858]
[Train]:  49%|████▉     | 272/553 [00:25<00:27, 10.18it/s, ce=0.1178, ear=-2.0384, loss=-0.0861]
[Train]:  49%|████▉     | 272/553 [00:26<00:27, 10.18it/s, ce=0.1174, ear=-2.0384, loss=-0.0864]
[Train]:  50%|████▉     | 274/553 [00:26<00:27, 10.08it/s, ce=0.1174, ear=-2.0384, loss=-0.0864]
[Train]:  50%|████▉     | 274/553 [00:26<00:27, 10.08it/s, ce=0.1187, ear=-2.0376, loss=-0.0851]
[Train]:  50%|████▉     | 274/553 [00:26<00:27, 10.08it/s, ce=0.1183, ear=-2.0379, loss=-0.0855]
[Train]:  50%|████▉     | 276/553 [00:26<00:26, 10.30it/s, ce=0.1183, ear=-2.0379, loss=-0.0855]
[Train]:  50%|████▉     | 276/553 [00:26<00:26, 10.30it/s, ce=0.1192, ear=-2.0381, loss=-0.0846]
[Train]:  50%|████▉     | 276/553 [00:26<00:26, 10.30it/s, ce=0.1190, ear=-2.0384, loss=-0.0849]
[Train]:  50%|█████     | 278/553 [00:26<00:26, 10.48it/s, ce=0.1190, ear=-2.0384, loss=-0.0849]
[Train]:  50%|█████     | 278/553 [00:26<00:26, 10.48it/s, ce=0.1187, ear=-2.0384, loss=-0.0852]
[Train]:  50%|█████     | 278/553 [00:26<00:26, 10.48it/s, ce=0.1204, ear=-2.0388, loss=-0.0835]
[Train]:  51%|█████     | 280/553 [00:26<00:25, 10.53it/s, ce=0.1204, ear=-2.0388, loss=-0.0835]
[Train]:  51%|█████     | 280/553 [00:26<00:25, 10.53it/s, ce=0.1203, ear=-2.0379, loss=-0.0835]
[Train]:  51%|█████     | 280/553 [00:26<00:25, 10.53it/s, ce=0.1199, ear=-2.0375, loss=-0.0838]
[Train]:  51%|█████     | 282/553 [00:26<00:26, 10.41it/s, ce=0.1199, ear=-2.0375, loss=-0.0838]
[Train]:  51%|█████     | 282/553 [00:26<00:26, 10.41it/s, ce=0.1199, ear=-2.0376, loss=-0.0839]
[Train]:  51%|█████     | 282/553 [00:26<00:26, 10.41it/s, ce=0.1200, ear=-2.0374, loss=-0.0838]
[Train]:  51%|█████▏    | 284/553 [00:26<00:25, 10.48it/s, ce=0.1200, ear=-2.0374, loss=-0.0838]
[Train]:  51%|█████▏    | 284/553 [00:27<00:25, 10.48it/s, ce=0.1197, ear=-2.0370, loss=-0.0840]
[Train]:  51%|█████▏    | 284/553 [00:27<00:25, 10.48it/s, ce=0.1196, ear=-2.0374, loss=-0.0841]
[Train]:  52%|█████▏    | 286/553 [00:27<00:25, 10.52it/s, ce=0.1196, ear=-2.0374, loss=-0.0841]
[Train]:  52%|█████▏    | 286/553 [00:27<00:25, 10.52it/s, ce=0.1202, ear=-2.0373, loss=-0.0835]
[Train]:  52%|█████▏    | 286/553 [00:27<00:25, 10.52it/s, ce=0.1198, ear=-2.0380, loss=-0.0840]
[Train]:  52%|█████▏    | 288/553 [00:27<00:24, 10.62it/s, ce=0.1198, ear=-2.0380, loss=-0.0840]
[Train]:  52%|█████▏    | 288/553 [00:27<00:24, 10.62it/s, ce=0.1201, ear=-2.0376, loss=-0.0836]
[Train]:  52%|█████▏    | 288/553 [00:27<00:24, 10.62it/s, ce=0.1201, ear=-2.0371, loss=-0.0836]
[Train]:  52%|█████▏    | 290/553 [00:27<00:24, 10.65it/s, ce=0.1201, ear=-2.0371, loss=-0.0836]
[Train]:  52%|█████▏    | 290/553 [00:27<00:24, 10.65it/s, ce=0.1198, ear=-2.0370, loss=-0.0839]
[Train]:  52%|█████▏    | 290/553 [00:27<00:24, 10.65it/s, ce=0.1203, ear=-2.0373, loss=-0.0834]
[Train]:  53%|█████▎    | 292/553 [00:27<00:24, 10.48it/s, ce=0.1203, ear=-2.0373, loss=-0.0834]
[Train]:  53%|█████▎    | 292/553 [00:27<00:24, 10.48it/s, ce=0.1206, ear=-2.0371, loss=-0.0831]
[Train]:  53%|█████▎    | 292/553 [00:27<00:24, 10.48it/s, ce=0.1217, ear=-2.0366, loss=-0.0820]
[Train]:  53%|█████▎    | 294/553 [00:27<00:24, 10.59it/s, ce=0.1217, ear=-2.0366, loss=-0.0820]
[Train]:  53%|█████▎    | 294/553 [00:27<00:24, 10.59it/s, ce=0.1219, ear=-2.0366, loss=-0.0818]
[Train]:  53%|█████▎    | 294/553 [00:28<00:24, 10.59it/s, ce=0.1215, ear=-2.0365, loss=-0.0821]
[Train]:  54%|█████▎    | 296/553 [00:28<00:24, 10.58it/s, ce=0.1215, ear=-2.0365, loss=-0.0821]
[Train]:  54%|█████▎    | 296/553 [00:28<00:24, 10.58it/s, ce=0.1215, ear=-2.0365, loss=-0.0821]
[Train]:  54%|█████▎    | 296/553 [00:28<00:24, 10.58it/s, ce=0.1213, ear=-2.0363, loss=-0.0823]
[Train]:  54%|█████▍    | 298/553 [00:28<00:23, 10.71it/s, ce=0.1213, ear=-2.0363, loss=-0.0823]
[Train]:  54%|█████▍    | 298/553 [00:28<00:23, 10.71it/s, ce=0.1217, ear=-2.0362, loss=-0.0819]
[Train]:  54%|█████▍    | 298/553 [00:28<00:23, 10.71it/s, ce=0.1219, ear=-2.0365, loss=-0.0817]
[Train]:  54%|█████▍    | 300/553 [00:28<00:23, 10.72it/s, ce=0.1219, ear=-2.0365, loss=-0.0817]
[Train]:  54%|█████▍    | 300/553 [00:28<00:23, 10.72it/s, ce=0.1217, ear=-2.0368, loss=-0.0820]
[Train]:  54%|█████▍    | 300/553 [00:28<00:23, 10.72it/s, ce=0.1213, ear=-2.0369, loss=-0.0823]
[Train]:  55%|█████▍    | 302/553 [00:28<00:23, 10.54it/s, ce=0.1213, ear=-2.0369, loss=-0.0823]
[Train]:  55%|█████▍    | 302/553 [00:28<00:23, 10.54it/s, ce=0.1211, ear=-2.0375, loss=-0.0826]
[Train]:  55%|█████▍    | 302/553 [00:28<00:23, 10.54it/s, ce=0.1208, ear=-2.0377, loss=-0.0830]
[Train]:  55%|█████▍    | 304/553 [00:28<00:23, 10.66it/s, ce=0.1208, ear=-2.0377, loss=-0.0830]
[Train]:  55%|█████▍    | 304/553 [00:28<00:23, 10.66it/s, ce=0.1205, ear=-2.0375, loss=-0.0833]
[Train]:  55%|█████▍    | 304/553 [00:29<00:23, 10.66it/s, ce=0.1202, ear=-2.0375, loss=-0.0836]
[Train]:  55%|█████▌    | 306/553 [00:29<00:22, 10.77it/s, ce=0.1202, ear=-2.0375, loss=-0.0836]
[Train]:  55%|█████▌    | 306/553 [00:29<00:22, 10.77it/s, ce=0.1198, ear=-2.0373, loss=-0.0839]
[Train]:  55%|█████▌    | 306/553 [00:29<00:22, 10.77it/s, ce=0.1195, ear=-2.0374, loss=-0.0842]
[Train]:  56%|█████▌    | 308/553 [00:29<00:22, 10.72it/s, ce=0.1195, ear=-2.0374, loss=-0.0842]
[Train]:  56%|█████▌    | 308/553 [00:29<00:22, 10.72it/s, ce=0.1192, ear=-2.0372, loss=-0.0845]
[Train]:  56%|█████▌    | 308/553 [00:29<00:22, 10.72it/s, ce=0.1189, ear=-2.0370, loss=-0.0848]
[Train]:  56%|█████▌    | 310/553 [00:29<00:22, 10.60it/s, ce=0.1189, ear=-2.0370, loss=-0.0848]
[Train]:  56%|█████▌    | 310/553 [00:29<00:22, 10.60it/s, ce=0.1185, ear=-2.0376, loss=-0.0852]
[Train]:  56%|█████▌    | 310/553 [00:29<00:22, 10.60it/s, ce=0.1185, ear=-2.0377, loss=-0.0853]
[Train]:  56%|█████▋    | 312/553 [00:29<00:23, 10.23it/s, ce=0.1185, ear=-2.0377, loss=-0.0853]
[Train]:  56%|█████▋    | 312/553 [00:29<00:23, 10.23it/s, ce=0.1183, ear=-2.0380, loss=-0.0855]
[Train]:  56%|█████▋    | 312/553 [00:29<00:23, 10.23it/s, ce=0.1180, ear=-2.0384, loss=-0.0858]
[Train]:  57%|█████▋    | 314/553 [00:29<00:22, 10.40it/s, ce=0.1180, ear=-2.0384, loss=-0.0858]
[Train]:  57%|█████▋    | 314/553 [00:29<00:22, 10.40it/s, ce=0.1185, ear=-2.0386, loss=-0.0854]
[Train]:  57%|█████▋    | 314/553 [00:29<00:22, 10.40it/s, ce=0.1186, ear=-2.0390, loss=-0.0853]
[Train]:  57%|█████▋    | 316/553 [00:29<00:22, 10.52it/s, ce=0.1186, ear=-2.0390, loss=-0.0853]
[Train]:  57%|█████▋    | 316/553 [00:30<00:22, 10.52it/s, ce=0.1186, ear=-2.0395, loss=-0.0854]
[Train]:  57%|█████▋    | 316/553 [00:30<00:22, 10.52it/s, ce=0.1183, ear=-2.0390, loss=-0.0856]
[Train]:  58%|█████▊    | 318/553 [00:30<00:22, 10.42it/s, ce=0.1183, ear=-2.0390, loss=-0.0856]
[Train]:  58%|█████▊    | 318/553 [00:30<00:22, 10.42it/s, ce=0.1182, ear=-2.0394, loss=-0.0857]
[Train]:  58%|█████▊    | 318/553 [00:30<00:22, 10.42it/s, ce=0.1189, ear=-2.0393, loss=-0.0850]
[Train]:  58%|█████▊    | 320/553 [00:30<00:23, 10.11it/s, ce=0.1189, ear=-2.0393, loss=-0.0850]
[Train]:  58%|█████▊    | 320/553 [00:30<00:23, 10.11it/s, ce=0.1190, ear=-2.0391, loss=-0.0849]
[Train]:  58%|█████▊    | 320/553 [00:30<00:23, 10.11it/s, ce=0.1197, ear=-2.0393, loss=-0.0843]
[Train]:  58%|█████▊    | 322/553 [00:30<00:22, 10.07it/s, ce=0.1197, ear=-2.0393, loss=-0.0843]
[Train]:  58%|█████▊    | 322/553 [00:30<00:22, 10.07it/s, ce=0.1195, ear=-2.0396, loss=-0.0844]
[Train]:  58%|█████▊    | 322/553 [00:30<00:22, 10.07it/s, ce=0.1198, ear=-2.0392, loss=-0.0841]
[Train]:  59%|█████▊    | 324/553 [00:30<00:22, 10.17it/s, ce=0.1198, ear=-2.0392, loss=-0.0841]
[Train]:  59%|█████▊    | 324/553 [00:30<00:22, 10.17it/s, ce=0.1196, ear=-2.0393, loss=-0.0843]
[Train]:  59%|█████▊    | 324/553 [00:30<00:22, 10.17it/s, ce=0.1197, ear=-2.0395, loss=-0.0843]
[Train]:  59%|█████▉    | 326/553 [00:30<00:22, 10.27it/s, ce=0.1197, ear=-2.0395, loss=-0.0843]
[Train]:  59%|█████▉    | 326/553 [00:31<00:22, 10.27it/s, ce=0.1199, ear=-2.0398, loss=-0.0840]
[Train]:  59%|█████▉    | 326/553 [00:31<00:22, 10.27it/s, ce=0.1196, ear=-2.0394, loss=-0.0843]
[Train]:  59%|█████▉    | 328/553 [00:31<00:21, 10.41it/s, ce=0.1196, ear=-2.0394, loss=-0.0843]
[Train]:  59%|█████▉    | 328/553 [00:31<00:21, 10.41it/s, ce=0.1195, ear=-2.0397, loss=-0.0845]
[Train]:  59%|█████▉    | 328/553 [00:31<00:21, 10.41it/s, ce=0.1194, ear=-2.0395, loss=-0.0846]
[Train]:  60%|█████▉    | 330/553 [00:31<00:21, 10.49it/s, ce=0.1194, ear=-2.0395, loss=-0.0846]
[Train]:  60%|█████▉    | 330/553 [00:31<00:21, 10.49it/s, ce=0.1191, ear=-2.0395, loss=-0.0849]
[Train]:  60%|█████▉    | 330/553 [00:31<00:21, 10.49it/s, ce=0.1190, ear=-2.0404, loss=-0.0850]
[Train]:  60%|██████    | 332/553 [00:31<00:21, 10.33it/s, ce=0.1190, ear=-2.0404, loss=-0.0850]
[Train]:  60%|██████    | 332/553 [00:31<00:21, 10.33it/s, ce=0.1188, ear=-2.0404, loss=-0.0853]
[Train]:  60%|██████    | 332/553 [00:31<00:21, 10.33it/s, ce=0.1188, ear=-2.0409, loss=-0.0852]
[Train]:  60%|██████    | 334/553 [00:31<00:21, 10.39it/s, ce=0.1188, ear=-2.0409, loss=-0.0852]
[Train]:  60%|██████    | 334/553 [00:31<00:21, 10.39it/s, ce=0.1187, ear=-2.0410, loss=-0.0854]
[Train]:  60%|██████    | 334/553 [00:31<00:21, 10.39it/s, ce=0.1185, ear=-2.0412, loss=-0.0856]
[Train]:  61%|██████    | 336/553 [00:31<00:20, 10.49it/s, ce=0.1185, ear=-2.0412, loss=-0.0856]
[Train]:  61%|██████    | 336/553 [00:31<00:20, 10.49it/s, ce=0.1182, ear=-2.0411, loss=-0.0859]
[Train]:  61%|██████    | 336/553 [00:32<00:20, 10.49it/s, ce=0.1181, ear=-2.0410, loss=-0.0860]
[Train]:  61%|██████    | 338/553 [00:32<00:20, 10.59it/s, ce=0.1181, ear=-2.0410, loss=-0.0860]
[Train]:  61%|██████    | 338/553 [00:32<00:20, 10.59it/s, ce=0.1181, ear=-2.0412, loss=-0.0860]
[Train]:  61%|██████    | 338/553 [00:32<00:20, 10.59it/s, ce=0.1180, ear=-2.0411, loss=-0.0861]
[Train]:  61%|██████▏   | 340/553 [00:32<00:20, 10.56it/s, ce=0.1180, ear=-2.0411, loss=-0.0861]
[Train]:  61%|██████▏   | 340/553 [00:32<00:20, 10.56it/s, ce=0.1179, ear=-2.0413, loss=-0.0862]
[Train]:  61%|██████▏   | 340/553 [00:32<00:20, 10.56it/s, ce=0.1178, ear=-2.0417, loss=-0.0864]
[Train]:  62%|██████▏   | 342/553 [00:32<00:19, 10.63it/s, ce=0.1178, ear=-2.0417, loss=-0.0864]
[Train]:  62%|██████▏   | 342/553 [00:32<00:19, 10.63it/s, ce=0.1181, ear=-2.0422, loss=-0.0861]
[Train]:  62%|██████▏   | 342/553 [00:32<00:19, 10.63it/s, ce=0.1178, ear=-2.0426, loss=-0.0864]
[Train]:  62%|██████▏   | 344/553 [00:32<00:19, 10.57it/s, ce=0.1178, ear=-2.0426, loss=-0.0864]
[Train]:  62%|██████▏   | 344/553 [00:32<00:19, 10.57it/s, ce=0.1175, ear=-2.0431, loss=-0.0868]
[Train]:  62%|██████▏   | 344/553 [00:32<00:19, 10.57it/s, ce=0.1178, ear=-2.0438, loss=-0.0866]
[Train]:  63%|██████▎   | 346/553 [00:32<00:19, 10.64it/s, ce=0.1178, ear=-2.0438, loss=-0.0866]
[Train]:  63%|██████▎   | 346/553 [00:32<00:19, 10.64it/s, ce=0.1177, ear=-2.0432, loss=-0.0867]
[Train]:  63%|██████▎   | 346/553 [00:33<00:19, 10.64it/s, ce=0.1174, ear=-2.0436, loss=-0.0870]
[Train]:  63%|██████▎   | 348/553 [00:33<00:19, 10.71it/s, ce=0.1174, ear=-2.0436, loss=-0.0870]
[Train]:  63%|██████▎   | 348/553 [00:33<00:19, 10.71it/s, ce=0.1171, ear=-2.0445, loss=-0.0874]
[Train]:  63%|██████▎   | 348/553 [00:33<00:19, 10.71it/s, ce=0.1167, ear=-2.0450, loss=-0.0877]
[Train]:  63%|██████▎   | 350/553 [00:33<00:18, 10.72it/s, ce=0.1167, ear=-2.0450, loss=-0.0877]
[Train]:  63%|██████▎   | 350/553 [00:33<00:18, 10.72it/s, ce=0.1164, ear=-2.0449, loss=-0.0881]
[Train]:  63%|██████▎   | 350/553 [00:33<00:18, 10.72it/s, ce=0.1161, ear=-2.0451, loss=-0.0884]
[Train]:  64%|██████▎   | 352/553 [00:33<00:18, 10.71it/s, ce=0.1161, ear=-2.0451, loss=-0.0884]
[Train]:  64%|██████▎   | 352/553 [00:33<00:18, 10.71it/s, ce=0.1159, ear=-2.0447, loss=-0.0886]
[Train]:  64%|██████▎   | 352/553 [00:33<00:18, 10.71it/s, ce=0.1161, ear=-2.0457, loss=-0.0884]
[Train]:  64%|██████▍   | 354/553 [00:33<00:18, 10.75it/s, ce=0.1161, ear=-2.0457, loss=-0.0884]
[Train]:  64%|██████▍   | 354/553 [00:33<00:18, 10.75it/s, ce=0.1159, ear=-2.0458, loss=-0.0887]
[Train]:  64%|██████▍   | 354/553 [00:33<00:18, 10.75it/s, ce=0.1158, ear=-2.0460, loss=-0.0888]
[Train]:  64%|██████▍   | 356/553 [00:33<00:18, 10.65it/s, ce=0.1158, ear=-2.0460, loss=-0.0888]
[Train]:  64%|██████▍   | 356/553 [00:33<00:18, 10.65it/s, ce=0.1157, ear=-2.0461, loss=-0.0889]
[Train]:  64%|██████▍   | 356/553 [00:33<00:18, 10.65it/s, ce=0.1155, ear=-2.0463, loss=-0.0891]
[Train]:  65%|██████▍   | 358/553 [00:33<00:18, 10.63it/s, ce=0.1155, ear=-2.0463, loss=-0.0891]
[Train]:  65%|██████▍   | 358/553 [00:34<00:18, 10.63it/s, ce=0.1154, ear=-2.0461, loss=-0.0892]
[Train]:  65%|██████▍   | 358/553 [00:34<00:18, 10.63it/s, ce=0.1155, ear=-2.0463, loss=-0.0891]
[Train]:  65%|██████▌   | 360/553 [00:34<00:18, 10.52it/s, ce=0.1155, ear=-2.0463, loss=-0.0891]
[Train]:  65%|██████▌   | 360/553 [00:34<00:18, 10.52it/s, ce=0.1152, ear=-2.0462, loss=-0.0894]
[Train]:  65%|██████▌   | 360/553 [00:34<00:18, 10.52it/s, ce=0.1155, ear=-2.0459, loss=-0.0891]
[Train]:  65%|██████▌   | 362/553 [00:34<00:18, 10.57it/s, ce=0.1155, ear=-2.0459, loss=-0.0891]
[Train]:  65%|██████▌   | 362/553 [00:34<00:18, 10.57it/s, ce=0.1161, ear=-2.0455, loss=-0.0885]
[Train]:  65%|██████▌   | 362/553 [00:34<00:18, 10.57it/s, ce=0.1158, ear=-2.0458, loss=-0.0888]
[Train]:  66%|██████▌   | 364/553 [00:34<00:17, 10.66it/s, ce=0.1158, ear=-2.0458, loss=-0.0888]
[Train]:  66%|██████▌   | 364/553 [00:34<00:17, 10.66it/s, ce=0.1155, ear=-2.0454, loss=-0.0890]
[Train]:  66%|██████▌   | 364/553 [00:34<00:17, 10.66it/s, ce=0.1153, ear=-2.0450, loss=-0.0892]
[Train]:  66%|██████▌   | 366/553 [00:34<00:18, 10.16it/s, ce=0.1153, ear=-2.0450, loss=-0.0892]
[Train]:  66%|██████▌   | 366/553 [00:34<00:18, 10.16it/s, ce=0.1150, ear=-2.0455, loss=-0.0896]
[Train]:  66%|██████▌   | 366/553 [00:34<00:18, 10.16it/s, ce=0.1154, ear=-2.0458, loss=-0.0892]
[Train]:  67%|██████▋   | 368/553 [00:34<00:18, 10.16it/s, ce=0.1154, ear=-2.0458, loss=-0.0892]
[Train]:  67%|██████▋   | 368/553 [00:35<00:18, 10.16it/s, ce=0.1160, ear=-2.0457, loss=-0.0886]
[Train]:  67%|██████▋   | 368/553 [00:35<00:18, 10.16it/s, ce=0.1157, ear=-2.0456, loss=-0.0889]
[Train]:  67%|██████▋   | 370/553 [00:35<00:18, 10.05it/s, ce=0.1157, ear=-2.0456, loss=-0.0889]
[Train]:  67%|██████▋   | 370/553 [00:35<00:18, 10.05it/s, ce=0.1156, ear=-2.0464, loss=-0.0891]
[Train]:  67%|██████▋   | 370/553 [00:35<00:18, 10.05it/s, ce=0.1153, ear=-2.0465, loss=-0.0893]
[Train]:  67%|██████▋   | 372/553 [00:35<00:17, 10.28it/s, ce=0.1153, ear=-2.0465, loss=-0.0893]
[Train]:  67%|██████▋   | 372/553 [00:35<00:17, 10.28it/s, ce=0.1150, ear=-2.0464, loss=-0.0896]
[Train]:  67%|██████▋   | 372/553 [00:35<00:17, 10.28it/s, ce=0.1147, ear=-2.0466, loss=-0.0899]
[Train]:  68%|██████▊   | 374/553 [00:35<00:17, 10.45it/s, ce=0.1147, ear=-2.0466, loss=-0.0899]
[Train]:  68%|██████▊   | 374/553 [00:35<00:17, 10.45it/s, ce=0.1145, ear=-2.0463, loss=-0.0902]
[Train]:  68%|██████▊   | 374/553 [00:35<00:17, 10.45it/s, ce=0.1142, ear=-2.0467, loss=-0.0905]
[Train]:  68%|██████▊   | 376/553 [00:35<00:16, 10.43it/s, ce=0.1142, ear=-2.0467, loss=-0.0905]
[Train]:  68%|██████▊   | 376/553 [00:35<00:16, 10.43it/s, ce=0.1146, ear=-2.0467, loss=-0.0901]
[Train]:  68%|██████▊   | 376/553 [00:35<00:16, 10.43it/s, ce=0.1144, ear=-2.0467, loss=-0.0903]
[Train]:  68%|██████▊   | 378/553 [00:35<00:16, 10.43it/s, ce=0.1144, ear=-2.0467, loss=-0.0903]
[Train]:  68%|██████▊   | 378/553 [00:35<00:16, 10.43it/s, ce=0.1153, ear=-2.0467, loss=-0.0893]
[Train]:  68%|██████▊   | 378/553 [00:36<00:16, 10.43it/s, ce=0.1152, ear=-2.0462, loss=-0.0895]
[Train]:  69%|██████▊   | 380/553 [00:36<00:16, 10.26it/s, ce=0.1152, ear=-2.0462, loss=-0.0895]
[Train]:  69%|██████▊   | 380/553 [00:36<00:16, 10.26it/s, ce=0.1154, ear=-2.0462, loss=-0.0892]
[Train]:  69%|██████▊   | 380/553 [00:36<00:16, 10.26it/s, ce=0.1151, ear=-2.0464, loss=-0.0895]
[Train]:  69%|██████▉   | 382/553 [00:36<00:16, 10.23it/s, ce=0.1151, ear=-2.0464, loss=-0.0895]
[Train]:  69%|██████▉   | 382/553 [00:36<00:16, 10.23it/s, ce=0.1149, ear=-2.0470, loss=-0.0898]
[Train]:  69%|██████▉   | 382/553 [00:36<00:16, 10.23it/s, ce=0.1167, ear=-2.0476, loss=-0.0880]
[Train]:  69%|██████▉   | 384/553 [00:36<00:16, 10.18it/s, ce=0.1167, ear=-2.0476, loss=-0.0880]
[Train]:  69%|██████▉   | 384/553 [00:36<00:16, 10.18it/s, ce=0.1165, ear=-2.0475, loss=-0.0883]
[Train]:  69%|██████▉   | 384/553 [00:36<00:16, 10.18it/s, ce=0.1162, ear=-2.0476, loss=-0.0886]
[Train]:  70%|██████▉   | 386/553 [00:36<00:16, 10.06it/s, ce=0.1162, ear=-2.0476, loss=-0.0886]
[Train]:  70%|██████▉   | 386/553 [00:36<00:16, 10.06it/s, ce=0.1161, ear=-2.0477, loss=-0.0886]
[Train]:  70%|██████▉   | 386/553 [00:36<00:16, 10.06it/s, ce=0.1159, ear=-2.0477, loss=-0.0889]
[Train]:  70%|███████   | 388/553 [00:36<00:16, 10.00it/s, ce=0.1159, ear=-2.0477, loss=-0.0889]
[Train]:  70%|███████   | 388/553 [00:36<00:16, 10.00it/s, ce=0.1158, ear=-2.0480, loss=-0.0890]
[Train]:  70%|███████   | 388/553 [00:37<00:16, 10.00it/s, ce=0.1155, ear=-2.0480, loss=-0.0893]
[Train]:  71%|███████   | 390/553 [00:37<00:16, 10.10it/s, ce=0.1155, ear=-2.0480, loss=-0.0893]
[Train]:  71%|███████   | 390/553 [00:37<00:16, 10.10it/s, ce=0.1159, ear=-2.0478, loss=-0.0889]
[Train]:  71%|███████   | 390/553 [00:37<00:16, 10.10it/s, ce=0.1156, ear=-2.0474, loss=-0.0891]
[Train]:  71%|███████   | 392/553 [00:37<00:15, 10.21it/s, ce=0.1156, ear=-2.0474, loss=-0.0891]
[Train]:  71%|███████   | 392/553 [00:37<00:15, 10.21it/s, ce=0.1154, ear=-2.0476, loss=-0.0894]
[Train]:  71%|███████   | 392/553 [00:37<00:15, 10.21it/s, ce=0.1154, ear=-2.0482, loss=-0.0894]
[Train]:  71%|███████   | 394/553 [00:37<00:15, 10.37it/s, ce=0.1154, ear=-2.0482, loss=-0.0894]
[Train]:  71%|███████   | 394/553 [00:37<00:15, 10.37it/s, ce=0.1153, ear=-2.0485, loss=-0.0895]
[Train]:  71%|███████   | 394/553 [00:37<00:15, 10.37it/s, ce=0.1151, ear=-2.0484, loss=-0.0897]
[Train]:  72%|███████▏  | 396/553 [00:37<00:14, 10.53it/s, ce=0.1151, ear=-2.0484, loss=-0.0897]
[Train]:  72%|███████▏  | 396/553 [00:37<00:14, 10.53it/s, ce=0.1150, ear=-2.0485, loss=-0.0898]
[Train]:  72%|███████▏  | 396/553 [00:37<00:14, 10.53it/s, ce=0.1149, ear=-2.0487, loss=-0.0900]
[Train]:  72%|███████▏  | 398/553 [00:37<00:14, 10.60it/s, ce=0.1149, ear=-2.0487, loss=-0.0900]
[Train]:  72%|███████▏  | 398/553 [00:37<00:14, 10.60it/s, ce=0.1152, ear=-2.0493, loss=-0.0897]
[Train]:  72%|███████▏  | 398/553 [00:38<00:14, 10.60it/s, ce=0.1154, ear=-2.0495, loss=-0.0896]
[Train]:  72%|███████▏  | 400/553 [00:38<00:14, 10.53it/s, ce=0.1154, ear=-2.0495, loss=-0.0896]
[Train]:  72%|███████▏  | 400/553 [00:38<00:14, 10.53it/s, ce=0.1154, ear=-2.0498, loss=-0.0896]
[Train]:  72%|███████▏  | 400/553 [00:38<00:14, 10.53it/s, ce=0.1154, ear=-2.0500, loss=-0.0896]
[Train]:  73%|███████▎  | 402/553 [00:38<00:14, 10.62it/s, ce=0.1154, ear=-2.0500, loss=-0.0896]
[Train]:  73%|███████▎  | 402/553 [00:38<00:14, 10.62it/s, ce=0.1155, ear=-2.0497, loss=-0.0894]
[Train]:  73%|███████▎  | 402/553 [00:38<00:14, 10.62it/s, ce=0.1153, ear=-2.0499, loss=-0.0897]
[Train]:  73%|███████▎  | 404/553 [00:38<00:14, 10.53it/s, ce=0.1153, ear=-2.0499, loss=-0.0897]
[Train]:  73%|███████▎  | 404/553 [00:38<00:14, 10.53it/s, ce=0.1151, ear=-2.0495, loss=-0.0898]
[Train]:  73%|███████▎  | 404/553 [00:38<00:14, 10.53it/s, ce=0.1149, ear=-2.0497, loss=-0.0900]
[Train]:  73%|███████▎  | 406/553 [00:38<00:13, 10.55it/s, ce=0.1149, ear=-2.0497, loss=-0.0900]
[Train]:  73%|███████▎  | 406/553 [00:38<00:13, 10.55it/s, ce=0.1148, ear=-2.0498, loss=-0.0902]
[Train]:  73%|███████▎  | 406/553 [00:38<00:13, 10.55it/s, ce=0.1147, ear=-2.0495, loss=-0.0902]
