
>>> [1/63] EAR | toxigen | seed=42
[Train]:  47%|████▋     | 212/448 [00:19<00:21, 10.84it/s, ce=0.3356, ear=-2.7646, loss=0.0591]
[Train]:  48%|████▊     | 214/448 [00:19<00:21, 10.70it/s, ce=0.3356, ear=-2.7646, loss=0.0591]
[Train]:  48%|████▊     | 214/448 [00:20<00:21, 10.70it/s, ce=0.3361, ear=-2.7646, loss=0.0596]
[Train]:  48%|████▊     | 214/448 [00:20<00:21, 10.70it/s, ce=0.3368, ear=-2.7651, loss=0.0603]
[Train]:  48%|████▊     | 216/448 [00:20<00:21, 10.70it/s, ce=0.3368, ear=-2.7651, loss=0.0603]
[Train]:  48%|████▊     | 216/448 [00:20<00:21, 10.70it/s, ce=0.3362, ear=-2.7652, loss=0.0597]
[Train]:  48%|████▊     | 216/448 [00:20<00:21, 10.70it/s, ce=0.3370, ear=-2.7646, loss=0.0606]
[Train]:  49%|████▊     | 218/448 [00:20<00:21, 10.58it/s, ce=0.3370, ear=-2.7646, loss=0.0606]
[Train]:  49%|████▊     | 218/448 [00:20<00:21, 10.58it/s, ce=0.3369, ear=-2.7647, loss=0.0604]
[Train]:  49%|████▊     | 218/448 [00:20<00:21, 10.58it/s, ce=0.3365, ear=-2.7641, loss=0.0601]
[Train]:  49%|████▉     | 220/448 [00:20<00:21, 10.50it/s, ce=0.3365, ear=-2.7641, loss=0.0601]
[Train]:  49%|████▉     | 220/448 [00:20<00:21, 10.50it/s, ce=0.3372, ear=-2.7643, loss=0.0608]
[Train]:  49%|████▉     | 220/448 [00:20<00:21, 10.50it/s, ce=0.3370, ear=-2.7640, loss=0.0606]
[Train]:  50%|████▉     | 222/448 [00:20<00:21, 10.61it/s, ce=0.3370, ear=-2.7640, loss=0.0606]
[Train]:  50%|████▉     | 222/448 [00:20<00:21, 10.61it/s, ce=0.3361, ear=-2.7635, loss=0.0597]
[Train]:  50%|████▉     | 222/448 [00:20<00:21, 10.61it/s, ce=0.3355, ear=-2.7643, loss=0.0591]
[Train]:  50%|█████     | 224/448 [00:20<00:20, 10.70it/s, ce=0.3355, ear=-2.7643, loss=0.0591]
[Train]:  50%|█████     | 224/448 [00:20<00:20, 10.70it/s, ce=0.3348, ear=-2.7650, loss=0.0583]
[Train]:  50%|█████     | 224/448 [00:21<00:20, 10.70it/s, ce=0.3368, ear=-2.7650, loss=0.0603]
[Train]:  50%|█████     | 226/448 [00:21<00:20, 10.78it/s, ce=0.3368, ear=-2.7650, loss=0.0603]
[Train]:  50%|█████     | 226/448 [00:21<00:20, 10.78it/s, ce=0.3363, ear=-2.7644, loss=0.0598]
[Train]:  50%|█████     | 226/448 [00:21<00:20, 10.78it/s, ce=0.3360, ear=-2.7637, loss=0.0597]
[Train]:  51%|█████     | 228/448 [00:21<00:20, 10.82it/s, ce=0.3360, ear=-2.7637, loss=0.0597]
[Train]:  51%|█████     | 228/448 [00:21<00:20, 10.82it/s, ce=0.3361, ear=-2.7633, loss=0.0598]
[Train]:  51%|█████     | 228/448 [00:21<00:20, 10.82it/s, ce=0.3355, ear=-2.7625, loss=0.0593]
[Train]:  51%|█████▏    | 230/448 [00:21<00:20, 10.86it/s, ce=0.3355, ear=-2.7625, loss=0.0593]
[Train]:  51%|█████▏    | 230/448 [00:21<00:20, 10.86it/s, ce=0.3347, ear=-2.7620, loss=0.0585]
[Train]:  51%|█████▏    | 230/448 [00:21<00:20, 10.86it/s, ce=0.3340, ear=-2.7625, loss=0.0577]
[Train]:  52%|█████▏    | 232/448 [00:21<00:19, 10.88it/s, ce=0.3340, ear=-2.7625, loss=0.0577]
[Train]:  52%|█████▏    | 232/448 [00:21<00:19, 10.88it/s, ce=0.3347, ear=-2.7631, loss=0.0583]
[Train]:  52%|█████▏    | 232/448 [00:21<00:19, 10.88it/s, ce=0.3339, ear=-2.7630, loss=0.0576]
[Train]:  52%|█████▏    | 234/448 [00:21<00:19, 10.91it/s, ce=0.3339, ear=-2.7630, loss=0.0576]
[Train]:  52%|█████▏    | 234/448 [00:21<00:19, 10.91it/s, ce=0.3329, ear=-2.7625, loss=0.0566]
[Train]:  52%|█████▏    | 234/448 [00:22<00:19, 10.91it/s, ce=0.3325, ear=-2.7627, loss=0.0562]
[Train]:  53%|█████▎    | 236/448 [00:22<00:19, 10.91it/s, ce=0.3325, ear=-2.7627, loss=0.0562]
[Train]:  53%|█████▎    | 236/448 [00:22<00:19, 10.91it/s, ce=0.3313, ear=-2.7626, loss=0.0550]
[Train]:  53%|█████▎    | 236/448 [00:22<00:19, 10.91it/s, ce=0.3320, ear=-2.7631, loss=0.0557]
[Train]:  53%|█████▎    | 238/448 [00:22<00:19, 10.85it/s, ce=0.3320, ear=-2.7631, loss=0.0557]
[Train]:  53%|█████▎    | 238/448 [00:22<00:19, 10.85it/s, ce=0.3322, ear=-2.7624, loss=0.0560]
[Train]:  53%|█████▎    | 238/448 [00:22<00:19, 10.85it/s, ce=0.3318, ear=-2.7623, loss=0.0556]
[Train]:  54%|█████▎    | 240/448 [00:22<00:19, 10.84it/s, ce=0.3318, ear=-2.7623, loss=0.0556]
[Train]:  54%|█████▎    | 240/448 [00:22<00:19, 10.84it/s, ce=0.3314, ear=-2.7616, loss=0.0552]
[Train]:  54%|█████▎    | 240/448 [00:22<00:19, 10.84it/s, ce=0.3309, ear=-2.7621, loss=0.0547]
[Train]:  54%|█████▍    | 242/448 [00:22<00:18, 10.87it/s, ce=0.3309, ear=-2.7621, loss=0.0547]
[Train]:  54%|█████▍    | 242/448 [00:22<00:18, 10.87it/s, ce=0.3313, ear=-2.7614, loss=0.0551]
[Train]:  54%|█████▍    | 242/448 [00:22<00:18, 10.87it/s, ce=0.3308, ear=-2.7620, loss=0.0546]
[Train]:  54%|█████▍    | 244/448 [00:22<00:18, 10.89it/s, ce=0.3308, ear=-2.7620, loss=0.0546]
[Train]:  54%|█████▍    | 244/448 [00:22<00:18, 10.89it/s, ce=0.3314, ear=-2.7616, loss=0.0552]
[Train]:  54%|█████▍    | 244/448 [00:22<00:18, 10.89it/s, ce=0.3308, ear=-2.7612, loss=0.0547]
[Train]:  55%|█████▍    | 246/448 [00:22<00:18, 10.89it/s, ce=0.3308, ear=-2.7612, loss=0.0547]
[Train]:  55%|█████▍    | 246/448 [00:23<00:18, 10.89it/s, ce=0.3316, ear=-2.7618, loss=0.0554]
[Train]:  55%|█████▍    | 246/448 [00:23<00:18, 10.89it/s, ce=0.3317, ear=-2.7619, loss=0.0555]
[Train]:  55%|█████▌    | 248/448 [00:23<00:18, 10.91it/s, ce=0.3317, ear=-2.7619, loss=0.0555]
[Train]:  55%|█████▌    | 248/448 [00:23<00:18, 10.91it/s, ce=0.3310, ear=-2.7617, loss=0.0548]
[Train]:  55%|█████▌    | 248/448 [00:23<00:18, 10.91it/s, ce=0.3299, ear=-2.7617, loss=0.0537]
[Train]:  56%|█████▌    | 250/448 [00:23<00:18, 10.91it/s, ce=0.3299, ear=-2.7617, loss=0.0537]
[Train]:  56%|█████▌    | 250/448 [00:23<00:18, 10.91it/s, ce=0.3306, ear=-2.7609, loss=0.0545]
[Train]:  56%|█████▌    | 250/448 [00:23<00:18, 10.91it/s, ce=0.3301, ear=-2.7611, loss=0.0540]
[Train]:  56%|█████▋    | 252/448 [00:23<00:17, 10.92it/s, ce=0.3301, ear=-2.7611, loss=0.0540]
[Train]:  56%|█████▋    | 252/448 [00:23<00:17, 10.92it/s, ce=0.3296, ear=-2.7611, loss=0.0535]
[Train]:  56%|█████▋    | 252/448 [00:23<00:17, 10.92it/s, ce=0.3320, ear=-2.7614, loss=0.0558]
[Train]:  57%|█████▋    | 254/448 [00:23<00:17, 10.92it/s, ce=0.3320, ear=-2.7614, loss=0.0558]
[Train]:  57%|█████▋    | 254/448 [00:23<00:17, 10.92it/s, ce=0.3325, ear=-2.7611, loss=0.0564]
[Train]:  57%|█████▋    | 254/448 [00:23<00:17, 10.92it/s, ce=0.3315, ear=-2.7615, loss=0.0554]
[Train]:  57%|█████▋    | 256/448 [00:23<00:17, 10.89it/s, ce=0.3315, ear=-2.7615, loss=0.0554]
[Train]:  57%|█████▋    | 256/448 [00:23<00:17, 10.89it/s, ce=0.3325, ear=-2.7623, loss=0.0563]
[Train]:  57%|█████▋    | 256/448 [00:24<00:17, 10.89it/s, ce=0.3326, ear=-2.7620, loss=0.0564]
[Train]:  58%|█████▊    | 258/448 [00:24<00:17, 10.86it/s, ce=0.3326, ear=-2.7620, loss=0.0564]
[Train]:  58%|█████▊    | 258/448 [00:24<00:17, 10.86it/s, ce=0.3325, ear=-2.7632, loss=0.0562]
[Train]:  58%|█████▊    | 258/448 [00:24<00:17, 10.86it/s, ce=0.3336, ear=-2.7634, loss=0.0573]
[Train]:  58%|█████▊    | 260/448 [00:24<00:17, 10.89it/s, ce=0.3336, ear=-2.7634, loss=0.0573]
[Train]:  58%|█████▊    | 260/448 [00:24<00:17, 10.89it/s, ce=0.3337, ear=-2.7637, loss=0.0574]
[Train]:  58%|█████▊    | 260/448 [00:24<00:17, 10.89it/s, ce=0.3344, ear=-2.7632, loss=0.0580]
[Train]:  58%|█████▊    | 262/448 [00:24<00:17, 10.90it/s, ce=0.3344, ear=-2.7632, loss=0.0580]
[Train]:  58%|█████▊    | 262/448 [00:24<00:17, 10.90it/s, ce=0.3344, ear=-2.7629, loss=0.0581]
[Train]:  58%|█████▊    | 262/448 [00:24<00:17, 10.90it/s, ce=0.3343, ear=-2.7635, loss=0.0580]
[Train]:  59%|█████▉    | 264/448 [00:24<00:17, 10.80it/s, ce=0.3343, ear=-2.7635, loss=0.0580]
[Train]:  59%|█████▉    | 264/448 [00:24<00:17, 10.80it/s, ce=0.3338, ear=-2.7638, loss=0.0575]
[Train]:  59%|█████▉    | 264/448 [00:24<00:17, 10.80it/s, ce=0.3335, ear=-2.7641, loss=0.0571]
[Train]:  59%|█████▉    | 266/448 [00:24<00:16, 10.83it/s, ce=0.3335, ear=-2.7641, loss=0.0571]
[Train]:  59%|█████▉    | 266/448 [00:24<00:16, 10.83it/s, ce=0.3337, ear=-2.7641, loss=0.0573]
[Train]:  59%|█████▉    | 266/448 [00:24<00:16, 10.83it/s, ce=0.3341, ear=-2.7644, loss=0.0576]
[Train]:  60%|█████▉    | 268/448 [00:24<00:16, 10.85it/s, ce=0.3341, ear=-2.7644, loss=0.0576]
[Train]:  60%|█████▉    | 268/448 [00:25<00:16, 10.85it/s, ce=0.3341, ear=-2.7648, loss=0.0576]
[Train]:  60%|█████▉    | 268/448 [00:25<00:16, 10.85it/s, ce=0.3348, ear=-2.7650, loss=0.0583]
[Train]:  60%|██████    | 270/448 [00:25<00:16, 10.88it/s, ce=0.3348, ear=-2.7650, loss=0.0583]
[Train]:  60%|██████    | 270/448 [00:25<00:16, 10.88it/s, ce=0.3349, ear=-2.7652, loss=0.0584]
[Train]:  60%|██████    | 270/448 [00:25<00:16, 10.88it/s, ce=0.3365, ear=-2.7648, loss=0.0600]
[Train]:  61%|██████    | 272/448 [00:25<00:16, 10.91it/s, ce=0.3365, ear=-2.7648, loss=0.0600]
[Train]:  61%|██████    | 272/448 [00:25<00:16, 10.91it/s, ce=0.3365, ear=-2.7650, loss=0.0600]
[Train]:  61%|██████    | 272/448 [00:25<00:16, 10.91it/s, ce=0.3361, ear=-2.7656, loss=0.0595]
[Train]:  61%|██████    | 274/448 [00:25<00:15, 10.97it/s, ce=0.3361, ear=-2.7656, loss=0.0595]
[Train]:  61%|██████    | 274/448 [00:25<00:15, 10.97it/s, ce=0.3360, ear=-2.7652, loss=0.0595]
[Train]:  61%|██████    | 274/448 [00:25<00:15, 10.97it/s, ce=0.3353, ear=-2.7655, loss=0.0587]
[Train]:  62%|██████▏   | 276/448 [00:25<00:15, 11.00it/s, ce=0.3353, ear=-2.7655, loss=0.0587]
[Train]:  62%|██████▏   | 276/448 [00:25<00:15, 11.00it/s, ce=0.3355, ear=-2.7657, loss=0.0589]
[Train]:  62%|██████▏   | 276/448 [00:25<00:15, 11.00it/s, ce=0.3357, ear=-2.7658, loss=0.0591]
[Train]:  62%|██████▏   | 278/448 [00:25<00:15, 11.02it/s, ce=0.3357, ear=-2.7658, loss=0.0591]
[Train]:  62%|██████▏   | 278/448 [00:25<00:15, 11.02it/s, ce=0.3355, ear=-2.7657, loss=0.0590]
[Train]:  62%|██████▏   | 278/448 [00:26<00:15, 11.02it/s, ce=0.3352, ear=-2.7656, loss=0.0586]
[Train]:  62%|██████▎   | 280/448 [00:26<00:15, 11.04it/s, ce=0.3352, ear=-2.7656, loss=0.0586]
[Train]:  62%|██████▎   | 280/448 [00:26<00:15, 11.04it/s, ce=0.3359, ear=-2.7667, loss=0.0592]
[Train]:  62%|██████▎   | 280/448 [00:26<00:15, 11.04it/s, ce=0.3353, ear=-2.7670, loss=0.0586]
[Train]:  63%|██████▎   | 282/448 [00:26<00:15, 11.01it/s, ce=0.3353, ear=-2.7670, loss=0.0586]
[Train]:  63%|██████▎   | 282/448 [00:26<00:15, 11.01it/s, ce=0.3350, ear=-2.7672, loss=0.0582]
[Train]:  63%|██████▎   | 282/448 [00:26<00:15, 11.01it/s, ce=0.3353, ear=-2.7673, loss=0.0586]
[Train]:  63%|██████▎   | 284/448 [00:26<00:14, 11.03it/s, ce=0.3353, ear=-2.7673, loss=0.0586]
[Train]:  63%|██████▎   | 284/448 [00:26<00:14, 11.03it/s, ce=0.3354, ear=-2.7677, loss=0.0587]
[Train]:  63%|██████▎   | 284/448 [00:26<00:14, 11.03it/s, ce=0.3348, ear=-2.7684, loss=0.0579]
[Train]:  64%|██████▍   | 286/448 [00:26<00:14, 11.03it/s, ce=0.3348, ear=-2.7684, loss=0.0579]
[Train]:  64%|██████▍   | 286/448 [00:26<00:14, 11.03it/s, ce=0.3347, ear=-2.7684, loss=0.0579]
[Train]:  64%|██████▍   | 286/448 [00:26<00:14, 11.03it/s, ce=0.3342, ear=-2.7685, loss=0.0573]
[Train]:  64%|██████▍   | 288/448 [00:26<00:14, 10.85it/s, ce=0.3342, ear=-2.7685, loss=0.0573]
[Train]:  64%|██████▍   | 288/448 [00:26<00:14, 10.85it/s, ce=0.3339, ear=-2.7687, loss=0.0571]
[Train]:  64%|██████▍   | 288/448 [00:26<00:14, 10.85it/s, ce=0.3338, ear=-2.7685, loss=0.0569]
[Train]:  65%|██████▍   | 290/448 [00:26<00:14, 10.87it/s, ce=0.3338, ear=-2.7685, loss=0.0569]
[Train]:  65%|██████▍   | 290/448 [00:27<00:14, 10.87it/s, ce=0.3334, ear=-2.7694, loss=0.0565]
[Train]:  65%|██████▍   | 290/448 [00:27<00:14, 10.87it/s, ce=0.3334, ear=-2.7694, loss=0.0565]
[Train]:  65%|██████▌   | 292/448 [00:27<00:14, 10.92it/s, ce=0.3334, ear=-2.7694, loss=0.0565]
[Train]:  65%|██████▌   | 292/448 [00:27<00:14, 10.92it/s, ce=0.3328, ear=-2.7704, loss=0.0558]
[Train]:  65%|██████▌   | 292/448 [00:27<00:14, 10.92it/s, ce=0.3325, ear=-2.7706, loss=0.0554]
[Train]:  66%|██████▌   | 294/448 [00:27<00:14, 10.89it/s, ce=0.3325, ear=-2.7706, loss=0.0554]
[Train]:  66%|██████▌   | 294/448 [00:27<00:14, 10.89it/s, ce=0.3332, ear=-2.7702, loss=0.0562]
[Train]:  66%|██████▌   | 294/448 [00:27<00:14, 10.89it/s, ce=0.3328, ear=-2.7707, loss=0.0557]
[Train]:  66%|██████▌   | 296/448 [00:27<00:14, 10.76it/s, ce=0.3328, ear=-2.7707, loss=0.0557]
[Train]:  66%|██████▌   | 296/448 [00:27<00:14, 10.76it/s, ce=0.3334, ear=-2.7708, loss=0.0563]
[Train]:  66%|██████▌   | 296/448 [00:27<00:14, 10.76it/s, ce=0.3338, ear=-2.7709, loss=0.0567]
[Train]:  67%|██████▋   | 298/448 [00:27<00:13, 10.83it/s, ce=0.3338, ear=-2.7709, loss=0.0567]
[Train]:  67%|██████▋   | 298/448 [00:27<00:13, 10.83it/s, ce=0.3332, ear=-2.7709, loss=0.0561]
[Train]:  67%|██████▋   | 298/448 [00:27<00:13, 10.83it/s, ce=0.3329, ear=-2.7708, loss=0.0558]
[Train]:  67%|██████▋   | 300/448 [00:27<00:13, 10.92it/s, ce=0.3329, ear=-2.7708, loss=0.0558]
[Train]:  67%|██████▋   | 300/448 [00:27<00:13, 10.92it/s, ce=0.3324, ear=-2.7713, loss=0.0553]
[Train]:  67%|██████▋   | 300/448 [00:28<00:13, 10.92it/s, ce=0.3324, ear=-2.7714, loss=0.0553]
[Train]:  67%|██████▋   | 302/448 [00:28<00:13, 10.93it/s, ce=0.3324, ear=-2.7714, loss=0.0553]
[Train]:  67%|██████▋   | 302/448 [00:28<00:13, 10.93it/s, ce=0.3322, ear=-2.7710, loss=0.0551]
[Train]:  67%|██████▋   | 302/448 [00:28<00:13, 10.93it/s, ce=0.3329, ear=-2.7711, loss=0.0558]
[Train]:  68%|██████▊   | 304/448 [00:28<00:13, 10.90it/s, ce=0.3329, ear=-2.7711, loss=0.0558]
[Train]:  68%|██████▊   | 304/448 [00:28<00:13, 10.90it/s, ce=0.3328, ear=-2.7706, loss=0.0557]
[Train]:  68%|██████▊   | 304/448 [00:28<00:13, 10.90it/s, ce=0.3322, ear=-2.7705, loss=0.0552]
[Train]:  68%|██████▊   | 306/448 [00:28<00:13, 10.85it/s, ce=0.3322, ear=-2.7705, loss=0.0552]
[Train]:  68%|██████▊   | 306/448 [00:28<00:13, 10.85it/s, ce=0.3323, ear=-2.7709, loss=0.0552]
[Train]:  68%|██████▊   | 306/448 [00:28<00:13, 10.85it/s, ce=0.3323, ear=-2.7711, loss=0.0552]
[Train]:  69%|██████▉   | 308/448 [00:28<00:12, 10.85it/s, ce=0.3323, ear=-2.7711, loss=0.0552]
[Train]:  69%|██████▉   | 308/448 [00:28<00:12, 10.85it/s, ce=0.3326, ear=-2.7709, loss=0.0555]
[Train]:  69%|██████▉   | 308/448 [00:28<00:12, 10.85it/s, ce=0.3327, ear=-2.7708, loss=0.0556]
[Train]:  69%|██████▉   | 310/448 [00:28<00:12, 10.90it/s, ce=0.3327, ear=-2.7708, loss=0.0556]
[Train]:  69%|██████▉   | 310/448 [00:28<00:12, 10.90it/s, ce=0.3323, ear=-2.7712, loss=0.0552]
[Train]:  69%|██████▉   | 310/448 [00:28<00:12, 10.90it/s, ce=0.3321, ear=-2.7710, loss=0.0550]
[Train]:  70%|██████▉   | 312/448 [00:28<00:12, 10.95it/s, ce=0.3321, ear=-2.7710, loss=0.0550]
[Train]:  70%|██████▉   | 312/448 [00:29<00:12, 10.95it/s, ce=0.3322, ear=-2.7706, loss=0.0551]
[Train]:  70%|██████▉   | 312/448 [00:29<00:12, 10.95it/s, ce=0.3321, ear=-2.7708, loss=0.0550]
[Train]:  70%|███████   | 314/448 [00:29<00:12, 10.87it/s, ce=0.3321, ear=-2.7708, loss=0.0550]
[Train]:  70%|███████   | 314/448 [00:29<00:12, 10.87it/s, ce=0.3324, ear=-2.7712, loss=0.0553]
[Train]:  70%|███████   | 314/448 [00:29<00:12, 10.87it/s, ce=0.3322, ear=-2.7708, loss=0.0551]
[Train]:  71%|███████   | 316/448 [00:29<00:12, 10.93it/s, ce=0.3322, ear=-2.7708, loss=0.0551]
[Train]:  71%|███████   | 316/448 [00:29<00:12, 10.93it/s, ce=0.3317, ear=-2.7709, loss=0.0546]
[Train]:  71%|███████   | 316/448 [00:29<00:12, 10.93it/s, ce=0.3311, ear=-2.7705, loss=0.0541]
[Train]:  71%|███████   | 318/448 [00:29<00:11, 10.98it/s, ce=0.3311, ear=-2.7705, loss=0.0541]
[Train]:  71%|███████   | 318/448 [00:29<00:11, 10.98it/s, ce=0.3312, ear=-2.7698, loss=0.0542]
[Train]:  71%|███████   | 318/448 [00:29<00:11, 10.98it/s, ce=0.3306, ear=-2.7697, loss=0.0536]
[Train]:  71%|███████▏  | 320/448 [00:29<00:11, 10.99it/s, ce=0.3306, ear=-2.7697, loss=0.0536]
[Train]:  71%|███████▏  | 320/448 [00:29<00:11, 10.99it/s, ce=0.3299, ear=-2.7692, loss=0.0530]
[Train]:  71%|███████▏  | 320/448 [00:29<00:11, 10.99it/s, ce=0.3293, ear=-2.7687, loss=0.0525]
[Train]:  72%|███████▏  | 322/448 [00:29<00:11, 11.02it/s, ce=0.3293, ear=-2.7687, loss=0.0525]
[Train]:  72%|███████▏  | 322/448 [00:29<00:11, 11.02it/s, ce=0.3291, ear=-2.7689, loss=0.0522]
[Train]:  72%|███████▏  | 322/448 [00:30<00:11, 11.02it/s, ce=0.3290, ear=-2.7682, loss=0.0522]
[Train]:  72%|███████▏  | 324/448 [00:30<00:11, 11.01it/s, ce=0.3290, ear=-2.7682, loss=0.0522]
[Train]:  72%|███████▏  | 324/448 [00:30<00:11, 11.01it/s, ce=0.3290, ear=-2.7684, loss=0.0521]
[Train]:  72%|███████▏  | 324/448 [00:30<00:11, 11.01it/s, ce=0.3288, ear=-2.7679, loss=0.0520]
[Train]:  73%|███████▎  | 326/448 [00:30<00:11, 11.04it/s, ce=0.3288, ear=-2.7679, loss=0.0520]
[Train]:  73%|███████▎  | 326/448 [00:30<00:11, 11.04it/s, ce=0.3301, ear=-2.7674, loss=0.0533]
[Train]:  73%|███████▎  | 326/448 [00:30<00:11, 11.04it/s, ce=0.3293, ear=-2.7672, loss=0.0525]
[Train]:  73%|███████▎  | 328/448 [00:30<00:10, 11.02it/s, ce=0.3293, ear=-2.7672, loss=0.0525]
[Train]:  73%|███████▎  | 328/448 [00:30<00:10, 11.02it/s, ce=0.3296, ear=-2.7665, loss=0.0530]
[Train]:  73%|███████▎  | 328/448 [00:30<00:10, 11.02it/s, ce=0.3292, ear=-2.7672, loss=0.0525]
[Train]:  74%|███████▎  | 330/448 [00:30<00:10, 10.95it/s, ce=0.3292, ear=-2.7672, loss=0.0525]
[Train]:  74%|███████▎  | 330/448 [00:30<00:10, 10.95it/s, ce=0.3286, ear=-2.7667, loss=0.0520]
[Train]:  74%|███████▎  | 330/448 [00:30<00:10, 10.95it/s, ce=0.3283, ear=-2.7669, loss=0.0516]
[Train]:  74%|███████▍  | 332/448 [00:30<00:11, 10.46it/s, ce=0.3283, ear=-2.7669, loss=0.0516]
[Train]:  74%|███████▍  | 332/448 [00:30<00:11, 10.46it/s, ce=0.3282, ear=-2.7671, loss=0.0515]
[Train]:  74%|███████▍  | 332/448 [00:31<00:11, 10.46it/s, ce=0.3276, ear=-2.7675, loss=0.0508]
[Train]:  75%|███████▍  | 334/448 [00:31<00:10, 10.39it/s, ce=0.3276, ear=-2.7675, loss=0.0508]
[Train]:  75%|███████▍  | 334/448 [00:31<00:10, 10.39it/s, ce=0.3271, ear=-2.7681, loss=0.0503]
[Train]:  75%|███████▍  | 334/448 [00:31<00:10, 10.39it/s, ce=0.3265, ear=-2.7681, loss=0.0497]
[Train]:  75%|███████▌  | 336/448 [00:31<00:10, 10.50it/s, ce=0.3265, ear=-2.7681, loss=0.0497]
[Train]:  75%|███████▌  | 336/448 [00:31<00:10, 10.50it/s, ce=0.3265, ear=-2.7680, loss=0.0497]
[Train]:  75%|███████▌  | 336/448 [00:31<00:10, 10.50it/s, ce=0.3262, ear=-2.7676, loss=0.0495]
[Train]:  75%|███████▌  | 338/448 [00:31<00:10, 10.37it/s, ce=0.3262, ear=-2.7676, loss=0.0495]
[Train]:  75%|███████▌  | 338/448 [00:31<00:10, 10.37it/s, ce=0.3259, ear=-2.7678, loss=0.0491]
[Train]:  75%|███████▌  | 338/448 [00:31<00:10, 10.37it/s, ce=0.3257, ear=-2.7681, loss=0.0489]
[Train]:  76%|███████▌  | 340/448 [00:31<00:10, 10.53it/s, ce=0.3257, ear=-2.7681, loss=0.0489]
[Train]:  76%|███████▌  | 340/448 [00:31<00:10, 10.53it/s, ce=0.3257, ear=-2.7680, loss=0.0489]
[Train]:  76%|███████▌  | 340/448 [00:31<00:10, 10.53it/s, ce=0.3262, ear=-2.7684, loss=0.0494]
[Train]:  76%|███████▋  | 342/448 [00:31<00:10, 10.58it/s, ce=0.3262, ear=-2.7684, loss=0.0494]
[Train]:  76%|███████▋  | 342/448 [00:31<00:10, 10.58it/s, ce=0.3260, ear=-2.7686, loss=0.0492]
[Train]:  76%|███████▋  | 342/448 [00:31<00:10, 10.58it/s, ce=0.3256, ear=-2.7684, loss=0.0487]
[Train]:  77%|███████▋  | 344/448 [00:31<00:10, 10.07it/s, ce=0.3256, ear=-2.7684, loss=0.0487]
[Train]:  77%|███████▋  | 344/448 [00:32<00:10, 10.07it/s, ce=0.3251, ear=-2.7689, loss=0.0482]
[Train]:  77%|███████▋  | 344/448 [00:32<00:10, 10.07it/s, ce=0.3251, ear=-2.7695, loss=0.0481]
[Train]:  77%|███████▋  | 346/448 [00:32<00:09, 10.26it/s, ce=0.3251, ear=-2.7695, loss=0.0481]
[Train]:  77%|███████▋  | 346/448 [00:32<00:09, 10.26it/s, ce=0.3263, ear=-2.7696, loss=0.0493]
[Train]:  77%|███████▋  | 346/448 [00:32<00:09, 10.26it/s, ce=0.3259, ear=-2.7692, loss=0.0490]
[Train]:  78%|███████▊  | 348/448 [00:32<00:09, 10.44it/s, ce=0.3259, ear=-2.7692, loss=0.0490]
[Train]:  78%|███████▊  | 348/448 [00:32<00:09, 10.44it/s, ce=0.3253, ear=-2.7687, loss=0.0484]
[Train]:  78%|███████▊  | 348/448 [00:32<00:09, 10.44it/s, ce=0.3257, ear=-2.7691, loss=0.0488]
[Train]:  78%|███████▊  | 350/448 [00:32<00:09, 10.54it/s, ce=0.3257, ear=-2.7691, loss=0.0488]
[Train]:  78%|███████▊  | 350/448 [00:32<00:09, 10.54it/s, ce=0.3259, ear=-2.7696, loss=0.0489]
[Train]:  78%|███████▊  | 350/448 [00:32<00:09, 10.54it/s, ce=0.3257, ear=-2.7697, loss=0.0487]
[Train]:  79%|███████▊  | 352/448 [00:32<00:09, 10.58it/s, ce=0.3257, ear=-2.7697, loss=0.0487]
[Train]:  79%|███████▊  | 352/448 [00:32<00:09, 10.58it/s, ce=0.3258, ear=-2.7701, loss=0.0488]
[Train]:  79%|███████▊  | 352/448 [00:32<00:09, 10.58it/s, ce=0.3254, ear=-2.7708, loss=0.0484]
[Train]:  79%|███████▉  | 354/448 [00:32<00:08, 10.51it/s, ce=0.3254, ear=-2.7708, loss=0.0484]
[Train]:  79%|███████▉  | 354/448 [00:33<00:08, 10.51it/s, ce=0.3256, ear=-2.7713, loss=0.0485]
[Train]:  79%|███████▉  | 354/448 [00:33<00:08, 10.51it/s, ce=0.3253, ear=-2.7715, loss=0.0482]
[Train]:  79%|███████▉  | 356/448 [00:33<00:08, 10.27it/s, ce=0.3253, ear=-2.7715, loss=0.0482]
[Train]:  79%|███████▉  | 356/448 [00:33<00:08, 10.27it/s, ce=0.3252, ear=-2.7721, loss=0.0480]
[Train]:  79%|███████▉  | 356/448 [00:33<00:08, 10.27it/s, ce=0.3251, ear=-2.7721, loss=0.0479]
[Train]:  80%|███████▉  | 358/448 [00:33<00:08, 10.11it/s, ce=0.3251, ear=-2.7721, loss=0.0479]
[Train]:  80%|███████▉  | 358/448 [00:33<00:08, 10.11it/s, ce=0.3250, ear=-2.7719, loss=0.0478]
[Train]:  80%|███████▉  | 358/448 [00:33<00:08, 10.11it/s, ce=0.3248, ear=-2.7715, loss=0.0476]
[Train]:  80%|████████  | 360/448 [00:33<00:08, 10.22it/s, ce=0.3248, ear=-2.7715, loss=0.0476]
[Train]:  80%|████████  | 360/448 [00:33<00:08, 10.22it/s, ce=0.3249, ear=-2.7716, loss=0.0477]
[Train]:  80%|████████  | 360/448 [00:33<00:08, 10.22it/s, ce=0.3251, ear=-2.7718, loss=0.0479]
