
>>> [1/63] GetFair | dynahate | seed=42
>>> Command: python3 src_script/train/train_baseline_getfair.py --dataset dynahate --seed 42 --lambda_gf 0.5 --epochs 6 --patience 3 --batch_size 16 --grad_accum 2 --lr 2e-5 --max_len 128
>>> Start: Sun Mar 15 05:49:47 CST 2026
/root/miniconda/lib/python3.8/site-packages/torchvision/datapoints/__init__.py:12: UserWarning: The torchvision.datapoints and torchvision.transforms.v2 namespaces are still Beta. While we do not expect major breaking changes, some APIs may still change according to user feedback. Please submit any feedback you may have in this issue: https://github.com/pytorch/vision/issues/6753, and you can also check out https://github.com/pytorch/vision/issues/7319 to learn more about the APIs that we suspect might involve future changes. You can silence this warning by calling torchvision.disable_beta_transforms_warning().
  warnings.warn(_BETA_TRANSFORMS_WARNING)
/root/miniconda/lib/python3.8/site-packages/torchvision/transforms/v2/__init__.py:54: UserWarning: The torchvision.datapoints and torchvision.transforms.v2 namespaces are still Beta. While we do not expect major breaking changes, some APIs may still change according to user feedback. Please submit any feedback you may have in this issue: https://github.com/pytorch/vision/issues/6753, and you can also check out https://github.com/pytorch/vision/issues/7319 to learn more about the APIs that we suspect might involve future changes. You can silence this warning by calling torchvision.disable_beta_transforms_warning().
  warnings.warn(_BETA_TRANSFORMS_WARNING)
[Hardware] TF32 acceleration enabled for Ampere+ GPUs.
[Experiment] GetFair_dynahate_seed42_0315_0549
[Data] Train: 8844 | Val: 1091 | Test: 1111
[Model] GetFair | lambda_gf=0.5

Epoch 1/6

[Train]:   0%|          | 0/553 [00:00<?, ?it/s]
[Train]:  19%|█▉        | 104/553 [00:23<01:39,  4.50it/s, ce=0.7200, gf=0.0000, loss=0.7201]
[Train]:  19%|█▉        | 104/553 [00:23<01:39,  4.50it/s, ce=0.7196, gf=0.0000, loss=0.7196]
[Train]:  19%|█▉        | 105/553 [00:23<01:37,  4.61it/s, ce=0.7196, gf=0.0000, loss=0.7196]
[Train]:  19%|█▉        | 105/553 [00:23<01:37,  4.61it/s, ce=0.7193, gf=0.0000, loss=0.7193]
[Train]:  19%|█▉        | 106/553 [00:23<01:40,  4.47it/s, ce=0.7193, gf=0.0000, loss=0.7193]
[Train]:  19%|█▉        | 106/553 [00:24<01:40,  4.47it/s, ce=0.7192, gf=0.0000, loss=0.7192]
[Train]:  19%|█▉        | 107/553 [00:24<01:38,  4.54it/s, ce=0.7192, gf=0.0000, loss=0.7192]
[Train]:  19%|█▉        | 107/553 [00:24<01:38,  4.54it/s, ce=0.7188, gf=0.0000, loss=0.7188]
[Train]:  20%|█▉        | 108/553 [00:24<01:39,  4.45it/s, ce=0.7188, gf=0.0000, loss=0.7188]
[Train]:  20%|█▉        | 108/553 [00:24<01:39,  4.45it/s, ce=0.7189, gf=0.0000, loss=0.7189]
[Train]:  20%|█▉        | 109/553 [00:24<01:37,  4.55it/s, ce=0.7189, gf=0.0000, loss=0.7189]
[Train]:  20%|█▉        | 109/553 [00:24<01:37,  4.55it/s, ce=0.7189, gf=0.0000, loss=0.7189]
[Train]:  20%|█▉        | 110/553 [00:24<01:39,  4.43it/s, ce=0.7189, gf=0.0000, loss=0.7189]
[Train]:  20%|█▉        | 110/553 [00:24<01:39,  4.43it/s, ce=0.7186, gf=0.0000, loss=0.7187]
[Train]:  20%|██        | 111/553 [00:24<01:37,  4.55it/s, ce=0.7186, gf=0.0000, loss=0.7187]
[Train]:  20%|██        | 111/553 [00:25<01:37,  4.55it/s, ce=0.7187, gf=0.0000, loss=0.7187]
[Train]:  20%|██        | 112/553 [00:25<01:38,  4.48it/s, ce=0.7187, gf=0.0000, loss=0.7187]
[Train]:  20%|██        | 112/553 [00:25<01:38,  4.48it/s, ce=0.7182, gf=0.0000, loss=0.7182]
[Train]:  20%|██        | 113/553 [00:25<01:35,  4.59it/s, ce=0.7182, gf=0.0000, loss=0.7182]
[Train]:  20%|██        | 113/553 [00:25<01:35,  4.59it/s, ce=0.7180, gf=0.0000, loss=0.7180]
[Train]:  21%|██        | 114/553 [00:25<01:37,  4.49it/s, ce=0.7180, gf=0.0000, loss=0.7180]
[Train]:  21%|██        | 114/553 [00:25<01:37,  4.49it/s, ce=0.7176, gf=0.0000, loss=0.7176]
[Train]:  21%|██        | 115/553 [00:25<01:35,  4.59it/s, ce=0.7176, gf=0.0000, loss=0.7176]
[Train]:  21%|██        | 115/553 [00:26<01:35,  4.59it/s, ce=0.7173, gf=0.0000, loss=0.7173]
[Train]:  21%|██        | 116/553 [00:26<01:36,  4.51it/s, ce=0.7173, gf=0.0000, loss=0.7173]
[Train]:  21%|██        | 116/553 [00:26<01:36,  4.51it/s, ce=0.7173, gf=0.0000, loss=0.7173]
[Train]:  21%|██        | 117/553 [00:26<01:34,  4.61it/s, ce=0.7173, gf=0.0000, loss=0.7173]
[Train]:  21%|██        | 117/553 [00:26<01:34,  4.61it/s, ce=0.7170, gf=0.0000, loss=0.7170]
[Train]:  21%|██▏       | 118/553 [00:26<01:36,  4.50it/s, ce=0.7170, gf=0.0000, loss=0.7170]
[Train]:  21%|██▏       | 118/553 [00:26<01:36,  4.50it/s, ce=0.7166, gf=0.0000, loss=0.7166]
[Train]:  22%|██▏       | 119/553 [00:26<01:35,  4.55it/s, ce=0.7166, gf=0.0000, loss=0.7166]
[Train]:  22%|██▏       | 119/553 [00:26<01:35,  4.55it/s, ce=0.7163, gf=0.0000, loss=0.7163]
[Train]:  22%|██▏       | 120/553 [00:26<01:37,  4.45it/s, ce=0.7163, gf=0.0000, loss=0.7163]
[Train]:  22%|██▏       | 120/553 [00:27<01:37,  4.45it/s, ce=0.7158, gf=0.0000, loss=0.7158]
[Train]:  22%|██▏       | 121/553 [00:27<01:34,  4.56it/s, ce=0.7158, gf=0.0000, loss=0.7158]
[Train]:  22%|██▏       | 121/553 [00:27<01:34,  4.56it/s, ce=0.7155, gf=0.0000, loss=0.7155]
[Train]:  22%|██▏       | 122/553 [00:27<01:36,  4.47it/s, ce=0.7155, gf=0.0000, loss=0.7155]
[Train]:  22%|██▏       | 122/553 [00:27<01:36,  4.47it/s, ce=0.7153, gf=0.0000, loss=0.7153]
[Train]:  22%|██▏       | 123/553 [00:27<01:36,  4.46it/s, ce=0.7153, gf=0.0000, loss=0.7153]
[Train]:  22%|██▏       | 123/553 [00:27<01:36,  4.46it/s, ce=0.7154, gf=0.0000, loss=0.7154]
[Train]:  22%|██▏       | 124/553 [00:27<01:37,  4.39it/s, ce=0.7154, gf=0.0000, loss=0.7154]
[Train]:  22%|██▏       | 124/553 [00:27<01:37,  4.39it/s, ce=0.7152, gf=0.0000, loss=0.7152]
[Train]:  23%|██▎       | 125/553 [00:27<01:34,  4.52it/s, ce=0.7152, gf=0.0000, loss=0.7152]
[Train]:  23%|██▎       | 125/553 [00:28<01:34,  4.52it/s, ce=0.7151, gf=0.0000, loss=0.7151]
[Train]:  23%|██▎       | 126/553 [00:28<01:35,  4.46it/s, ce=0.7151, gf=0.0000, loss=0.7151]
[Train]:  23%|██▎       | 126/553 [00:28<01:35,  4.46it/s, ce=0.7148, gf=0.0000, loss=0.7148]
[Train]:  23%|██▎       | 127/553 [00:28<01:33,  4.55it/s, ce=0.7148, gf=0.0000, loss=0.7148]
[Train]:  23%|██▎       | 127/553 [00:28<01:33,  4.55it/s, ce=0.7149, gf=0.0000, loss=0.7150]
[Train]:  23%|██▎       | 128/553 [00:28<01:35,  4.47it/s, ce=0.7149, gf=0.0000, loss=0.7150]
[Train]:  23%|██▎       | 128/553 [00:28<01:35,  4.47it/s, ce=0.7145, gf=0.0000, loss=0.7145]
[Train]:  23%|██▎       | 129/553 [00:28<01:33,  4.53it/s, ce=0.7145, gf=0.0000, loss=0.7145]
[Train]:  23%|██▎       | 129/553 [00:29<01:33,  4.53it/s, ce=0.7139, gf=0.0000, loss=0.7139]
[Train]:  24%|██▎       | 130/553 [00:29<01:34,  4.46it/s, ce=0.7139, gf=0.0000, loss=0.7139]
[Train]:  24%|██▎       | 130/553 [00:29<01:34,  4.46it/s, ce=0.7139, gf=0.0000, loss=0.7139]
[Train]:  24%|██▎       | 131/553 [00:29<01:33,  4.52it/s, ce=0.7139, gf=0.0000, loss=0.7139]
[Train]:  24%|██▎       | 131/553 [00:29<01:33,  4.52it/s, ce=0.7134, gf=0.0000, loss=0.7134]
[Train]:  24%|██▍       | 132/553 [00:29<01:35,  4.41it/s, ce=0.7134, gf=0.0000, loss=0.7134]
[Train]:  24%|██▍       | 132/553 [00:29<01:35,  4.41it/s, ce=0.7129, gf=0.0000, loss=0.7129]
[Train]:  24%|██▍       | 133/553 [00:29<01:33,  4.50it/s, ce=0.7129, gf=0.0000, loss=0.7129]
[Train]:  24%|██▍       | 133/553 [00:30<01:33,  4.50it/s, ce=0.7129, gf=0.0000, loss=0.7129]
[Train]:  24%|██▍       | 134/553 [00:30<01:34,  4.42it/s, ce=0.7129, gf=0.0000, loss=0.7129]
[Train]:  24%|██▍       | 134/553 [00:30<01:34,  4.42it/s, ce=0.7129, gf=0.0000, loss=0.7129]
[Train]:  24%|██▍       | 135/553 [00:30<01:32,  4.54it/s, ce=0.7129, gf=0.0000, loss=0.7129]
[Train]:  24%|██▍       | 135/553 [00:30<01:32,  4.54it/s, ce=0.7126, gf=0.0000, loss=0.7126]
[Train]:  25%|██▍       | 136/553 [00:30<01:33,  4.46it/s, ce=0.7126, gf=0.0000, loss=0.7126]
[Train]:  25%|██▍       | 136/553 [00:30<01:33,  4.46it/s, ce=0.7128, gf=0.0000, loss=0.7128]
[Train]:  25%|██▍       | 137/553 [00:30<01:31,  4.57it/s, ce=0.7128, gf=0.0000, loss=0.7128]
[Train]:  25%|██▍       | 137/553 [00:30<01:31,  4.57it/s, ce=0.7119, gf=0.0000, loss=0.7119]
[Train]:  25%|██▍       | 138/553 [00:30<01:32,  4.50it/s, ce=0.7119, gf=0.0000, loss=0.7119]
[Train]:  25%|██▍       | 138/553 [00:31<01:32,  4.50it/s, ce=0.7115, gf=0.0000, loss=0.7115]
[Train]:  25%|██▌       | 139/553 [00:31<01:29,  4.60it/s, ce=0.7115, gf=0.0000, loss=0.7115]
[Train]:  25%|██▌       | 139/553 [00:31<01:29,  4.60it/s, ce=0.7113, gf=0.0000, loss=0.7113]
[Train]:  25%|██▌       | 140/553 [00:31<01:31,  4.50it/s, ce=0.7113, gf=0.0000, loss=0.7113]
[Train]:  25%|██▌       | 140/553 [00:31<01:31,  4.50it/s, ce=0.7113, gf=0.0000, loss=0.7113]
[Train]:  25%|██▌       | 141/553 [00:31<01:29,  4.61it/s, ce=0.7113, gf=0.0000, loss=0.7113]
[Train]:  25%|██▌       | 141/553 [00:31<01:29,  4.61it/s, ce=0.7111, gf=0.0000, loss=0.7111]
[Train]:  26%|██▌       | 142/553 [00:31<01:30,  4.53it/s, ce=0.7111, gf=0.0000, loss=0.7111]
[Train]:  26%|██▌       | 142/553 [00:31<01:30,  4.53it/s, ce=0.7104, gf=0.0000, loss=0.7104]
[Train]:  26%|██▌       | 143/553 [00:31<01:29,  4.59it/s, ce=0.7104, gf=0.0000, loss=0.7104]
[Train]:  26%|██▌       | 143/553 [00:32<01:29,  4.59it/s, ce=0.7096, gf=0.0000, loss=0.7096]
[Train]:  26%|██▌       | 144/553 [00:32<01:32,  4.41it/s, ce=0.7096, gf=0.0000, loss=0.7096]
[Train]:  26%|██▌       | 144/553 [00:32<01:32,  4.41it/s, ce=0.7087, gf=0.0000, loss=0.7088]
[Train]:  26%|██▌       | 145/553 [00:32<01:29,  4.54it/s, ce=0.7087, gf=0.0000, loss=0.7088]
[Train]:  26%|██▌       | 145/553 [00:32<01:29,  4.54it/s, ce=0.7080, gf=0.0000, loss=0.7080]
[Train]:  26%|██▋       | 146/553 [00:32<01:30,  4.48it/s, ce=0.7080, gf=0.0000, loss=0.7080]
[Train]:  26%|██▋       | 146/553 [00:32<01:30,  4.48it/s, ce=0.7067, gf=0.0000, loss=0.7067]
[Train]:  27%|██▋       | 147/553 [00:32<01:28,  4.60it/s, ce=0.7067, gf=0.0000, loss=0.7067]
[Train]:  27%|██▋       | 147/553 [00:33<01:28,  4.60it/s, ce=0.7062, gf=0.0000, loss=0.7062]
[Train]:  27%|██▋       | 148/553 [00:33<01:29,  4.51it/s, ce=0.7062, gf=0.0000, loss=0.7062]
[Train]:  27%|██▋       | 148/553 [00:33<01:29,  4.51it/s, ce=0.7066, gf=0.0000, loss=0.7066]
[Train]:  27%|██▋       | 149/553 [00:33<01:27,  4.60it/s, ce=0.7066, gf=0.0000, loss=0.7066]
[Train]:  27%|██▋       | 149/553 [00:33<01:27,  4.60it/s, ce=0.7066, gf=0.0000, loss=0.7066]
[Train]:  27%|██▋       | 150/553 [00:33<01:29,  4.50it/s, ce=0.7066, gf=0.0000, loss=0.7066]
[Train]:  27%|██▋       | 150/553 [00:33<01:29,  4.50it/s, ce=0.7054, gf=0.0000, loss=0.7054]
[Train]:  27%|██▋       | 151/553 [00:33<01:27,  4.60it/s, ce=0.7054, gf=0.0000, loss=0.7054]
[Train]:  27%|██▋       | 151/553 [00:33<01:27,  4.60it/s, ce=0.7048, gf=0.0000, loss=0.7048]
[Train]:  27%|██▋       | 152/553 [00:33<01:28,  4.51it/s, ce=0.7048, gf=0.0000, loss=0.7048]
[Train]:  27%|██▋       | 152/553 [00:34<01:28,  4.51it/s, ce=0.7049, gf=0.0000, loss=0.7049]
[Train]:  28%|██▊       | 153/553 [00:34<01:26,  4.60it/s, ce=0.7049, gf=0.0000, loss=0.7049]
[Train]:  28%|██▊       | 153/553 [00:34<01:26,  4.60it/s, ce=0.7035, gf=0.0000, loss=0.7036]
[Train]:  28%|██▊       | 154/553 [00:34<01:28,  4.49it/s, ce=0.7035, gf=0.0000, loss=0.7036]
[Train]:  28%|██▊       | 154/553 [00:34<01:28,  4.49it/s, ce=0.7025, gf=0.0000, loss=0.7025]
[Train]:  28%|██▊       | 155/553 [00:34<01:26,  4.58it/s, ce=0.7025, gf=0.0000, loss=0.7025]
[Train]:  28%|██▊       | 155/553 [00:34<01:26,  4.58it/s, ce=0.7011, gf=0.0000, loss=0.7011]
[Train]:  28%|██▊       | 156/553 [00:34<01:29,  4.44it/s, ce=0.7011, gf=0.0000, loss=0.7011]
[Train]:  28%|██▊       | 156/553 [00:35<01:29,  4.44it/s, ce=0.7007, gf=0.0000, loss=0.7007]
[Train]:  28%|██▊       | 157/553 [00:35<01:29,  4.42it/s, ce=0.7007, gf=0.0000, loss=0.7007]
[Train]:  28%|██▊       | 157/553 [00:35<01:29,  4.42it/s, ce=0.6998, gf=0.0000, loss=0.6998]
[Train]:  29%|██▊       | 158/553 [00:35<01:30,  4.38it/s, ce=0.6998, gf=0.0000, loss=0.6998]
[Train]:  29%|██▊       | 158/553 [00:35<01:30,  4.38it/s, ce=0.6984, gf=0.0000, loss=0.6984]
[Train]:  29%|██▉       | 159/553 [00:35<01:27,  4.52it/s, ce=0.6984, gf=0.0000, loss=0.6984]
[Train]:  29%|██▉       | 159/553 [00:35<01:27,  4.52it/s, ce=0.6983, gf=0.0000, loss=0.6984]
[Train]:  29%|██▉       | 160/553 [00:35<01:28,  4.44it/s, ce=0.6983, gf=0.0000, loss=0.6984]
[Train]:  29%|██▉       | 160/553 [00:35<01:28,  4.44it/s, ce=0.6968, gf=0.0000, loss=0.6968]
[Train]:  29%|██▉       | 161/553 [00:35<01:26,  4.55it/s, ce=0.6968, gf=0.0000, loss=0.6968]
[Train]:  29%|██▉       | 161/553 [00:36<01:26,  4.55it/s, ce=0.6966, gf=0.0000, loss=0.6966]
[Train]:  29%|██▉       | 162/553 [00:36<01:27,  4.48it/s, ce=0.6966, gf=0.0000, loss=0.6966]
[Train]:  29%|██▉       | 162/553 [00:36<01:27,  4.48it/s, ce=0.6956, gf=0.0000, loss=0.6956]
[Train]:  29%|██▉       | 163/553 [00:36<01:24,  4.60it/s, ce=0.6956, gf=0.0000, loss=0.6956]
[Train]:  29%|██▉       | 163/553 [00:36<01:24,  4.60it/s, ce=0.6944, gf=0.0000, loss=0.6944]
[Train]:  30%|██▉       | 164/553 [00:36<01:26,  4.51it/s, ce=0.6944, gf=0.0000, loss=0.6944]
[Train]:  30%|██▉       | 164/553 [00:36<01:26,  4.51it/s, ce=0.6933, gf=0.0001, loss=0.6934]
[Train]:  30%|██▉       | 165/553 [00:36<01:24,  4.60it/s, ce=0.6933, gf=0.0001, loss=0.6934]
[Train]:  30%|██▉       | 165/553 [00:37<01:24,  4.60it/s, ce=0.6926, gf=0.0001, loss=0.6926]
[Train]:  30%|███       | 166/553 [00:37<01:25,  4.50it/s, ce=0.6926, gf=0.0001, loss=0.6926]
[Train]:  30%|███       | 166/553 [00:37<01:25,  4.50it/s, ce=0.6916, gf=0.0001, loss=0.6916]
[Train]:  30%|███       | 167/553 [00:37<01:23,  4.60it/s, ce=0.6916, gf=0.0001, loss=0.6916]
[Train]:  30%|███       | 167/553 [00:37<01:23,  4.60it/s, ce=0.6911, gf=0.0001, loss=0.6911]
[Train]:  30%|███       | 168/553 [00:37<01:25,  4.51it/s, ce=0.6911, gf=0.0001, loss=0.6911]
[Train]:  30%|███       | 168/553 [00:37<01:25,  4.51it/s, ce=0.6906, gf=0.0001, loss=0.6906]
[Train]:  31%|███       | 169/553 [00:37<01:23,  4.60it/s, ce=0.6906, gf=0.0001, loss=0.6906]
[Train]:  31%|███       | 169/553 [00:37<01:23,  4.60it/s, ce=0.6897, gf=0.0001, loss=0.6897]
[Train]:  31%|███       | 170/553 [00:37<01:25,  4.49it/s, ce=0.6897, gf=0.0001, loss=0.6897]
[Train]:  31%|███       | 170/553 [00:38<01:25,  4.49it/s, ce=0.6883, gf=0.0001, loss=0.6884]
[Train]:  31%|███       | 171/553 [00:38<01:24,  4.53it/s, ce=0.6883, gf=0.0001, loss=0.6884]
[Train]:  31%|███       | 171/553 [00:38<01:24,  4.53it/s, ce=0.6874, gf=0.0001, loss=0.6875]
[Train]:  31%|███       | 172/553 [00:38<01:26,  4.41it/s, ce=0.6874, gf=0.0001, loss=0.6875]
[Train]:  31%|███       | 172/553 [00:38<01:26,  4.41it/s, ce=0.6864, gf=0.0001, loss=0.6865]
[Train]:  31%|███▏      | 173/553 [00:38<01:23,  4.53it/s, ce=0.6864, gf=0.0001, loss=0.6865]
[Train]:  31%|███▏      | 173/553 [00:38<01:23,  4.53it/s, ce=0.6845, gf=0.0001, loss=0.6845]
[Train]:  31%|███▏      | 174/553 [00:38<01:25,  4.45it/s, ce=0.6845, gf=0.0001, loss=0.6845]
[Train]:  31%|███▏      | 174/553 [00:39<01:25,  4.45it/s, ce=0.6832, gf=0.0001, loss=0.6833]
[Train]:  32%|███▏      | 175/553 [00:39<01:23,  4.55it/s, ce=0.6832, gf=0.0001, loss=0.6833]
[Train]:  32%|███▏      | 175/553 [00:39<01:23,  4.55it/s, ce=0.6827, gf=0.0001, loss=0.6827]
[Train]:  32%|███▏      | 176/553 [00:39<01:24,  4.48it/s, ce=0.6827, gf=0.0001, loss=0.6827]
[Train]:  32%|███▏      | 176/553 [00:39<01:24,  4.48it/s, ce=0.6811, gf=0.0001, loss=0.6811]
[Train]:  32%|███▏      | 177/553 [00:39<01:21,  4.60it/s, ce=0.6811, gf=0.0001, loss=0.6811]
[Train]:  32%|███▏      | 177/553 [00:39<01:21,  4.60it/s, ce=0.6797, gf=0.0001, loss=0.6797]
[Train]:  32%|███▏      | 178/553 [00:39<01:23,  4.51it/s, ce=0.6797, gf=0.0001, loss=0.6797]
[Train]:  32%|███▏      | 178/553 [00:39<01:23,  4.51it/s, ce=0.6783, gf=0.0001, loss=0.6784]
[Train]:  32%|███▏      | 179/553 [00:39<01:21,  4.57it/s, ce=0.6783, gf=0.0001, loss=0.6784]
[Train]:  32%|███▏      | 179/553 [00:40<01:21,  4.57it/s, ce=0.6767, gf=0.0001, loss=0.6768]
[Train]:  33%|███▎      | 180/553 [00:40<01:22,  4.50it/s, ce=0.6767, gf=0.0001, loss=0.6768]
[Train]:  33%|███▎      | 180/553 [00:40<01:22,  4.50it/s, ce=0.6765, gf=0.0001, loss=0.6766]
[Train]:  33%|███▎      | 181/553 [00:40<01:20,  4.60it/s, ce=0.6765, gf=0.0001, loss=0.6766]
[Train]:  33%|███▎      | 181/553 [00:40<01:20,  4.60it/s, ce=0.6758, gf=0.0001, loss=0.6759]
[Train]:  33%|███▎      | 182/553 [00:40<01:22,  4.51it/s, ce=0.6758, gf=0.0001, loss=0.6759]
[Train]:  33%|███▎      | 182/553 [00:40<01:22,  4.51it/s, ce=0.6749, gf=0.0001, loss=0.6750]
[Train]:  33%|███▎      | 183/553 [00:40<01:20,  4.57it/s, ce=0.6749, gf=0.0001, loss=0.6750]
[Train]:  33%|███▎      | 183/553 [00:41<01:20,  4.57it/s, ce=0.6737, gf=0.0001, loss=0.6737]
[Train]:  33%|███▎      | 184/553 [00:41<01:22,  4.49it/s, ce=0.6737, gf=0.0001, loss=0.6737]
[Train]:  33%|███▎      | 184/553 [00:41<01:22,  4.49it/s, ce=0.6731, gf=0.0001, loss=0.6731]
[Train]:  33%|███▎      | 185/553 [00:41<01:20,  4.59it/s, ce=0.6731, gf=0.0001, loss=0.6731]
[Train]:  33%|███▎      | 185/553 [00:41<01:20,  4.59it/s, ce=0.6714, gf=0.0001, loss=0.6714]
[Train]:  34%|███▎      | 186/553 [00:41<01:21,  4.50it/s, ce=0.6714, gf=0.0001, loss=0.6714]
[Train]:  34%|███▎      | 186/553 [00:41<01:21,  4.50it/s, ce=0.6702, gf=0.0001, loss=0.6702]
[Train]:  34%|███▍      | 187/553 [00:41<01:19,  4.60it/s, ce=0.6702, gf=0.0001, loss=0.6702]
[Train]:  34%|███▍      | 187/553 [00:41<01:19,  4.60it/s, ce=0.6679, gf=0.0001, loss=0.6680]
[Train]:  34%|███▍      | 188/553 [00:41<01:20,  4.51it/s, ce=0.6679, gf=0.0001, loss=0.6680]
[Train]:  34%|███▍      | 188/553 [00:42<01:20,  4.51it/s, ce=0.6675, gf=0.0002, loss=0.6676]
[Train]:  34%|███▍      | 189/553 [00:42<01:19,  4.60it/s, ce=0.6675, gf=0.0002, loss=0.6676]
[Train]:  34%|███▍      | 189/553 [00:42<01:19,  4.60it/s, ce=0.6664, gf=0.0002, loss=0.6665]
[Train]:  34%|███▍      | 190/553 [00:42<01:20,  4.52it/s, ce=0.6664, gf=0.0002, loss=0.6665]
[Train]:  34%|███▍      | 190/553 [00:42<01:20,  4.52it/s, ce=0.6650, gf=0.0002, loss=0.6651]
[Train]:  35%|███▍      | 191/553 [00:42<01:18,  4.62it/s, ce=0.6650, gf=0.0002, loss=0.6651]
[Train]:  35%|███▍      | 191/553 [00:42<01:18,  4.62it/s, ce=0.6646, gf=0.0002, loss=0.6647]
[Train]:  35%|███▍      | 192/553 [00:42<01:19,  4.51it/s, ce=0.6646, gf=0.0002, loss=0.6647]
[Train]:  35%|███▍      | 192/553 [00:43<01:19,  4.51it/s, ce=0.6636, gf=0.0002, loss=0.6637]
[Train]:  35%|███▍      | 193/553 [00:43<01:18,  4.61it/s, ce=0.6636, gf=0.0002, loss=0.6637]
[Train]:  35%|███▍      | 193/553 [00:43<01:18,  4.61it/s, ce=0.6623, gf=0.0002, loss=0.6624]
[Train]:  35%|███▌      | 194/553 [00:43<01:19,  4.53it/s, ce=0.6623, gf=0.0002, loss=0.6624]
[Train]:  35%|███▌      | 194/553 [00:43<01:19,  4.53it/s, ce=0.6612, gf=0.0002, loss=0.6613]
[Train]:  35%|███▌      | 195/553 [00:43<01:17,  4.64it/s, ce=0.6612, gf=0.0002, loss=0.6613]
[Train]:  35%|███▌      | 195/553 [00:43<01:17,  4.64it/s, ce=0.6605, gf=0.0002, loss=0.6606]
[Train]:  35%|███▌      | 196/553 [00:43<01:19,  4.52it/s, ce=0.6605, gf=0.0002, loss=0.6606]
[Train]:  35%|███▌      | 196/553 [00:43<01:19,  4.52it/s, ce=0.6594, gf=0.0002, loss=0.6595]
[Train]:  36%|███▌      | 197/553 [00:43<01:17,  4.62it/s, ce=0.6594, gf=0.0002, loss=0.6595]
[Train]:  36%|███▌      | 197/553 [00:44<01:17,  4.62it/s, ce=0.6583, gf=0.0002, loss=0.6584]
[Train]:  36%|███▌      | 198/553 [00:44<01:18,  4.54it/s, ce=0.6583, gf=0.0002, loss=0.6584]
[Train]:  36%|███▌      | 198/553 [00:44<01:18,  4.54it/s, ce=0.6579, gf=0.0002, loss=0.6580]
[Train]:  36%|███▌      | 199/553 [00:44<01:16,  4.64it/s, ce=0.6579, gf=0.0002, loss=0.6580]
[Train]:  36%|███▌      | 199/553 [00:44<01:16,  4.64it/s, ce=0.6572, gf=0.0002, loss=0.6573]
[Train]:  36%|███▌      | 200/553 [00:44<01:17,  4.53it/s, ce=0.6572, gf=0.0002, loss=0.6573]
[Train]:  36%|███▌      | 200/553 [00:44<01:17,  4.53it/s, ce=0.6559, gf=0.0002, loss=0.6561]
[Train]:  36%|███▋      | 201/553 [00:44<01:16,  4.62it/s, ce=0.6559, gf=0.0002, loss=0.6561]
[Train]:  36%|███▋      | 201/553 [00:44<01:16,  4.62it/s, ce=0.6541, gf=0.0002, loss=0.6542]
[Train]:  37%|███▋      | 202/553 [00:44<01:17,  4.54it/s, ce=0.6541, gf=0.0002, loss=0.6542]
[Train]:  37%|███▋      | 202/553 [00:45<01:17,  4.54it/s, ce=0.6539, gf=0.0002, loss=0.6541]
[Train]:  37%|███▋      | 203/553 [00:45<01:15,  4.64it/s, ce=0.6539, gf=0.0002, loss=0.6541]
[Train]:  37%|███▋      | 203/553 [00:45<01:15,  4.64it/s, ce=0.6513, gf=0.0002, loss=0.6514]
[Train]:  37%|███▋      | 204/553 [00:45<01:16,  4.54it/s, ce=0.6513, gf=0.0002, loss=0.6514]
[Train]:  37%|███▋      | 204/553 [00:45<01:16,  4.54it/s, ce=0.6491, gf=0.0002, loss=0.6492]
[Train]:  37%|███▋      | 205/553 [00:45<01:15,  4.62it/s, ce=0.6491, gf=0.0002, loss=0.6492]
[Train]:  37%|███▋      | 205/553 [00:45<01:15,  4.62it/s, ce=0.6470, gf=0.0002, loss=0.6471]
[Train]:  37%|███▋      | 206/553 [00:45<01:16,  4.53it/s, ce=0.6470, gf=0.0002, loss=0.6471]
[Train]:  37%|███▋      | 206/553 [00:46<01:16,  4.53it/s, ce=0.6464, gf=0.0002, loss=0.6465]
[Train]:  37%|███▋      | 207/553 [00:46<01:14,  4.62it/s, ce=0.6464, gf=0.0002, loss=0.6465]
[Train]:  37%|███▋      | 207/553 [00:46<01:14,  4.62it/s, ce=0.6448, gf=0.0002, loss=0.6450]
[Train]:  38%|███▊      | 208/553 [00:46<01:16,  4.52it/s, ce=0.6448, gf=0.0002, loss=0.6450]
[Train]:  38%|███▊      | 208/553 [00:46<01:16,  4.52it/s, ce=0.6431, gf=0.0002, loss=0.6432]
[Train]:  38%|███▊      | 209/553 [00:46<01:15,  4.57it/s, ce=0.6431, gf=0.0002, loss=0.6432]
[Train]:  38%|███▊      | 209/553 [00:46<01:15,  4.57it/s, ce=0.6427, gf=0.0002, loss=0.6428]
[Train]:  38%|███▊      | 210/553 [00:46<01:16,  4.47it/s, ce=0.6427, gf=0.0002, loss=0.6428]
[Train]:  38%|███▊      | 210/553 [00:46<01:16,  4.47it/s, ce=0.6424, gf=0.0002, loss=0.6425]
[Train]:  38%|███▊      | 211/553 [00:46<01:14,  4.60it/s, ce=0.6424, gf=0.0002, loss=0.6425]
[Train]:  38%|███▊      | 211/553 [00:47<01:14,  4.60it/s, ce=0.6412, gf=0.0003, loss=0.6414]
[Train]:  38%|███▊      | 212/553 [00:47<01:15,  4.53it/s, ce=0.6412, gf=0.0003, loss=0.6414]
