
>>> [1/63] GetFair | hatexplain | seed=123
[Train]:  26%|██▌       | 248/962 [00:55<02:40,  4.44it/s, ce=0.6906, gf=0.0000, loss=0.6906]
[Train]:  26%|██▌       | 249/962 [00:55<02:37,  4.54it/s, ce=0.6906, gf=0.0000, loss=0.6906]
[Train]:  26%|██▌       | 249/962 [00:56<02:37,  4.54it/s, ce=0.6902, gf=0.0000, loss=0.6902]
[Train]:  26%|██▌       | 250/962 [00:56<02:40,  4.45it/s, ce=0.6902, gf=0.0000, loss=0.6902]
[Train]:  26%|██▌       | 250/962 [00:56<02:40,  4.45it/s, ce=0.6899, gf=0.0000, loss=0.6899]
[Train]:  26%|██▌       | 251/962 [00:56<02:36,  4.54it/s, ce=0.6899, gf=0.0000, loss=0.6899]
[Train]:  26%|██▌       | 251/962 [00:56<02:36,  4.54it/s, ce=0.6896, gf=0.0000, loss=0.6896]
[Train]:  26%|██▌       | 252/962 [00:56<02:40,  4.44it/s, ce=0.6896, gf=0.0000, loss=0.6896]
[Train]:  26%|██▌       | 252/962 [00:56<02:40,  4.44it/s, ce=0.6890, gf=0.0000, loss=0.6891]
[Train]:  26%|██▋       | 253/962 [00:56<02:36,  4.53it/s, ce=0.6890, gf=0.0000, loss=0.6891]
[Train]:  26%|██▋       | 253/962 [00:57<02:36,  4.53it/s, ce=0.6894, gf=0.0000, loss=0.6894]
[Train]:  26%|██▋       | 254/962 [00:57<02:39,  4.45it/s, ce=0.6894, gf=0.0000, loss=0.6894]
[Train]:  26%|██▋       | 254/962 [00:57<02:39,  4.45it/s, ce=0.6889, gf=0.0000, loss=0.6889]
[Train]:  27%|██▋       | 255/962 [00:57<02:35,  4.55it/s, ce=0.6889, gf=0.0000, loss=0.6889]
[Train]:  27%|██▋       | 255/962 [00:57<02:35,  4.55it/s, ce=0.6890, gf=0.0000, loss=0.6890]
[Train]:  27%|██▋       | 256/962 [00:57<02:38,  4.46it/s, ce=0.6890, gf=0.0000, loss=0.6890]
[Train]:  27%|██▋       | 256/962 [00:57<02:38,  4.46it/s, ce=0.6886, gf=0.0000, loss=0.6886]
[Train]:  27%|██▋       | 257/962 [00:57<02:36,  4.50it/s, ce=0.6886, gf=0.0000, loss=0.6886]
[Train]:  27%|██▋       | 257/962 [00:58<02:36,  4.50it/s, ce=0.6883, gf=0.0000, loss=0.6883]
[Train]:  27%|██▋       | 258/962 [00:58<02:39,  4.43it/s, ce=0.6883, gf=0.0000, loss=0.6883]
[Train]:  27%|██▋       | 258/962 [00:58<02:39,  4.43it/s, ce=0.6881, gf=0.0000, loss=0.6881]
[Train]:  27%|██▋       | 259/962 [00:58<02:35,  4.53it/s, ce=0.6881, gf=0.0000, loss=0.6881]
[Train]:  27%|██▋       | 259/962 [00:58<02:35,  4.53it/s, ce=0.6876, gf=0.0000, loss=0.6876]
[Train]:  27%|██▋       | 260/962 [00:58<02:37,  4.45it/s, ce=0.6876, gf=0.0000, loss=0.6876]
[Train]:  27%|██▋       | 260/962 [00:58<02:37,  4.45it/s, ce=0.6879, gf=0.0000, loss=0.6879]
[Train]:  27%|██▋       | 261/962 [00:58<02:35,  4.52it/s, ce=0.6879, gf=0.0000, loss=0.6879]
[Train]:  27%|██▋       | 261/962 [00:58<02:35,  4.52it/s, ce=0.6876, gf=0.0000, loss=0.6876]
[Train]:  27%|██▋       | 262/962 [00:58<02:38,  4.42it/s, ce=0.6876, gf=0.0000, loss=0.6876]
[Train]:  27%|██▋       | 262/962 [00:59<02:38,  4.42it/s, ce=0.6869, gf=0.0000, loss=0.6869]
[Train]:  27%|██▋       | 263/962 [00:59<02:34,  4.52it/s, ce=0.6869, gf=0.0000, loss=0.6869]
[Train]:  27%|██▋       | 263/962 [00:59<02:34,  4.52it/s, ce=0.6862, gf=0.0000, loss=0.6862]
[Train]:  27%|██▋       | 264/962 [00:59<02:37,  4.43it/s, ce=0.6862, gf=0.0000, loss=0.6862]
[Train]:  27%|██▋       | 264/962 [00:59<02:37,  4.43it/s, ce=0.6860, gf=0.0000, loss=0.6860]
[Train]:  28%|██▊       | 265/962 [00:59<02:34,  4.51it/s, ce=0.6860, gf=0.0000, loss=0.6860]
[Train]:  28%|██▊       | 265/962 [00:59<02:34,  4.51it/s, ce=0.6860, gf=0.0000, loss=0.6860]
[Train]:  28%|██▊       | 266/962 [00:59<02:37,  4.41it/s, ce=0.6860, gf=0.0000, loss=0.6860]
[Train]:  28%|██▊       | 266/962 [01:00<02:37,  4.41it/s, ce=0.6856, gf=0.0000, loss=0.6856]
[Train]:  28%|██▊       | 267/962 [01:00<02:34,  4.49it/s, ce=0.6856, gf=0.0000, loss=0.6856]
[Train]:  28%|██▊       | 267/962 [01:00<02:34,  4.49it/s, ce=0.6848, gf=0.0000, loss=0.6848]
[Train]:  28%|██▊       | 268/962 [01:00<02:37,  4.41it/s, ce=0.6848, gf=0.0000, loss=0.6848]
[Train]:  28%|██▊       | 268/962 [01:00<02:37,  4.41it/s, ce=0.6844, gf=0.0000, loss=0.6844]
[Train]:  28%|██▊       | 269/962 [01:00<02:35,  4.45it/s, ce=0.6844, gf=0.0000, loss=0.6844]
[Train]:  28%|██▊       | 269/962 [01:00<02:35,  4.45it/s, ce=0.6846, gf=0.0000, loss=0.6846]
[Train]:  28%|██▊       | 270/962 [01:00<02:38,  4.37it/s, ce=0.6846, gf=0.0000, loss=0.6846]
[Train]:  28%|██▊       | 270/962 [01:00<02:38,  4.37it/s, ce=0.6847, gf=0.0000, loss=0.6847]
[Train]:  28%|██▊       | 271/962 [01:00<02:34,  4.48it/s, ce=0.6847, gf=0.0000, loss=0.6847]
[Train]:  28%|██▊       | 271/962 [01:01<02:34,  4.48it/s, ce=0.6842, gf=0.0000, loss=0.6842]
[Train]:  28%|██▊       | 272/962 [01:01<02:36,  4.42it/s, ce=0.6842, gf=0.0000, loss=0.6842]
[Train]:  28%|██▊       | 272/962 [01:01<02:36,  4.42it/s, ce=0.6840, gf=0.0001, loss=0.6840]
[Train]:  28%|██▊       | 273/962 [01:01<02:32,  4.53it/s, ce=0.6840, gf=0.0001, loss=0.6840]
[Train]:  28%|██▊       | 273/962 [01:01<02:32,  4.53it/s, ce=0.6837, gf=0.0001, loss=0.6837]
[Train]:  28%|██▊       | 274/962 [01:01<02:34,  4.44it/s, ce=0.6837, gf=0.0001, loss=0.6837]
[Train]:  28%|██▊       | 274/962 [01:01<02:34,  4.44it/s, ce=0.6833, gf=0.0001, loss=0.6833]
[Train]:  29%|██▊       | 275/962 [01:01<02:30,  4.55it/s, ce=0.6833, gf=0.0001, loss=0.6833]
[Train]:  29%|██▊       | 275/962 [01:02<02:30,  4.55it/s, ce=0.6839, gf=0.0001, loss=0.6839]
[Train]:  29%|██▊       | 276/962 [01:02<02:33,  4.47it/s, ce=0.6839, gf=0.0001, loss=0.6839]
[Train]:  29%|██▊       | 276/962 [01:02<02:33,  4.47it/s, ce=0.6839, gf=0.0001, loss=0.6839]
[Train]:  29%|██▉       | 277/962 [01:02<02:30,  4.55it/s, ce=0.6839, gf=0.0001, loss=0.6839]
[Train]:  29%|██▉       | 277/962 [01:02<02:30,  4.55it/s, ce=0.6835, gf=0.0001, loss=0.6835]
[Train]:  29%|██▉       | 278/962 [01:02<02:34,  4.44it/s, ce=0.6835, gf=0.0001, loss=0.6835]
[Train]:  29%|██▉       | 278/962 [01:02<02:34,  4.44it/s, ce=0.6830, gf=0.0001, loss=0.6830]
[Train]:  29%|██▉       | 279/962 [01:02<02:30,  4.53it/s, ce=0.6830, gf=0.0001, loss=0.6830]
[Train]:  29%|██▉       | 279/962 [01:02<02:30,  4.53it/s, ce=0.6829, gf=0.0001, loss=0.6829]
[Train]:  29%|██▉       | 280/962 [01:02<02:33,  4.45it/s, ce=0.6829, gf=0.0001, loss=0.6829]
[Train]:  29%|██▉       | 280/962 [01:03<02:33,  4.45it/s, ce=0.6833, gf=0.0001, loss=0.6833]
[Train]:  29%|██▉       | 281/962 [01:03<02:29,  4.55it/s, ce=0.6833, gf=0.0001, loss=0.6833]
[Train]:  29%|██▉       | 281/962 [01:03<02:29,  4.55it/s, ce=0.6828, gf=0.0001, loss=0.6829]
[Train]:  29%|██▉       | 282/962 [01:03<02:32,  4.45it/s, ce=0.6828, gf=0.0001, loss=0.6829]
[Train]:  29%|██▉       | 282/962 [01:03<02:32,  4.45it/s, ce=0.6829, gf=0.0001, loss=0.6829]
[Train]:  29%|██▉       | 283/962 [01:03<02:29,  4.54it/s, ce=0.6829, gf=0.0001, loss=0.6829]
[Train]:  29%|██▉       | 283/962 [01:03<02:29,  4.54it/s, ce=0.6822, gf=0.0001, loss=0.6822]
[Train]:  30%|██▉       | 284/962 [01:03<02:32,  4.45it/s, ce=0.6822, gf=0.0001, loss=0.6822]
[Train]:  30%|██▉       | 284/962 [01:04<02:32,  4.45it/s, ce=0.6824, gf=0.0001, loss=0.6825]
[Train]:  30%|██▉       | 285/962 [01:04<02:28,  4.55it/s, ce=0.6824, gf=0.0001, loss=0.6825]
[Train]:  30%|██▉       | 285/962 [01:04<02:28,  4.55it/s, ce=0.6822, gf=0.0001, loss=0.6822]
[Train]:  30%|██▉       | 286/962 [01:04<02:31,  4.47it/s, ce=0.6822, gf=0.0001, loss=0.6822]
[Train]:  30%|██▉       | 286/962 [01:04<02:31,  4.47it/s, ce=0.6819, gf=0.0001, loss=0.6820]
[Train]:  30%|██▉       | 287/962 [01:04<02:28,  4.55it/s, ce=0.6819, gf=0.0001, loss=0.6820]
[Train]:  30%|██▉       | 287/962 [01:04<02:28,  4.55it/s, ce=0.6816, gf=0.0001, loss=0.6817]
[Train]:  30%|██▉       | 288/962 [01:04<02:31,  4.46it/s, ce=0.6816, gf=0.0001, loss=0.6817]
[Train]:  30%|██▉       | 288/962 [01:04<02:31,  4.46it/s, ce=0.6817, gf=0.0001, loss=0.6817]
[Train]:  30%|███       | 289/962 [01:04<02:28,  4.52it/s, ce=0.6817, gf=0.0001, loss=0.6817]
[Train]:  30%|███       | 289/962 [01:05<02:28,  4.52it/s, ce=0.6819, gf=0.0001, loss=0.6819]
[Train]:  30%|███       | 290/962 [01:05<02:31,  4.42it/s, ce=0.6819, gf=0.0001, loss=0.6819]
[Train]:  30%|███       | 290/962 [01:05<02:31,  4.42it/s, ce=0.6813, gf=0.0001, loss=0.6813]
[Train]:  30%|███       | 291/962 [01:05<02:28,  4.53it/s, ce=0.6813, gf=0.0001, loss=0.6813]
[Train]:  30%|███       | 291/962 [01:05<02:28,  4.53it/s, ce=0.6808, gf=0.0001, loss=0.6809]
[Train]:  30%|███       | 292/962 [01:05<02:31,  4.43it/s, ce=0.6808, gf=0.0001, loss=0.6809]
[Train]:  30%|███       | 292/962 [01:05<02:31,  4.43it/s, ce=0.6804, gf=0.0001, loss=0.6804]
[Train]:  30%|███       | 293/962 [01:05<02:27,  4.54it/s, ce=0.6804, gf=0.0001, loss=0.6804]
[Train]:  30%|███       | 293/962 [01:06<02:27,  4.54it/s, ce=0.6800, gf=0.0001, loss=0.6800]
[Train]:  31%|███       | 294/962 [01:06<02:29,  4.45it/s, ce=0.6800, gf=0.0001, loss=0.6800]
[Train]:  31%|███       | 294/962 [01:06<02:29,  4.45it/s, ce=0.6795, gf=0.0001, loss=0.6795]
[Train]:  31%|███       | 295/962 [01:06<02:29,  4.45it/s, ce=0.6795, gf=0.0001, loss=0.6795]
[Train]:  31%|███       | 295/962 [01:06<02:29,  4.45it/s, ce=0.6793, gf=0.0001, loss=0.6793]
[Train]:  31%|███       | 296/962 [01:06<02:31,  4.39it/s, ce=0.6793, gf=0.0001, loss=0.6793]
[Train]:  31%|███       | 296/962 [01:06<02:31,  4.39it/s, ce=0.6789, gf=0.0001, loss=0.6789]
[Train]:  31%|███       | 297/962 [01:06<02:27,  4.50it/s, ce=0.6789, gf=0.0001, loss=0.6789]
[Train]:  31%|███       | 297/962 [01:06<02:27,  4.50it/s, ce=0.6788, gf=0.0001, loss=0.6788]
[Train]:  31%|███       | 298/962 [01:06<02:30,  4.42it/s, ce=0.6788, gf=0.0001, loss=0.6788]
[Train]:  31%|███       | 298/962 [01:07<02:30,  4.42it/s, ce=0.6787, gf=0.0001, loss=0.6788]
[Train]:  31%|███       | 299/962 [01:07<02:26,  4.51it/s, ce=0.6787, gf=0.0001, loss=0.6788]
[Train]:  31%|███       | 299/962 [01:07<02:26,  4.51it/s, ce=0.6784, gf=0.0001, loss=0.6785]
[Train]:  31%|███       | 300/962 [01:07<02:29,  4.42it/s, ce=0.6784, gf=0.0001, loss=0.6785]
[Train]:  31%|███       | 300/962 [01:07<02:29,  4.42it/s, ce=0.6778, gf=0.0001, loss=0.6778]
[Train]:  31%|███▏      | 301/962 [01:07<02:25,  4.53it/s, ce=0.6778, gf=0.0001, loss=0.6778]
[Train]:  31%|███▏      | 301/962 [01:07<02:25,  4.53it/s, ce=0.6769, gf=0.0001, loss=0.6770]
[Train]:  31%|███▏      | 302/962 [01:07<02:28,  4.45it/s, ce=0.6769, gf=0.0001, loss=0.6770]
[Train]:  31%|███▏      | 302/962 [01:08<02:28,  4.45it/s, ce=0.6765, gf=0.0001, loss=0.6766]
[Train]:  31%|███▏      | 303/962 [01:08<02:24,  4.56it/s, ce=0.6765, gf=0.0001, loss=0.6766]
[Train]:  31%|███▏      | 303/962 [01:08<02:24,  4.56it/s, ce=0.6762, gf=0.0001, loss=0.6762]
[Train]:  32%|███▏      | 304/962 [01:08<02:28,  4.45it/s, ce=0.6762, gf=0.0001, loss=0.6762]
[Train]:  32%|███▏      | 304/962 [01:08<02:28,  4.45it/s, ce=0.6756, gf=0.0001, loss=0.6757]
[Train]:  32%|███▏      | 305/962 [01:08<02:24,  4.53it/s, ce=0.6756, gf=0.0001, loss=0.6757]
[Train]:  32%|███▏      | 305/962 [01:08<02:24,  4.53it/s, ce=0.6754, gf=0.0001, loss=0.6755]
[Train]:  32%|███▏      | 306/962 [01:08<02:27,  4.45it/s, ce=0.6754, gf=0.0001, loss=0.6755]
[Train]:  32%|███▏      | 306/962 [01:08<02:27,  4.45it/s, ce=0.6751, gf=0.0001, loss=0.6752]
[Train]:  32%|███▏      | 307/962 [01:08<02:23,  4.56it/s, ce=0.6751, gf=0.0001, loss=0.6752]
[Train]:  32%|███▏      | 307/962 [01:09<02:23,  4.56it/s, ce=0.6754, gf=0.0001, loss=0.6754]
[Train]:  32%|███▏      | 308/962 [01:09<02:26,  4.46it/s, ce=0.6754, gf=0.0001, loss=0.6754]
[Train]:  32%|███▏      | 308/962 [01:09<02:26,  4.46it/s, ce=0.6761, gf=0.0002, loss=0.6761]
[Train]:  32%|███▏      | 309/962 [01:09<02:24,  4.53it/s, ce=0.6761, gf=0.0002, loss=0.6761]
[Train]:  32%|███▏      | 309/962 [01:09<02:24,  4.53it/s, ce=0.6750, gf=0.0002, loss=0.6751]
[Train]:  32%|███▏      | 310/962 [01:09<02:27,  4.43it/s, ce=0.6750, gf=0.0002, loss=0.6751]
[Train]:  32%|███▏      | 310/962 [01:09<02:27,  4.43it/s, ce=0.6746, gf=0.0002, loss=0.6747]
[Train]:  32%|███▏      | 311/962 [01:09<02:24,  4.49it/s, ce=0.6746, gf=0.0002, loss=0.6747]
[Train]:  32%|███▏      | 311/962 [01:10<02:24,  4.49it/s, ce=0.6745, gf=0.0002, loss=0.6746]
[Train]:  32%|███▏      | 312/962 [01:10<02:27,  4.39it/s, ce=0.6745, gf=0.0002, loss=0.6746]
[Train]:  32%|███▏      | 312/962 [01:10<02:27,  4.39it/s, ce=0.6737, gf=0.0002, loss=0.6738]
[Train]:  33%|███▎      | 313/962 [01:10<02:24,  4.49it/s, ce=0.6737, gf=0.0002, loss=0.6738]
[Train]:  33%|███▎      | 313/962 [01:10<02:24,  4.49it/s, ce=0.6734, gf=0.0002, loss=0.6735]
[Train]:  33%|███▎      | 314/962 [01:10<02:27,  4.40it/s, ce=0.6734, gf=0.0002, loss=0.6735]
[Train]:  33%|███▎      | 314/962 [01:10<02:27,  4.40it/s, ce=0.6730, gf=0.0002, loss=0.6731]
[Train]:  33%|███▎      | 315/962 [01:10<02:23,  4.51it/s, ce=0.6730, gf=0.0002, loss=0.6731]
[Train]:  33%|███▎      | 315/962 [01:10<02:23,  4.51it/s, ce=0.6731, gf=0.0002, loss=0.6731]
[Train]:  33%|███▎      | 316/962 [01:10<02:25,  4.43it/s, ce=0.6731, gf=0.0002, loss=0.6731]
[Train]:  33%|███▎      | 316/962 [01:11<02:25,  4.43it/s, ce=0.6726, gf=0.0002, loss=0.6727]
[Train]:  33%|███▎      | 317/962 [01:11<02:21,  4.55it/s, ce=0.6726, gf=0.0002, loss=0.6727]
[Train]:  33%|███▎      | 317/962 [01:11<02:21,  4.55it/s, ce=0.6720, gf=0.0002, loss=0.6721]
[Train]:  33%|███▎      | 318/962 [01:11<02:24,  4.45it/s, ce=0.6720, gf=0.0002, loss=0.6721]
[Train]:  33%|███▎      | 318/962 [01:11<02:24,  4.45it/s, ce=0.6725, gf=0.0002, loss=0.6725]
[Train]:  33%|███▎      | 319/962 [01:11<02:21,  4.56it/s, ce=0.6725, gf=0.0002, loss=0.6725]
[Train]:  33%|███▎      | 319/962 [01:11<02:21,  4.56it/s, ce=0.6720, gf=0.0002, loss=0.6721]
[Train]:  33%|███▎      | 320/962 [01:11<02:23,  4.48it/s, ce=0.6720, gf=0.0002, loss=0.6721]
[Train]:  33%|███▎      | 320/962 [01:12<02:23,  4.48it/s, ce=0.6713, gf=0.0002, loss=0.6714]
[Train]:  33%|███▎      | 321/962 [01:12<02:20,  4.58it/s, ce=0.6713, gf=0.0002, loss=0.6714]
[Train]:  33%|███▎      | 321/962 [01:12<02:20,  4.58it/s, ce=0.6713, gf=0.0002, loss=0.6714]
[Train]:  33%|███▎      | 322/962 [01:12<02:22,  4.48it/s, ce=0.6713, gf=0.0002, loss=0.6714]
[Train]:  33%|███▎      | 322/962 [01:12<02:22,  4.48it/s, ce=0.6709, gf=0.0002, loss=0.6710]
[Train]:  34%|███▎      | 323/962 [01:12<02:20,  4.54it/s, ce=0.6709, gf=0.0002, loss=0.6710]
[Train]:  34%|███▎      | 323/962 [01:12<02:20,  4.54it/s, ce=0.6706, gf=0.0002, loss=0.6707]
[Train]:  34%|███▎      | 324/962 [01:12<02:23,  4.43it/s, ce=0.6706, gf=0.0002, loss=0.6707]
[Train]:  34%|███▎      | 324/962 [01:12<02:23,  4.43it/s, ce=0.6704, gf=0.0002, loss=0.6705]
[Train]:  34%|███▍      | 325/962 [01:12<02:20,  4.55it/s, ce=0.6704, gf=0.0002, loss=0.6705]
[Train]:  34%|███▍      | 325/962 [01:13<02:20,  4.55it/s, ce=0.6698, gf=0.0002, loss=0.6698]
[Train]:  34%|███▍      | 326/962 [01:13<02:22,  4.45it/s, ce=0.6698, gf=0.0002, loss=0.6698]
[Train]:  34%|███▍      | 326/962 [01:13<02:22,  4.45it/s, ce=0.6693, gf=0.0002, loss=0.6694]
[Train]:  34%|███▍      | 327/962 [01:13<02:21,  4.48it/s, ce=0.6693, gf=0.0002, loss=0.6694]
[Train]:  34%|███▍      | 327/962 [01:13<02:21,  4.48it/s, ce=0.6686, gf=0.0002, loss=0.6687]
[Train]:  34%|███▍      | 328/962 [01:13<02:24,  4.37it/s, ce=0.6686, gf=0.0002, loss=0.6687]
[Train]:  34%|███▍      | 328/962 [01:13<02:24,  4.37it/s, ce=0.6684, gf=0.0002, loss=0.6685]
[Train]:  34%|███▍      | 329/962 [01:13<02:21,  4.48it/s, ce=0.6684, gf=0.0002, loss=0.6685]
[Train]:  34%|███▍      | 329/962 [01:14<02:21,  4.48it/s, ce=0.6685, gf=0.0002, loss=0.6686]
[Train]:  34%|███▍      | 330/962 [01:14<02:25,  4.35it/s, ce=0.6685, gf=0.0002, loss=0.6686]
[Train]:  34%|███▍      | 330/962 [01:14<02:25,  4.35it/s, ce=0.6689, gf=0.0002, loss=0.6690]
[Train]:  34%|███▍      | 331/962 [01:14<02:23,  4.39it/s, ce=0.6689, gf=0.0002, loss=0.6690]
[Train]:  34%|███▍      | 331/962 [01:14<02:23,  4.39it/s, ce=0.6682, gf=0.0002, loss=0.6683]
[Train]:  35%|███▍      | 332/962 [01:14<02:25,  4.32it/s, ce=0.6682, gf=0.0002, loss=0.6683]
[Train]:  35%|███▍      | 332/962 [01:14<02:25,  4.32it/s, ce=0.6679, gf=0.0002, loss=0.6680]
[Train]:  35%|███▍      | 333/962 [01:14<02:21,  4.44it/s, ce=0.6679, gf=0.0002, loss=0.6680]
[Train]:  35%|███▍      | 333/962 [01:15<02:21,  4.44it/s, ce=0.6677, gf=0.0002, loss=0.6678]
[Train]:  35%|███▍      | 334/962 [01:15<02:23,  4.36it/s, ce=0.6677, gf=0.0002, loss=0.6678]
[Train]:  35%|███▍      | 334/962 [01:15<02:23,  4.36it/s, ce=0.6682, gf=0.0002, loss=0.6683]
[Train]:  35%|███▍      | 335/962 [01:15<02:21,  4.44it/s, ce=0.6682, gf=0.0002, loss=0.6683]
[Train]:  35%|███▍      | 335/962 [01:15<02:21,  4.44it/s, ce=0.6676, gf=0.0002, loss=0.6677]
[Train]:  35%|███▍      | 336/962 [01:15<02:23,  4.37it/s, ce=0.6676, gf=0.0002, loss=0.6677]
[Train]:  35%|███▍      | 336/962 [01:15<02:23,  4.37it/s, ce=0.6671, gf=0.0002, loss=0.6672]
[Train]:  35%|███▌      | 337/962 [01:15<02:19,  4.49it/s, ce=0.6671, gf=0.0002, loss=0.6672]
[Train]:  35%|███▌      | 337/962 [01:15<02:19,  4.49it/s, ce=0.6674, gf=0.0002, loss=0.6675]
[Train]:  35%|███▌      | 338/962 [01:15<02:21,  4.42it/s, ce=0.6674, gf=0.0002, loss=0.6675]
[Train]:  35%|███▌      | 338/962 [01:16<02:21,  4.42it/s, ce=0.6676, gf=0.0002, loss=0.6677]
[Train]:  35%|███▌      | 339/962 [01:16<02:18,  4.51it/s, ce=0.6676, gf=0.0002, loss=0.6677]
[Train]:  35%|███▌      | 339/962 [01:16<02:18,  4.51it/s, ce=0.6675, gf=0.0002, loss=0.6676]
[Train]:  35%|███▌      | 340/962 [01:16<02:22,  4.37it/s, ce=0.6675, gf=0.0002, loss=0.6676]
[Train]:  35%|███▌      | 340/962 [01:16<02:22,  4.37it/s, ce=0.6674, gf=0.0002, loss=0.6676]
[Train]:  35%|███▌      | 341/962 [01:16<02:18,  4.47it/s, ce=0.6674, gf=0.0002, loss=0.6676]
[Train]:  35%|███▌      | 341/962 [01:16<02:18,  4.47it/s, ce=0.6674, gf=0.0002, loss=0.6675]
[Train]:  36%|███▌      | 342/962 [01:16<02:20,  4.40it/s, ce=0.6674, gf=0.0002, loss=0.6675]
[Train]:  36%|███▌      | 342/962 [01:17<02:20,  4.40it/s, ce=0.6669, gf=0.0002, loss=0.6670]
[Train]:  36%|███▌      | 343/962 [01:17<02:17,  4.51it/s, ce=0.6669, gf=0.0002, loss=0.6670]
[Train]:  36%|███▌      | 343/962 [01:17<02:17,  4.51it/s, ce=0.6662, gf=0.0002, loss=0.6663]
[Train]:  36%|███▌      | 344/962 [01:17<02:20,  4.41it/s, ce=0.6662, gf=0.0002, loss=0.6663]
[Train]:  36%|███▌      | 344/962 [01:17<02:20,  4.41it/s, ce=0.6662, gf=0.0002, loss=0.6663]
[Train]:  36%|███▌      | 345/962 [01:17<02:16,  4.51it/s, ce=0.6662, gf=0.0002, loss=0.6663]
[Train]:  36%|███▌      | 345/962 [01:17<02:16,  4.51it/s, ce=0.6659, gf=0.0002, loss=0.6660]
[Train]:  36%|███▌      | 346/962 [01:17<02:18,  4.44it/s, ce=0.6659, gf=0.0002, loss=0.6660]
[Train]:  36%|███▌      | 346/962 [01:17<02:18,  4.44it/s, ce=0.6654, gf=0.0002, loss=0.6656]
[Train]:  36%|███▌      | 347/962 [01:17<02:15,  4.53it/s, ce=0.6654, gf=0.0002, loss=0.6656]
[Train]:  36%|███▌      | 347/962 [01:18<02:15,  4.53it/s, ce=0.6652, gf=0.0002, loss=0.6653]
[Train]:  36%|███▌      | 348/962 [01:18<02:19,  4.41it/s, ce=0.6652, gf=0.0002, loss=0.6653]
[Train]:  36%|███▌      | 348/962 [01:18<02:19,  4.41it/s, ce=0.6646, gf=0.0002, loss=0.6647]
[Train]:  36%|███▋      | 349/962 [01:18<02:15,  4.52it/s, ce=0.6646, gf=0.0002, loss=0.6647]
[Train]:  36%|███▋      | 349/962 [01:18<02:15,  4.52it/s, ce=0.6643, gf=0.0002, loss=0.6644]
[Train]:  36%|███▋      | 350/962 [01:18<02:17,  4.45it/s, ce=0.6643, gf=0.0002, loss=0.6644]
[Train]:  36%|███▋      | 350/962 [01:18<02:17,  4.45it/s, ce=0.6641, gf=0.0002, loss=0.6642]
[Train]:  36%|███▋      | 351/962 [01:18<02:14,  4.55it/s, ce=0.6641, gf=0.0002, loss=0.6642]
[Train]:  36%|███▋      | 351/962 [01:19<02:14,  4.55it/s, ce=0.6641, gf=0.0002, loss=0.6642]
[Train]:  37%|███▋      | 352/962 [01:19<02:16,  4.45it/s, ce=0.6641, gf=0.0002, loss=0.6642]
[Train]:  37%|███▋      | 352/962 [01:19<02:16,  4.45it/s, ce=0.6639, gf=0.0002, loss=0.6640]
[Train]:  37%|███▋      | 353/962 [01:19<02:15,  4.48it/s, ce=0.6639, gf=0.0002, loss=0.6640]
[Train]:  37%|███▋      | 353/962 [01:19<02:15,  4.48it/s, ce=0.6633, gf=0.0002, loss=0.6634]
[Train]:  37%|███▋      | 354/962 [01:19<02:18,  4.39it/s, ce=0.6633, gf=0.0002, loss=0.6634]
[Train]:  37%|███▋      | 354/962 [01:19<02:18,  4.39it/s, ce=0.6632, gf=0.0002, loss=0.6633]
[Train]:  37%|███▋      | 355/962 [01:19<02:14,  4.52it/s, ce=0.6632, gf=0.0002, loss=0.6633]
[Train]:  37%|███▋      | 355/962 [01:19<02:14,  4.52it/s, ce=0.6630, gf=0.0002, loss=0.6631]
[Train]:  37%|███▋      | 356/962 [01:19<02:16,  4.45it/s, ce=0.6630, gf=0.0002, loss=0.6631]
[Train]:  37%|███▋      | 356/962 [01:20<02:16,  4.45it/s, ce=0.6624, gf=0.0002, loss=0.6625]
[Train]:  37%|███▋      | 357/962 [01:20<02:13,  4.53it/s, ce=0.6624, gf=0.0002, loss=0.6625]
[Train]:  37%|███▋      | 357/962 [01:20<02:13,  4.53it/s, ce=0.6618, gf=0.0002, loss=0.6620]
[Train]:  37%|███▋      | 358/962 [01:20<02:15,  4.45it/s, ce=0.6618, gf=0.0002, loss=0.6620]
[Train]:  37%|███▋      | 358/962 [01:20<02:15,  4.45it/s, ce=0.6614, gf=0.0002, loss=0.6615]
[Train]:  37%|███▋      | 359/962 [01:20<02:12,  4.54it/s, ce=0.6614, gf=0.0002, loss=0.6615]
[Train]:  37%|███▋      | 359/962 [01:20<02:12,  4.54it/s, ce=0.6607, gf=0.0002, loss=0.6608]
[Train]:  37%|███▋      | 360/962 [01:20<02:15,  4.46it/s, ce=0.6607, gf=0.0002, loss=0.6608]
[Train]:  37%|███▋      | 360/962 [01:21<02:15,  4.46it/s, ce=0.6607, gf=0.0002, loss=0.6608]
[Train]:  38%|███▊      | 361/962 [01:21<02:12,  4.54it/s, ce=0.6607, gf=0.0002, loss=0.6608]
[Train]:  38%|███▊      | 361/962 [01:21<02:12,  4.54it/s, ce=0.6599, gf=0.0002, loss=0.6600]
[Train]:  38%|███▊      | 362/962 [01:21<02:14,  4.45it/s, ce=0.6599, gf=0.0002, loss=0.6600]
[Train]:  38%|███▊      | 362/962 [01:21<02:14,  4.45it/s, ce=0.6605, gf=0.0002, loss=0.6606]
