
>>> [1/63] EAR | toxigen | seed=123
[Train]:  33%|███▎      | 150/448 [00:14<00:28, 10.36it/s, ce=0.3282, ear=-2.7567, loss=0.0526]
[Train]:  33%|███▎      | 150/448 [00:14<00:28, 10.36it/s, ce=0.3285, ear=-2.7574, loss=0.0528]
[Train]:  33%|███▎      | 150/448 [00:14<00:28, 10.36it/s, ce=0.3280, ear=-2.7565, loss=0.0524]
[Train]:  34%|███▍      | 152/448 [00:14<00:28, 10.40it/s, ce=0.3280, ear=-2.7565, loss=0.0524]
[Train]:  34%|███▍      | 152/448 [00:14<00:28, 10.40it/s, ce=0.3268, ear=-2.7554, loss=0.0512]
[Train]:  34%|███▍      | 152/448 [00:14<00:28, 10.40it/s, ce=0.3251, ear=-2.7561, loss=0.0495]
[Train]:  34%|███▍      | 154/448 [00:14<00:28, 10.39it/s, ce=0.3251, ear=-2.7561, loss=0.0495]
[Train]:  34%|███▍      | 154/448 [00:14<00:28, 10.39it/s, ce=0.3271, ear=-2.7572, loss=0.0514]
[Train]:  34%|███▍      | 154/448 [00:15<00:28, 10.39it/s, ce=0.3269, ear=-2.7580, loss=0.0511]
[Train]:  35%|███▍      | 156/448 [00:15<00:28, 10.41it/s, ce=0.3269, ear=-2.7580, loss=0.0511]
[Train]:  35%|███▍      | 156/448 [00:15<00:28, 10.41it/s, ce=0.3266, ear=-2.7581, loss=0.0508]
[Train]:  35%|███▍      | 156/448 [00:15<00:28, 10.41it/s, ce=0.3265, ear=-2.7589, loss=0.0506]
[Train]:  35%|███▌      | 158/448 [00:15<00:27, 10.42it/s, ce=0.3265, ear=-2.7589, loss=0.0506]
[Train]:  35%|███▌      | 158/448 [00:15<00:27, 10.42it/s, ce=0.3263, ear=-2.7591, loss=0.0504]
[Train]:  35%|███▌      | 158/448 [00:15<00:27, 10.42it/s, ce=0.3267, ear=-2.7598, loss=0.0507]
[Train]:  36%|███▌      | 160/448 [00:15<00:27, 10.38it/s, ce=0.3267, ear=-2.7598, loss=0.0507]
[Train]:  36%|███▌      | 160/448 [00:15<00:27, 10.38it/s, ce=0.3268, ear=-2.7604, loss=0.0507]
[Train]:  36%|███▌      | 160/448 [00:15<00:27, 10.38it/s, ce=0.3276, ear=-2.7602, loss=0.0516]
[Train]:  36%|███▌      | 162/448 [00:15<00:27, 10.45it/s, ce=0.3276, ear=-2.7602, loss=0.0516]
[Train]:  36%|███▌      | 162/448 [00:15<00:27, 10.45it/s, ce=0.3279, ear=-2.7583, loss=0.0521]
[Train]:  36%|███▌      | 162/448 [00:15<00:27, 10.45it/s, ce=0.3277, ear=-2.7586, loss=0.0519]
[Train]:  37%|███▋      | 164/448 [00:15<00:27, 10.41it/s, ce=0.3277, ear=-2.7586, loss=0.0519]
[Train]:  37%|███▋      | 164/448 [00:15<00:27, 10.41it/s, ce=0.3275, ear=-2.7588, loss=0.0516]
[Train]:  37%|███▋      | 164/448 [00:16<00:27, 10.41it/s, ce=0.3273, ear=-2.7587, loss=0.0515]
[Train]:  37%|███▋      | 166/448 [00:16<00:27, 10.07it/s, ce=0.3273, ear=-2.7587, loss=0.0515]
[Train]:  37%|███▋      | 166/448 [00:16<00:27, 10.07it/s, ce=0.3267, ear=-2.7591, loss=0.0508]
[Train]:  37%|███▋      | 166/448 [00:16<00:27, 10.07it/s, ce=0.3265, ear=-2.7599, loss=0.0505]
[Train]:  38%|███▊      | 168/448 [00:16<00:28,  9.99it/s, ce=0.3265, ear=-2.7599, loss=0.0505]
[Train]:  38%|███▊      | 168/448 [00:16<00:28,  9.99it/s, ce=0.3262, ear=-2.7602, loss=0.0502]
[Train]:  38%|███▊      | 168/448 [00:16<00:28,  9.99it/s, ce=0.3285, ear=-2.7614, loss=0.0523]
[Train]:  38%|███▊      | 170/448 [00:16<00:27,  9.94it/s, ce=0.3285, ear=-2.7614, loss=0.0523]
[Train]:  38%|███▊      | 170/448 [00:16<00:27,  9.94it/s, ce=0.3280, ear=-2.7611, loss=0.0519]
[Train]:  38%|███▊      | 170/448 [00:16<00:27,  9.94it/s, ce=0.3288, ear=-2.7606, loss=0.0527]
[Train]:  38%|███▊      | 172/448 [00:16<00:27, 10.15it/s, ce=0.3288, ear=-2.7606, loss=0.0527]
[Train]:  38%|███▊      | 172/448 [00:16<00:27, 10.15it/s, ce=0.3304, ear=-2.7605, loss=0.0543]
[Train]:  38%|███▊      | 172/448 [00:16<00:27, 10.15it/s, ce=0.3299, ear=-2.7603, loss=0.0539]
[Train]:  39%|███▉      | 174/448 [00:16<00:26, 10.26it/s, ce=0.3299, ear=-2.7603, loss=0.0539]
[Train]:  39%|███▉      | 174/448 [00:16<00:26, 10.26it/s, ce=0.3300, ear=-2.7603, loss=0.0540]
[Train]:  39%|███▉      | 174/448 [00:17<00:26, 10.26it/s, ce=0.3300, ear=-2.7603, loss=0.0539]
[Train]:  39%|███▉      | 176/448 [00:17<00:26, 10.21it/s, ce=0.3300, ear=-2.7603, loss=0.0539]
[Train]:  39%|███▉      | 176/448 [00:17<00:26, 10.21it/s, ce=0.3320, ear=-2.7604, loss=0.0559]
[Train]:  39%|███▉      | 176/448 [00:17<00:26, 10.21it/s, ce=0.3320, ear=-2.7618, loss=0.0558]
[Train]:  40%|███▉      | 178/448 [00:17<00:26, 10.37it/s, ce=0.3320, ear=-2.7618, loss=0.0558]
[Train]:  40%|███▉      | 178/448 [00:17<00:26, 10.37it/s, ce=0.3336, ear=-2.7611, loss=0.0574]
[Train]:  40%|███▉      | 178/448 [00:17<00:26, 10.37it/s, ce=0.3334, ear=-2.7606, loss=0.0573]
[Train]:  40%|████      | 180/448 [00:17<00:25, 10.54it/s, ce=0.3334, ear=-2.7606, loss=0.0573]
[Train]:  40%|████      | 180/448 [00:17<00:25, 10.54it/s, ce=0.3329, ear=-2.7616, loss=0.0568]
[Train]:  40%|████      | 180/448 [00:17<00:25, 10.54it/s, ce=0.3336, ear=-2.7616, loss=0.0574]
[Train]:  41%|████      | 182/448 [00:17<00:24, 10.68it/s, ce=0.3336, ear=-2.7616, loss=0.0574]
[Train]:  41%|████      | 182/448 [00:17<00:24, 10.68it/s, ce=0.3329, ear=-2.7603, loss=0.0568]
[Train]:  41%|████      | 182/448 [00:17<00:24, 10.68it/s, ce=0.3338, ear=-2.7617, loss=0.0576]
[Train]:  41%|████      | 184/448 [00:17<00:24, 10.56it/s, ce=0.3338, ear=-2.7617, loss=0.0576]
[Train]:  41%|████      | 184/448 [00:17<00:24, 10.56it/s, ce=0.3336, ear=-2.7615, loss=0.0574]
[Train]:  41%|████      | 184/448 [00:17<00:24, 10.56it/s, ce=0.3329, ear=-2.7625, loss=0.0567]
[Train]:  42%|████▏     | 186/448 [00:17<00:24, 10.50it/s, ce=0.3329, ear=-2.7625, loss=0.0567]
[Train]:  42%|████▏     | 186/448 [00:18<00:24, 10.50it/s, ce=0.3332, ear=-2.7628, loss=0.0569]
[Train]:  42%|████▏     | 186/448 [00:18<00:24, 10.50it/s, ce=0.3325, ear=-2.7632, loss=0.0562]
[Train]:  42%|████▏     | 188/448 [00:18<00:24, 10.56it/s, ce=0.3325, ear=-2.7632, loss=0.0562]
[Train]:  42%|████▏     | 188/448 [00:18<00:24, 10.56it/s, ce=0.3340, ear=-2.7630, loss=0.0577]
[Train]:  42%|████▏     | 188/448 [00:18<00:24, 10.56it/s, ce=0.3332, ear=-2.7633, loss=0.0569]
[Train]:  42%|████▏     | 190/448 [00:18<00:24, 10.59it/s, ce=0.3332, ear=-2.7633, loss=0.0569]
[Train]:  42%|████▏     | 190/448 [00:18<00:24, 10.59it/s, ce=0.3344, ear=-2.7631, loss=0.0581]
[Train]:  42%|████▏     | 190/448 [00:18<00:24, 10.59it/s, ce=0.3342, ear=-2.7631, loss=0.0579]
[Train]:  43%|████▎     | 192/448 [00:18<00:23, 10.69it/s, ce=0.3342, ear=-2.7631, loss=0.0579]
[Train]:  43%|████▎     | 192/448 [00:18<00:23, 10.69it/s, ce=0.3334, ear=-2.7636, loss=0.0570]
[Train]:  43%|████▎     | 192/448 [00:18<00:23, 10.69it/s, ce=0.3323, ear=-2.7633, loss=0.0560]
[Train]:  43%|████▎     | 194/448 [00:18<00:23, 10.64it/s, ce=0.3323, ear=-2.7633, loss=0.0560]
[Train]:  43%|████▎     | 194/448 [00:18<00:23, 10.64it/s, ce=0.3322, ear=-2.7630, loss=0.0559]
[Train]:  43%|████▎     | 194/448 [00:18<00:23, 10.64it/s, ce=0.3330, ear=-2.7628, loss=0.0567]
[Train]:  44%|████▍     | 196/448 [00:18<00:23, 10.60it/s, ce=0.3330, ear=-2.7628, loss=0.0567]
[Train]:  44%|████▍     | 196/448 [00:18<00:23, 10.60it/s, ce=0.3333, ear=-2.7615, loss=0.0572]
[Train]:  44%|████▍     | 196/448 [00:19<00:23, 10.60it/s, ce=0.3340, ear=-2.7623, loss=0.0577]
[Train]:  44%|████▍     | 198/448 [00:19<00:23, 10.69it/s, ce=0.3340, ear=-2.7623, loss=0.0577]
[Train]:  44%|████▍     | 198/448 [00:19<00:23, 10.69it/s, ce=0.3348, ear=-2.7612, loss=0.0586]
[Train]:  44%|████▍     | 198/448 [00:19<00:23, 10.69it/s, ce=0.3335, ear=-2.7624, loss=0.0573]
[Train]:  45%|████▍     | 200/448 [00:19<00:23, 10.69it/s, ce=0.3335, ear=-2.7624, loss=0.0573]
[Train]:  45%|████▍     | 200/448 [00:19<00:23, 10.69it/s, ce=0.3330, ear=-2.7618, loss=0.0568]
[Train]:  45%|████▍     | 200/448 [00:19<00:23, 10.69it/s, ce=0.3330, ear=-2.7617, loss=0.0569]
[Train]:  45%|████▌     | 202/448 [00:19<00:23, 10.63it/s, ce=0.3330, ear=-2.7617, loss=0.0569]
[Train]:  45%|████▌     | 202/448 [00:19<00:23, 10.63it/s, ce=0.3330, ear=-2.7624, loss=0.0567]
[Train]:  45%|████▌     | 202/448 [00:19<00:23, 10.63it/s, ce=0.3319, ear=-2.7629, loss=0.0556]
[Train]:  46%|████▌     | 204/448 [00:19<00:23, 10.54it/s, ce=0.3319, ear=-2.7629, loss=0.0556]
[Train]:  46%|████▌     | 204/448 [00:19<00:23, 10.54it/s, ce=0.3326, ear=-2.7633, loss=0.0563]
[Train]:  46%|████▌     | 204/448 [00:19<00:23, 10.54it/s, ce=0.3319, ear=-2.7638, loss=0.0555]
[Train]:  46%|████▌     | 206/448 [00:19<00:23, 10.33it/s, ce=0.3319, ear=-2.7638, loss=0.0555]
[Train]:  46%|████▌     | 206/448 [00:19<00:23, 10.33it/s, ce=0.3327, ear=-2.7644, loss=0.0563]
[Train]:  46%|████▌     | 206/448 [00:20<00:23, 10.33it/s, ce=0.3327, ear=-2.7648, loss=0.0562]
[Train]:  46%|████▋     | 208/448 [00:20<00:23, 10.39it/s, ce=0.3327, ear=-2.7648, loss=0.0562]
[Train]:  46%|████▋     | 208/448 [00:20<00:23, 10.39it/s, ce=0.3338, ear=-2.7652, loss=0.0572]
[Train]:  46%|████▋     | 208/448 [00:20<00:23, 10.39it/s, ce=0.3336, ear=-2.7657, loss=0.0570]
[Train]:  47%|████▋     | 210/448 [00:20<00:22, 10.54it/s, ce=0.3336, ear=-2.7657, loss=0.0570]
[Train]:  47%|████▋     | 210/448 [00:20<00:22, 10.54it/s, ce=0.3342, ear=-2.7648, loss=0.0578]
[Train]:  47%|████▋     | 210/448 [00:20<00:22, 10.54it/s, ce=0.3356, ear=-2.7649, loss=0.0591]
[Train]:  47%|████▋     | 212/448 [00:20<00:22, 10.59it/s, ce=0.3356, ear=-2.7649, loss=0.0591]
[Train]:  47%|████▋     | 212/448 [00:20<00:22, 10.59it/s, ce=0.3349, ear=-2.7647, loss=0.0584]
[Train]:  47%|████▋     | 212/448 [00:20<00:22, 10.59it/s, ce=0.3354, ear=-2.7652, loss=0.0589]
[Train]:  48%|████▊     | 214/448 [00:20<00:22, 10.58it/s, ce=0.3354, ear=-2.7652, loss=0.0589]
[Train]:  48%|████▊     | 214/448 [00:20<00:22, 10.58it/s, ce=0.3353, ear=-2.7650, loss=0.0588]
[Train]:  48%|████▊     | 214/448 [00:20<00:22, 10.58it/s, ce=0.3349, ear=-2.7652, loss=0.0584]
[Train]:  48%|████▊     | 216/448 [00:20<00:22, 10.44it/s, ce=0.3349, ear=-2.7652, loss=0.0584]
[Train]:  48%|████▊     | 216/448 [00:20<00:22, 10.44it/s, ce=0.3344, ear=-2.7658, loss=0.0579]
[Train]:  48%|████▊     | 216/448 [00:20<00:22, 10.44it/s, ce=0.3350, ear=-2.7660, loss=0.0584]
[Train]:  49%|████▊     | 218/448 [00:20<00:21, 10.56it/s, ce=0.3350, ear=-2.7660, loss=0.0584]
[Train]:  49%|████▊     | 218/448 [00:21<00:21, 10.56it/s, ce=0.3342, ear=-2.7664, loss=0.0576]
[Train]:  49%|████▊     | 218/448 [00:21<00:21, 10.56it/s, ce=0.3342, ear=-2.7664, loss=0.0576]
[Train]:  49%|████▉     | 220/448 [00:21<00:21, 10.58it/s, ce=0.3342, ear=-2.7664, loss=0.0576]
[Train]:  49%|████▉     | 220/448 [00:21<00:21, 10.58it/s, ce=0.3336, ear=-2.7668, loss=0.0569]
[Train]:  49%|████▉     | 220/448 [00:21<00:21, 10.58it/s, ce=0.3347, ear=-2.7677, loss=0.0579]
[Train]:  50%|████▉     | 222/448 [00:21<00:21, 10.67it/s, ce=0.3347, ear=-2.7677, loss=0.0579]
[Train]:  50%|████▉     | 222/448 [00:21<00:21, 10.67it/s, ce=0.3360, ear=-2.7679, loss=0.0592]
[Train]:  50%|████▉     | 222/448 [00:21<00:21, 10.67it/s, ce=0.3376, ear=-2.7681, loss=0.0608]
[Train]:  50%|█████     | 224/448 [00:21<00:21, 10.65it/s, ce=0.3376, ear=-2.7681, loss=0.0608]
[Train]:  50%|█████     | 224/448 [00:21<00:21, 10.65it/s, ce=0.3379, ear=-2.7668, loss=0.0613]
[Train]:  50%|█████     | 224/448 [00:21<00:21, 10.65it/s, ce=0.3371, ear=-2.7670, loss=0.0604]
[Train]:  50%|█████     | 226/448 [00:21<00:21, 10.44it/s, ce=0.3371, ear=-2.7670, loss=0.0604]
[Train]:  50%|█████     | 226/448 [00:21<00:21, 10.44it/s, ce=0.3371, ear=-2.7670, loss=0.0604]
[Train]:  50%|█████     | 226/448 [00:21<00:21, 10.44it/s, ce=0.3381, ear=-2.7658, loss=0.0615]
[Train]:  51%|█████     | 228/448 [00:21<00:20, 10.55it/s, ce=0.3381, ear=-2.7658, loss=0.0615]
[Train]:  51%|█████     | 228/448 [00:22<00:20, 10.55it/s, ce=0.3390, ear=-2.7657, loss=0.0625]
[Train]:  51%|█████     | 228/448 [00:22<00:20, 10.55it/s, ce=0.3393, ear=-2.7650, loss=0.0628]
[Train]:  51%|█████▏    | 230/448 [00:22<00:20, 10.65it/s, ce=0.3393, ear=-2.7650, loss=0.0628]
[Train]:  51%|█████▏    | 230/448 [00:22<00:20, 10.65it/s, ce=0.3391, ear=-2.7644, loss=0.0627]
[Train]:  51%|█████▏    | 230/448 [00:22<00:20, 10.65it/s, ce=0.3394, ear=-2.7651, loss=0.0629]
[Train]:  52%|█████▏    | 232/448 [00:22<00:20, 10.61it/s, ce=0.3394, ear=-2.7651, loss=0.0629]
[Train]:  52%|█████▏    | 232/448 [00:22<00:20, 10.61it/s, ce=0.3393, ear=-2.7649, loss=0.0628]
[Train]:  52%|█████▏    | 232/448 [00:22<00:20, 10.61it/s, ce=0.3390, ear=-2.7650, loss=0.0625]
[Train]:  52%|█████▏    | 234/448 [00:22<00:20, 10.62it/s, ce=0.3390, ear=-2.7650, loss=0.0625]
[Train]:  52%|█████▏    | 234/448 [00:22<00:20, 10.62it/s, ce=0.3386, ear=-2.7658, loss=0.0620]
[Train]:  52%|█████▏    | 234/448 [00:22<00:20, 10.62it/s, ce=0.3392, ear=-2.7648, loss=0.0627]
[Train]:  53%|█████▎    | 236/448 [00:22<00:20, 10.60it/s, ce=0.3392, ear=-2.7648, loss=0.0627]
[Train]:  53%|█████▎    | 236/448 [00:22<00:20, 10.60it/s, ce=0.3390, ear=-2.7644, loss=0.0626]
[Train]:  53%|█████▎    | 236/448 [00:22<00:20, 10.60it/s, ce=0.3385, ear=-2.7646, loss=0.0620]
[Train]:  53%|█████▎    | 238/448 [00:22<00:19, 10.52it/s, ce=0.3385, ear=-2.7646, loss=0.0620]
[Train]:  53%|█████▎    | 238/448 [00:22<00:19, 10.52it/s, ce=0.3387, ear=-2.7642, loss=0.0623]
[Train]:  53%|█████▎    | 238/448 [00:23<00:19, 10.52it/s, ce=0.3395, ear=-2.7637, loss=0.0631]
[Train]:  54%|█████▎    | 240/448 [00:23<00:19, 10.64it/s, ce=0.3395, ear=-2.7637, loss=0.0631]
[Train]:  54%|█████▎    | 240/448 [00:23<00:19, 10.64it/s, ce=0.3396, ear=-2.7641, loss=0.0632]
[Train]:  54%|█████▎    | 240/448 [00:23<00:19, 10.64it/s, ce=0.3391, ear=-2.7638, loss=0.0627]
[Train]:  54%|█████▍    | 242/448 [00:23<00:19, 10.72it/s, ce=0.3391, ear=-2.7638, loss=0.0627]
[Train]:  54%|█████▍    | 242/448 [00:23<00:19, 10.72it/s, ce=0.3395, ear=-2.7644, loss=0.0630]
[Train]:  54%|█████▍    | 242/448 [00:23<00:19, 10.72it/s, ce=0.3391, ear=-2.7642, loss=0.0626]
[Train]:  54%|█████▍    | 244/448 [00:23<00:19, 10.64it/s, ce=0.3391, ear=-2.7642, loss=0.0626]
[Train]:  54%|█████▍    | 244/448 [00:23<00:19, 10.64it/s, ce=0.3385, ear=-2.7638, loss=0.0622]
[Train]:  54%|█████▍    | 244/448 [00:23<00:19, 10.64it/s, ce=0.3385, ear=-2.7649, loss=0.0620]
[Train]:  55%|█████▍    | 246/448 [00:23<00:18, 10.68it/s, ce=0.3385, ear=-2.7649, loss=0.0620]
[Train]:  55%|█████▍    | 246/448 [00:23<00:18, 10.68it/s, ce=0.3382, ear=-2.7652, loss=0.0617]
[Train]:  55%|█████▍    | 246/448 [00:23<00:18, 10.68it/s, ce=0.3380, ear=-2.7658, loss=0.0615]
[Train]:  55%|█████▌    | 248/448 [00:23<00:18, 10.60it/s, ce=0.3380, ear=-2.7658, loss=0.0615]
[Train]:  55%|█████▌    | 248/448 [00:23<00:18, 10.60it/s, ce=0.3381, ear=-2.7663, loss=0.0615]
[Train]:  55%|█████▌    | 248/448 [00:24<00:18, 10.60it/s, ce=0.3381, ear=-2.7671, loss=0.0614]
[Train]:  56%|█████▌    | 250/448 [00:24<00:18, 10.49it/s, ce=0.3381, ear=-2.7671, loss=0.0614]
[Train]:  56%|█████▌    | 250/448 [00:24<00:18, 10.49it/s, ce=0.3383, ear=-2.7676, loss=0.0616]
[Train]:  56%|█████▌    | 250/448 [00:24<00:18, 10.49it/s, ce=0.3382, ear=-2.7678, loss=0.0615]
[Train]:  56%|█████▋    | 252/448 [00:24<00:18, 10.51it/s, ce=0.3382, ear=-2.7678, loss=0.0615]
[Train]:  56%|█████▋    | 252/448 [00:24<00:18, 10.51it/s, ce=0.3379, ear=-2.7679, loss=0.0612]
[Train]:  56%|█████▋    | 252/448 [00:24<00:18, 10.51it/s, ce=0.3389, ear=-2.7684, loss=0.0621]
[Train]:  57%|█████▋    | 254/448 [00:24<00:18, 10.24it/s, ce=0.3389, ear=-2.7684, loss=0.0621]
[Train]:  57%|█████▋    | 254/448 [00:24<00:18, 10.24it/s, ce=0.3392, ear=-2.7682, loss=0.0623]
[Train]:  57%|█████▋    | 254/448 [00:24<00:18, 10.24it/s, ce=0.3398, ear=-2.7681, loss=0.0630]
[Train]:  57%|█████▋    | 256/448 [00:24<00:18, 10.27it/s, ce=0.3398, ear=-2.7681, loss=0.0630]
[Train]:  57%|█████▋    | 256/448 [00:24<00:18, 10.27it/s, ce=0.3394, ear=-2.7675, loss=0.0627]
[Train]:  57%|█████▋    | 256/448 [00:24<00:18, 10.27it/s, ce=0.3392, ear=-2.7674, loss=0.0625]
[Train]:  58%|█████▊    | 258/448 [00:24<00:18, 10.44it/s, ce=0.3392, ear=-2.7674, loss=0.0625]
[Train]:  58%|█████▊    | 258/448 [00:24<00:18, 10.44it/s, ce=0.3394, ear=-2.7672, loss=0.0626]
[Train]:  58%|█████▊    | 258/448 [00:24<00:18, 10.44it/s, ce=0.3402, ear=-2.7675, loss=0.0635]
[Train]:  58%|█████▊    | 260/448 [00:24<00:17, 10.58it/s, ce=0.3402, ear=-2.7675, loss=0.0635]
[Train]:  58%|█████▊    | 260/448 [00:25<00:17, 10.58it/s, ce=0.3397, ear=-2.7674, loss=0.0629]
[Train]:  58%|█████▊    | 260/448 [00:25<00:17, 10.58it/s, ce=0.3391, ear=-2.7670, loss=0.0624]
[Train]:  58%|█████▊    | 262/448 [00:25<00:17, 10.54it/s, ce=0.3391, ear=-2.7670, loss=0.0624]
[Train]:  58%|█████▊    | 262/448 [00:25<00:17, 10.54it/s, ce=0.3389, ear=-2.7663, loss=0.0623]
[Train]:  58%|█████▊    | 262/448 [00:25<00:17, 10.54it/s, ce=0.3389, ear=-2.7669, loss=0.0622]
[Train]:  59%|█████▉    | 264/448 [00:25<00:17, 10.54it/s, ce=0.3389, ear=-2.7669, loss=0.0622]
[Train]:  59%|█████▉    | 264/448 [00:25<00:17, 10.54it/s, ce=0.3385, ear=-2.7679, loss=0.0617]
[Train]:  59%|█████▉    | 264/448 [00:25<00:17, 10.54it/s, ce=0.3386, ear=-2.7691, loss=0.0617]
[Train]:  59%|█████▉    | 266/448 [00:25<00:17, 10.63it/s, ce=0.3386, ear=-2.7691, loss=0.0617]
[Train]:  59%|█████▉    | 266/448 [00:25<00:17, 10.63it/s, ce=0.3388, ear=-2.7690, loss=0.0619]
[Train]:  59%|█████▉    | 266/448 [00:25<00:17, 10.63it/s, ce=0.3380, ear=-2.7694, loss=0.0611]
[Train]:  60%|█████▉    | 268/448 [00:25<00:16, 10.72it/s, ce=0.3380, ear=-2.7694, loss=0.0611]
[Train]:  60%|█████▉    | 268/448 [00:25<00:16, 10.72it/s, ce=0.3378, ear=-2.7694, loss=0.0609]
[Train]:  60%|█████▉    | 268/448 [00:25<00:16, 10.72it/s, ce=0.3376, ear=-2.7691, loss=0.0607]
[Train]:  60%|██████    | 270/448 [00:25<00:16, 10.79it/s, ce=0.3376, ear=-2.7691, loss=0.0607]
[Train]:  60%|██████    | 270/448 [00:25<00:16, 10.79it/s, ce=0.3372, ear=-2.7689, loss=0.0603]
[Train]:  60%|██████    | 270/448 [00:26<00:16, 10.79it/s, ce=0.3373, ear=-2.7690, loss=0.0604]
[Train]:  61%|██████    | 272/448 [00:26<00:16, 10.80it/s, ce=0.3373, ear=-2.7690, loss=0.0604]
[Train]:  61%|██████    | 272/448 [00:26<00:16, 10.80it/s, ce=0.3367, ear=-2.7696, loss=0.0597]
[Train]:  61%|██████    | 272/448 [00:26<00:16, 10.80it/s, ce=0.3369, ear=-2.7691, loss=0.0600]
[Train]:  61%|██████    | 274/448 [00:26<00:16, 10.38it/s, ce=0.3369, ear=-2.7691, loss=0.0600]
[Train]:  61%|██████    | 274/448 [00:26<00:16, 10.38it/s, ce=0.3365, ear=-2.7691, loss=0.0596]
[Train]:  61%|██████    | 274/448 [00:26<00:16, 10.38it/s, ce=0.3371, ear=-2.7686, loss=0.0603]
[Train]:  62%|██████▏   | 276/448 [00:26<00:16, 10.56it/s, ce=0.3371, ear=-2.7686, loss=0.0603]
[Train]:  62%|██████▏   | 276/448 [00:26<00:16, 10.56it/s, ce=0.3364, ear=-2.7679, loss=0.0597]
[Train]:  62%|██████▏   | 276/448 [00:26<00:16, 10.56it/s, ce=0.3356, ear=-2.7684, loss=0.0588]
[Train]:  62%|██████▏   | 278/448 [00:26<00:15, 10.67it/s, ce=0.3356, ear=-2.7684, loss=0.0588]
[Train]:  62%|██████▏   | 278/448 [00:26<00:15, 10.67it/s, ce=0.3352, ear=-2.7691, loss=0.0583]
[Train]:  62%|██████▏   | 278/448 [00:26<00:15, 10.67it/s, ce=0.3350, ear=-2.7690, loss=0.0581]
[Train]:  62%|██████▎   | 280/448 [00:26<00:15, 10.68it/s, ce=0.3350, ear=-2.7690, loss=0.0581]
[Train]:  62%|██████▎   | 280/448 [00:26<00:15, 10.68it/s, ce=0.3350, ear=-2.7693, loss=0.0580]
[Train]:  62%|██████▎   | 280/448 [00:27<00:15, 10.68it/s, ce=0.3343, ear=-2.7696, loss=0.0573]
[Train]:  63%|██████▎   | 282/448 [00:27<00:15, 10.63it/s, ce=0.3343, ear=-2.7696, loss=0.0573]
[Train]:  63%|██████▎   | 282/448 [00:27<00:15, 10.63it/s, ce=0.3340, ear=-2.7696, loss=0.0571]
[Train]:  63%|██████▎   | 282/448 [00:27<00:15, 10.63it/s, ce=0.3347, ear=-2.7696, loss=0.0577]
[Train]:  63%|██████▎   | 284/448 [00:27<00:15, 10.56it/s, ce=0.3347, ear=-2.7696, loss=0.0577]
[Train]:  63%|██████▎   | 284/448 [00:27<00:15, 10.56it/s, ce=0.3349, ear=-2.7698, loss=0.0579]
[Train]:  63%|██████▎   | 284/448 [00:27<00:15, 10.56it/s, ce=0.3360, ear=-2.7701, loss=0.0590]
[Train]:  64%|██████▍   | 286/448 [00:27<00:15, 10.56it/s, ce=0.3360, ear=-2.7701, loss=0.0590]
[Train]:  64%|██████▍   | 286/448 [00:27<00:15, 10.56it/s, ce=0.3360, ear=-2.7698, loss=0.0590]
[Train]:  64%|██████▍   | 286/448 [00:27<00:15, 10.56it/s, ce=0.3367, ear=-2.7698, loss=0.0597]
[Train]:  64%|██████▍   | 288/448 [00:27<00:15, 10.66it/s, ce=0.3367, ear=-2.7698, loss=0.0597]
[Train]:  64%|██████▍   | 288/448 [00:27<00:15, 10.66it/s, ce=0.3362, ear=-2.7699, loss=0.0593]
[Train]:  64%|██████▍   | 288/448 [00:27<00:15, 10.66it/s, ce=0.3353, ear=-2.7695, loss=0.0584]
[Train]:  65%|██████▍   | 290/448 [00:27<00:14, 10.77it/s, ce=0.3353, ear=-2.7695, loss=0.0584]
[Train]:  65%|██████▍   | 290/448 [00:27<00:14, 10.77it/s, ce=0.3354, ear=-2.7698, loss=0.0584]
[Train]:  65%|██████▍   | 290/448 [00:27<00:14, 10.77it/s, ce=0.3352, ear=-2.7702, loss=0.0582]
[Train]:  65%|██████▌   | 292/448 [00:27<00:14, 10.79it/s, ce=0.3352, ear=-2.7702, loss=0.0582]
[Train]:  65%|██████▌   | 292/448 [00:28<00:14, 10.79it/s, ce=0.3352, ear=-2.7701, loss=0.0582]
[Train]:  65%|██████▌   | 292/448 [00:28<00:14, 10.79it/s, ce=0.3347, ear=-2.7707, loss=0.0577]
[Train]:  66%|██████▌   | 294/448 [00:28<00:14, 10.66it/s, ce=0.3347, ear=-2.7707, loss=0.0577]
[Train]:  66%|██████▌   | 294/448 [00:28<00:14, 10.66it/s, ce=0.3346, ear=-2.7712, loss=0.0575]
[Train]:  66%|██████▌   | 294/448 [00:28<00:14, 10.66it/s, ce=0.3344, ear=-2.7708, loss=0.0574]
[Train]:  66%|██████▌   | 296/448 [00:28<00:14, 10.67it/s, ce=0.3344, ear=-2.7708, loss=0.0574]
[Train]:  66%|██████▌   | 296/448 [00:28<00:14, 10.67it/s, ce=0.3353, ear=-2.7709, loss=0.0582]
[Train]:  66%|██████▌   | 296/448 [00:28<00:14, 10.67it/s, ce=0.3353, ear=-2.7710, loss=0.0582]
[Train]:  67%|██████▋   | 298/448 [00:28<00:14, 10.60it/s, ce=0.3353, ear=-2.7710, loss=0.0582]
[Train]:  67%|██████▋   | 298/448 [00:28<00:14, 10.60it/s, ce=0.3358, ear=-2.7712, loss=0.0587]
