
>>> [1/63] EAR | hatexplain | seed=42
[Train]:  26%|██▋       | 254/962 [00:24<01:07, 10.54it/s, ce=0.4272, ear=-3.0044, loss=0.1268]
[Train]:  26%|██▋       | 254/962 [00:24<01:07, 10.54it/s, ce=0.4268, ear=-3.0058, loss=0.1262]
[Train]:  26%|██▋       | 254/962 [00:24<01:07, 10.54it/s, ce=0.4264, ear=-3.0060, loss=0.1258]
[Train]:  27%|██▋       | 256/962 [00:24<01:06, 10.65it/s, ce=0.4264, ear=-3.0060, loss=0.1258]
[Train]:  27%|██▋       | 256/962 [00:24<01:06, 10.65it/s, ce=0.4270, ear=-3.0059, loss=0.1264]
[Train]:  27%|██▋       | 256/962 [00:25<01:06, 10.65it/s, ce=0.4279, ear=-3.0074, loss=0.1271]
[Train]:  27%|██▋       | 258/962 [00:25<01:06, 10.66it/s, ce=0.4279, ear=-3.0074, loss=0.1271]
[Train]:  27%|██▋       | 258/962 [00:25<01:06, 10.66it/s, ce=0.4269, ear=-3.0067, loss=0.1262]
[Train]:  27%|██▋       | 258/962 [00:25<01:06, 10.66it/s, ce=0.4266, ear=-3.0074, loss=0.1259]
[Train]:  27%|██▋       | 260/962 [00:25<01:05, 10.64it/s, ce=0.4266, ear=-3.0074, loss=0.1259]
[Train]:  27%|██▋       | 260/962 [00:25<01:05, 10.64it/s, ce=0.4281, ear=-3.0066, loss=0.1274]
[Train]:  27%|██▋       | 260/962 [00:25<01:05, 10.64it/s, ce=0.4292, ear=-3.0066, loss=0.1285]
[Train]:  27%|██▋       | 262/962 [00:25<01:05, 10.70it/s, ce=0.4292, ear=-3.0066, loss=0.1285]
[Train]:  27%|██▋       | 262/962 [00:25<01:05, 10.70it/s, ce=0.4293, ear=-3.0062, loss=0.1287]
[Train]:  27%|██▋       | 262/962 [00:25<01:05, 10.70it/s, ce=0.4292, ear=-3.0068, loss=0.1285]
[Train]:  27%|██▋       | 264/962 [00:25<01:04, 10.77it/s, ce=0.4292, ear=-3.0068, loss=0.1285]
[Train]:  27%|██▋       | 264/962 [00:25<01:04, 10.77it/s, ce=0.4287, ear=-3.0065, loss=0.1281]
[Train]:  27%|██▋       | 264/962 [00:25<01:04, 10.77it/s, ce=0.4300, ear=-3.0070, loss=0.1293]
[Train]:  28%|██▊       | 266/962 [00:25<01:05, 10.57it/s, ce=0.4300, ear=-3.0070, loss=0.1293]
[Train]:  28%|██▊       | 266/962 [00:25<01:05, 10.57it/s, ce=0.4307, ear=-3.0070, loss=0.1300]
[Train]:  28%|██▊       | 266/962 [00:25<01:05, 10.57it/s, ce=0.4304, ear=-3.0069, loss=0.1297]
[Train]:  28%|██▊       | 268/962 [00:25<01:05, 10.61it/s, ce=0.4304, ear=-3.0069, loss=0.1297]
[Train]:  28%|██▊       | 268/962 [00:26<01:05, 10.61it/s, ce=0.4307, ear=-3.0059, loss=0.1301]
[Train]:  28%|██▊       | 268/962 [00:26<01:05, 10.61it/s, ce=0.4306, ear=-3.0051, loss=0.1301]
[Train]:  28%|██▊       | 270/962 [00:26<01:05, 10.53it/s, ce=0.4306, ear=-3.0051, loss=0.1301]
[Train]:  28%|██▊       | 270/962 [00:26<01:05, 10.53it/s, ce=0.4316, ear=-3.0047, loss=0.1311]
[Train]:  28%|██▊       | 270/962 [00:26<01:05, 10.53it/s, ce=0.4330, ear=-3.0056, loss=0.1324]
[Train]:  28%|██▊       | 272/962 [00:26<01:05, 10.58it/s, ce=0.4330, ear=-3.0056, loss=0.1324]
[Train]:  28%|██▊       | 272/962 [00:26<01:05, 10.58it/s, ce=0.4329, ear=-3.0054, loss=0.1323]
[Train]:  28%|██▊       | 272/962 [00:26<01:05, 10.58it/s, ce=0.4335, ear=-3.0049, loss=0.1330]
[Train]:  28%|██▊       | 274/962 [00:26<01:05, 10.56it/s, ce=0.4335, ear=-3.0049, loss=0.1330]
[Train]:  28%|██▊       | 274/962 [00:26<01:05, 10.56it/s, ce=0.4346, ear=-3.0058, loss=0.1340]
[Train]:  28%|██▊       | 274/962 [00:26<01:05, 10.56it/s, ce=0.4357, ear=-3.0049, loss=0.1352]
[Train]:  29%|██▊       | 276/962 [00:26<01:05, 10.40it/s, ce=0.4357, ear=-3.0049, loss=0.1352]
[Train]:  29%|██▊       | 276/962 [00:26<01:05, 10.40it/s, ce=0.4357, ear=-3.0053, loss=0.1352]
[Train]:  29%|██▊       | 276/962 [00:26<01:05, 10.40it/s, ce=0.4355, ear=-3.0061, loss=0.1349]
[Train]:  29%|██▉       | 278/962 [00:26<01:06, 10.31it/s, ce=0.4355, ear=-3.0061, loss=0.1349]
[Train]:  29%|██▉       | 278/962 [00:27<01:06, 10.31it/s, ce=0.4358, ear=-3.0057, loss=0.1352]
[Train]:  29%|██▉       | 278/962 [00:27<01:06, 10.31it/s, ce=0.4366, ear=-3.0057, loss=0.1360]
[Train]:  29%|██▉       | 280/962 [00:27<01:06, 10.25it/s, ce=0.4366, ear=-3.0057, loss=0.1360]
[Train]:  29%|██▉       | 280/962 [00:27<01:06, 10.25it/s, ce=0.4368, ear=-3.0058, loss=0.1362]
[Train]:  29%|██▉       | 280/962 [00:27<01:06, 10.25it/s, ce=0.4369, ear=-3.0062, loss=0.1363]
[Train]:  29%|██▉       | 282/962 [00:27<01:06, 10.23it/s, ce=0.4369, ear=-3.0062, loss=0.1363]
[Train]:  29%|██▉       | 282/962 [00:27<01:06, 10.23it/s, ce=0.4366, ear=-3.0064, loss=0.1360]
[Train]:  29%|██▉       | 282/962 [00:27<01:06, 10.23it/s, ce=0.4361, ear=-3.0064, loss=0.1355]
[Train]:  30%|██▉       | 284/962 [00:27<01:06, 10.17it/s, ce=0.4361, ear=-3.0064, loss=0.1355]
[Train]:  30%|██▉       | 284/962 [00:27<01:06, 10.17it/s, ce=0.4363, ear=-3.0074, loss=0.1355]
[Train]:  30%|██▉       | 284/962 [00:27<01:06, 10.17it/s, ce=0.4363, ear=-3.0082, loss=0.1355]
[Train]:  30%|██▉       | 286/962 [00:27<01:06, 10.23it/s, ce=0.4363, ear=-3.0082, loss=0.1355]
[Train]:  30%|██▉       | 286/962 [00:27<01:06, 10.23it/s, ce=0.4368, ear=-3.0094, loss=0.1358]
[Train]:  30%|██▉       | 286/962 [00:27<01:06, 10.23it/s, ce=0.4370, ear=-3.0104, loss=0.1360]
[Train]:  30%|██▉       | 288/962 [00:27<01:05, 10.33it/s, ce=0.4370, ear=-3.0104, loss=0.1360]
[Train]:  30%|██▉       | 288/962 [00:27<01:05, 10.33it/s, ce=0.4373, ear=-3.0106, loss=0.1362]
[Train]:  30%|██▉       | 288/962 [00:28<01:05, 10.33it/s, ce=0.4379, ear=-3.0109, loss=0.1368]
[Train]:  30%|███       | 290/962 [00:28<01:05, 10.30it/s, ce=0.4379, ear=-3.0109, loss=0.1368]
[Train]:  30%|███       | 290/962 [00:28<01:05, 10.30it/s, ce=0.4383, ear=-3.0109, loss=0.1372]
[Train]:  30%|███       | 290/962 [00:28<01:05, 10.30it/s, ce=0.4381, ear=-3.0107, loss=0.1371]
[Train]:  30%|███       | 292/962 [00:28<01:03, 10.47it/s, ce=0.4381, ear=-3.0107, loss=0.1371]
[Train]:  30%|███       | 292/962 [00:28<01:03, 10.47it/s, ce=0.4382, ear=-3.0116, loss=0.1370]
[Train]:  30%|███       | 292/962 [00:28<01:03, 10.47it/s, ce=0.4378, ear=-3.0111, loss=0.1367]
[Train]:  31%|███       | 294/962 [00:28<01:03, 10.56it/s, ce=0.4378, ear=-3.0111, loss=0.1367]
[Train]:  31%|███       | 294/962 [00:28<01:03, 10.56it/s, ce=0.4373, ear=-3.0115, loss=0.1362]
[Train]:  31%|███       | 294/962 [00:28<01:03, 10.56it/s, ce=0.4376, ear=-3.0110, loss=0.1365]
[Train]:  31%|███       | 296/962 [00:28<01:02, 10.62it/s, ce=0.4376, ear=-3.0110, loss=0.1365]
[Train]:  31%|███       | 296/962 [00:28<01:02, 10.62it/s, ce=0.4372, ear=-3.0104, loss=0.1361]
[Train]:  31%|███       | 296/962 [00:28<01:02, 10.62it/s, ce=0.4370, ear=-3.0099, loss=0.1360]
[Train]:  31%|███       | 298/962 [00:28<01:03, 10.51it/s, ce=0.4370, ear=-3.0099, loss=0.1360]
[Train]:  31%|███       | 298/962 [00:28<01:03, 10.51it/s, ce=0.4365, ear=-3.0097, loss=0.1356]
[Train]:  31%|███       | 298/962 [00:29<01:03, 10.51it/s, ce=0.4361, ear=-3.0094, loss=0.1351]
[Train]:  31%|███       | 300/962 [00:29<01:03, 10.47it/s, ce=0.4361, ear=-3.0094, loss=0.1351]
[Train]:  31%|███       | 300/962 [00:29<01:03, 10.47it/s, ce=0.4359, ear=-3.0101, loss=0.1349]
[Train]:  31%|███       | 300/962 [00:29<01:03, 10.47it/s, ce=0.4362, ear=-3.0091, loss=0.1353]
[Train]:  31%|███▏      | 302/962 [00:29<01:03, 10.45it/s, ce=0.4362, ear=-3.0091, loss=0.1353]
[Train]:  31%|███▏      | 302/962 [00:29<01:03, 10.45it/s, ce=0.4359, ear=-3.0080, loss=0.1351]
[Train]:  31%|███▏      | 302/962 [00:29<01:03, 10.45it/s, ce=0.4359, ear=-3.0083, loss=0.1351]
[Train]:  32%|███▏      | 304/962 [00:29<01:02, 10.50it/s, ce=0.4359, ear=-3.0083, loss=0.1351]
[Train]:  32%|███▏      | 304/962 [00:29<01:02, 10.50it/s, ce=0.4355, ear=-3.0084, loss=0.1347]
[Train]:  32%|███▏      | 304/962 [00:29<01:02, 10.50it/s, ce=0.4350, ear=-3.0088, loss=0.1341]
[Train]:  32%|███▏      | 306/962 [00:29<01:02, 10.43it/s, ce=0.4350, ear=-3.0088, loss=0.1341]
[Train]:  32%|███▏      | 306/962 [00:29<01:02, 10.43it/s, ce=0.4348, ear=-3.0086, loss=0.1340]
[Train]:  32%|███▏      | 306/962 [00:29<01:02, 10.43it/s, ce=0.4352, ear=-3.0088, loss=0.1343]
[Train]:  32%|███▏      | 308/962 [00:29<01:02, 10.48it/s, ce=0.4352, ear=-3.0088, loss=0.1343]
[Train]:  32%|███▏      | 308/962 [00:29<01:02, 10.48it/s, ce=0.4358, ear=-3.0088, loss=0.1349]
[Train]:  32%|███▏      | 308/962 [00:30<01:02, 10.48it/s, ce=0.4361, ear=-3.0092, loss=0.1352]
[Train]:  32%|███▏      | 310/962 [00:30<01:02, 10.51it/s, ce=0.4361, ear=-3.0092, loss=0.1352]
[Train]:  32%|███▏      | 310/962 [00:30<01:02, 10.51it/s, ce=0.4363, ear=-3.0100, loss=0.1353]
[Train]:  32%|███▏      | 310/962 [00:30<01:02, 10.51it/s, ce=0.4370, ear=-3.0104, loss=0.1360]
[Train]:  32%|███▏      | 312/962 [00:30<01:01, 10.59it/s, ce=0.4370, ear=-3.0104, loss=0.1360]
[Train]:  32%|███▏      | 312/962 [00:30<01:01, 10.59it/s, ce=0.4374, ear=-3.0111, loss=0.1363]
[Train]:  32%|███▏      | 312/962 [00:30<01:01, 10.59it/s, ce=0.4371, ear=-3.0102, loss=0.1361]
[Train]:  33%|███▎      | 314/962 [00:30<01:01, 10.54it/s, ce=0.4371, ear=-3.0102, loss=0.1361]
[Train]:  33%|███▎      | 314/962 [00:30<01:01, 10.54it/s, ce=0.4371, ear=-3.0102, loss=0.1360]
[Train]:  33%|███▎      | 314/962 [00:30<01:01, 10.54it/s, ce=0.4378, ear=-3.0094, loss=0.1368]
[Train]:  33%|███▎      | 316/962 [00:30<01:00, 10.64it/s, ce=0.4378, ear=-3.0094, loss=0.1368]
[Train]:  33%|███▎      | 316/962 [00:30<01:00, 10.64it/s, ce=0.4377, ear=-3.0091, loss=0.1368]
[Train]:  33%|███▎      | 316/962 [00:30<01:00, 10.64it/s, ce=0.4375, ear=-3.0090, loss=0.1366]
[Train]:  33%|███▎      | 318/962 [00:30<01:00, 10.63it/s, ce=0.4375, ear=-3.0090, loss=0.1366]
[Train]:  33%|███▎      | 318/962 [00:30<01:00, 10.63it/s, ce=0.4376, ear=-3.0084, loss=0.1367]
[Train]:  33%|███▎      | 318/962 [00:30<01:00, 10.63it/s, ce=0.4382, ear=-3.0081, loss=0.1374]
[Train]:  33%|███▎      | 320/962 [00:30<01:00, 10.58it/s, ce=0.4382, ear=-3.0081, loss=0.1374]
[Train]:  33%|███▎      | 320/962 [00:31<01:00, 10.58it/s, ce=0.4378, ear=-3.0077, loss=0.1370]
[Train]:  33%|███▎      | 320/962 [00:31<01:00, 10.58it/s, ce=0.4375, ear=-3.0079, loss=0.1367]
[Train]:  33%|███▎      | 322/962 [00:31<01:00, 10.58it/s, ce=0.4375, ear=-3.0079, loss=0.1367]
[Train]:  33%|███▎      | 322/962 [00:31<01:00, 10.58it/s, ce=0.4371, ear=-3.0087, loss=0.1362]
[Train]:  33%|███▎      | 322/962 [00:31<01:00, 10.58it/s, ce=0.4364, ear=-3.0084, loss=0.1356]
[Train]:  34%|███▎      | 324/962 [00:31<01:00, 10.58it/s, ce=0.4364, ear=-3.0084, loss=0.1356]
[Train]:  34%|███▎      | 324/962 [00:31<01:00, 10.58it/s, ce=0.4369, ear=-3.0077, loss=0.1361]
[Train]:  34%|███▎      | 324/962 [00:31<01:00, 10.58it/s, ce=0.4384, ear=-3.0061, loss=0.1378]
[Train]:  34%|███▍      | 326/962 [00:31<01:00, 10.55it/s, ce=0.4384, ear=-3.0061, loss=0.1378]
[Train]:  34%|███▍      | 326/962 [00:31<01:00, 10.55it/s, ce=0.4386, ear=-3.0065, loss=0.1380]
[Train]:  34%|███▍      | 326/962 [00:31<01:00, 10.55it/s, ce=0.4381, ear=-3.0066, loss=0.1375]
[Train]:  34%|███▍      | 328/962 [00:31<00:59, 10.58it/s, ce=0.4381, ear=-3.0066, loss=0.1375]
[Train]:  34%|███▍      | 328/962 [00:31<00:59, 10.58it/s, ce=0.4378, ear=-3.0071, loss=0.1371]
[Train]:  34%|███▍      | 328/962 [00:31<00:59, 10.58it/s, ce=0.4377, ear=-3.0067, loss=0.1371]
[Train]:  34%|███▍      | 330/962 [00:31<00:59, 10.59it/s, ce=0.4377, ear=-3.0067, loss=0.1371]
[Train]:  34%|███▍      | 330/962 [00:31<00:59, 10.59it/s, ce=0.4378, ear=-3.0065, loss=0.1372]
[Train]:  34%|███▍      | 330/962 [00:32<00:59, 10.59it/s, ce=0.4373, ear=-3.0061, loss=0.1367]
[Train]:  35%|███▍      | 332/962 [00:32<00:59, 10.67it/s, ce=0.4373, ear=-3.0061, loss=0.1367]
[Train]:  35%|███▍      | 332/962 [00:32<00:59, 10.67it/s, ce=0.4374, ear=-3.0062, loss=0.1368]
[Train]:  35%|███▍      | 332/962 [00:32<00:59, 10.67it/s, ce=0.4377, ear=-3.0058, loss=0.1371]
[Train]:  35%|███▍      | 334/962 [00:32<00:58, 10.72it/s, ce=0.4377, ear=-3.0058, loss=0.1371]
[Train]:  35%|███▍      | 334/962 [00:32<00:58, 10.72it/s, ce=0.4375, ear=-3.0059, loss=0.1369]
[Train]:  35%|███▍      | 334/962 [00:32<00:58, 10.72it/s, ce=0.4378, ear=-3.0063, loss=0.1372]
[Train]:  35%|███▍      | 336/962 [00:32<00:58, 10.71it/s, ce=0.4378, ear=-3.0063, loss=0.1372]
[Train]:  35%|███▍      | 336/962 [00:32<00:58, 10.71it/s, ce=0.4376, ear=-3.0067, loss=0.1369]
[Train]:  35%|███▍      | 336/962 [00:32<00:58, 10.71it/s, ce=0.4374, ear=-3.0067, loss=0.1367]
[Train]:  35%|███▌      | 338/962 [00:32<00:59, 10.53it/s, ce=0.4374, ear=-3.0067, loss=0.1367]
[Train]:  35%|███▌      | 338/962 [00:32<00:59, 10.53it/s, ce=0.4370, ear=-3.0075, loss=0.1363]
[Train]:  35%|███▌      | 338/962 [00:32<00:59, 10.53it/s, ce=0.4372, ear=-3.0073, loss=0.1365]
[Train]:  35%|███▌      | 340/962 [00:32<00:58, 10.56it/s, ce=0.4372, ear=-3.0073, loss=0.1365]
[Train]:  35%|███▌      | 340/962 [00:32<00:58, 10.56it/s, ce=0.4369, ear=-3.0074, loss=0.1362]
[Train]:  35%|███▌      | 340/962 [00:33<00:58, 10.56it/s, ce=0.4366, ear=-3.0069, loss=0.1359]
[Train]:  36%|███▌      | 342/962 [00:33<00:58, 10.65it/s, ce=0.4366, ear=-3.0069, loss=0.1359]
[Train]:  36%|███▌      | 342/962 [00:33<00:58, 10.65it/s, ce=0.4371, ear=-3.0069, loss=0.1364]
[Train]:  36%|███▌      | 342/962 [00:33<00:58, 10.65it/s, ce=0.4370, ear=-3.0066, loss=0.1364]
[Train]:  36%|███▌      | 344/962 [00:33<00:57, 10.66it/s, ce=0.4370, ear=-3.0066, loss=0.1364]
[Train]:  36%|███▌      | 344/962 [00:33<00:57, 10.66it/s, ce=0.4363, ear=-3.0067, loss=0.1356]
[Train]:  36%|███▌      | 344/962 [00:33<00:57, 10.66it/s, ce=0.4369, ear=-3.0073, loss=0.1362]
[Train]:  36%|███▌      | 346/962 [00:33<00:58, 10.56it/s, ce=0.4369, ear=-3.0073, loss=0.1362]
[Train]:  36%|███▌      | 346/962 [00:33<00:58, 10.56it/s, ce=0.4371, ear=-3.0075, loss=0.1364]
[Train]:  36%|███▌      | 346/962 [00:33<00:58, 10.56it/s, ce=0.4367, ear=-3.0074, loss=0.1359]
[Train]:  36%|███▌      | 348/962 [00:33<00:58, 10.48it/s, ce=0.4367, ear=-3.0074, loss=0.1359]
[Train]:  36%|███▌      | 348/962 [00:33<00:58, 10.48it/s, ce=0.4363, ear=-3.0074, loss=0.1355]
[Train]:  36%|███▌      | 348/962 [00:33<00:58, 10.48it/s, ce=0.4362, ear=-3.0079, loss=0.1354]
[Train]:  36%|███▋      | 350/962 [00:33<00:58, 10.42it/s, ce=0.4362, ear=-3.0079, loss=0.1354]
[Train]:  36%|███▋      | 350/962 [00:33<00:58, 10.42it/s, ce=0.4368, ear=-3.0080, loss=0.1360]
[Train]:  36%|███▋      | 350/962 [00:33<00:58, 10.42it/s, ce=0.4364, ear=-3.0069, loss=0.1357]
[Train]:  37%|███▋      | 352/962 [00:33<00:57, 10.56it/s, ce=0.4364, ear=-3.0069, loss=0.1357]
[Train]:  37%|███▋      | 352/962 [00:34<00:57, 10.56it/s, ce=0.4366, ear=-3.0076, loss=0.1358]
[Train]:  37%|███▋      | 352/962 [00:34<00:57, 10.56it/s, ce=0.4365, ear=-3.0072, loss=0.1357]
[Train]:  37%|███▋      | 354/962 [00:34<00:57, 10.65it/s, ce=0.4365, ear=-3.0072, loss=0.1357]
[Train]:  37%|███▋      | 354/962 [00:34<00:57, 10.65it/s, ce=0.4360, ear=-3.0074, loss=0.1352]
[Train]:  37%|███▋      | 354/962 [00:34<00:57, 10.65it/s, ce=0.4358, ear=-3.0071, loss=0.1351]
[Train]:  37%|███▋      | 356/962 [00:34<00:56, 10.64it/s, ce=0.4358, ear=-3.0071, loss=0.1351]
[Train]:  37%|███▋      | 356/962 [00:34<00:56, 10.64it/s, ce=0.4360, ear=-3.0075, loss=0.1352]
[Train]:  37%|███▋      | 356/962 [00:34<00:56, 10.64it/s, ce=0.4368, ear=-3.0077, loss=0.1360]
[Train]:  37%|███▋      | 358/962 [00:34<00:57, 10.58it/s, ce=0.4368, ear=-3.0077, loss=0.1360]
[Train]:  37%|███▋      | 358/962 [00:34<00:57, 10.58it/s, ce=0.4364, ear=-3.0084, loss=0.1356]
[Train]:  37%|███▋      | 358/962 [00:34<00:57, 10.58it/s, ce=0.4370, ear=-3.0084, loss=0.1361]
[Train]:  37%|███▋      | 360/962 [00:34<00:57, 10.46it/s, ce=0.4370, ear=-3.0084, loss=0.1361]
[Train]:  37%|███▋      | 360/962 [00:34<00:57, 10.46it/s, ce=0.4370, ear=-3.0084, loss=0.1361]
[Train]:  37%|███▋      | 360/962 [00:34<00:57, 10.46it/s, ce=0.4365, ear=-3.0084, loss=0.1357]
[Train]:  38%|███▊      | 362/962 [00:34<00:57, 10.39it/s, ce=0.4365, ear=-3.0084, loss=0.1357]
[Train]:  38%|███▊      | 362/962 [00:35<00:57, 10.39it/s, ce=0.4361, ear=-3.0093, loss=0.1352]
[Train]:  38%|███▊      | 362/962 [00:35<00:57, 10.39it/s, ce=0.4365, ear=-3.0090, loss=0.1356]
[Train]:  38%|███▊      | 364/962 [00:35<00:58, 10.21it/s, ce=0.4365, ear=-3.0090, loss=0.1356]
[Train]:  38%|███▊      | 364/962 [00:35<00:58, 10.21it/s, ce=0.4375, ear=-3.0087, loss=0.1366]
[Train]:  38%|███▊      | 364/962 [00:35<00:58, 10.21it/s, ce=0.4372, ear=-3.0087, loss=0.1363]
[Train]:  38%|███▊      | 366/962 [00:35<00:58, 10.11it/s, ce=0.4372, ear=-3.0087, loss=0.1363]
[Train]:  38%|███▊      | 366/962 [00:35<00:58, 10.11it/s, ce=0.4375, ear=-3.0091, loss=0.1366]
[Train]:  38%|███▊      | 366/962 [00:35<00:58, 10.11it/s, ce=0.4389, ear=-3.0095, loss=0.1379]
[Train]:  38%|███▊      | 368/962 [00:35<00:58, 10.19it/s, ce=0.4389, ear=-3.0095, loss=0.1379]
[Train]:  38%|███▊      | 368/962 [00:35<00:58, 10.19it/s, ce=0.4385, ear=-3.0096, loss=0.1375]
[Train]:  38%|███▊      | 368/962 [00:35<00:58, 10.19it/s, ce=0.4382, ear=-3.0095, loss=0.1372]
[Train]:  38%|███▊      | 370/962 [00:35<00:58, 10.20it/s, ce=0.4382, ear=-3.0095, loss=0.1372]
[Train]:  38%|███▊      | 370/962 [00:35<00:58, 10.20it/s, ce=0.4375, ear=-3.0094, loss=0.1366]
[Train]:  38%|███▊      | 370/962 [00:35<00:58, 10.20it/s, ce=0.4373, ear=-3.0092, loss=0.1364]
[Train]:  39%|███▊      | 372/962 [00:35<00:57, 10.30it/s, ce=0.4373, ear=-3.0092, loss=0.1364]
[Train]:  39%|███▊      | 372/962 [00:35<00:57, 10.30it/s, ce=0.4371, ear=-3.0100, loss=0.1362]
[Train]:  39%|███▊      | 372/962 [00:36<00:57, 10.30it/s, ce=0.4367, ear=-3.0105, loss=0.1356]
[Train]:  39%|███▉      | 374/962 [00:36<00:56, 10.37it/s, ce=0.4367, ear=-3.0105, loss=0.1356]
[Train]:  39%|███▉      | 374/962 [00:36<00:56, 10.37it/s, ce=0.4359, ear=-3.0110, loss=0.1348]
[Train]:  39%|███▉      | 374/962 [00:36<00:56, 10.37it/s, ce=0.4357, ear=-3.0114, loss=0.1345]
[Train]:  39%|███▉      | 376/962 [00:36<00:55, 10.47it/s, ce=0.4357, ear=-3.0114, loss=0.1345]
[Train]:  39%|███▉      | 376/962 [00:36<00:55, 10.47it/s, ce=0.4360, ear=-3.0109, loss=0.1349]
[Train]:  39%|███▉      | 376/962 [00:36<00:55, 10.47it/s, ce=0.4356, ear=-3.0107, loss=0.1345]
[Train]:  39%|███▉      | 378/962 [00:36<00:55, 10.45it/s, ce=0.4356, ear=-3.0107, loss=0.1345]
[Train]:  39%|███▉      | 378/962 [00:36<00:55, 10.45it/s, ce=0.4355, ear=-3.0108, loss=0.1344]
[Train]:  39%|███▉      | 378/962 [00:36<00:55, 10.45it/s, ce=0.4358, ear=-3.0115, loss=0.1347]
[Train]:  40%|███▉      | 380/962 [00:36<00:55, 10.51it/s, ce=0.4358, ear=-3.0115, loss=0.1347]
[Train]:  40%|███▉      | 380/962 [00:36<00:55, 10.51it/s, ce=0.4359, ear=-3.0113, loss=0.1347]
[Train]:  40%|███▉      | 380/962 [00:36<00:55, 10.51it/s, ce=0.4360, ear=-3.0111, loss=0.1349]
[Train]:  40%|███▉      | 382/962 [00:36<00:54, 10.59it/s, ce=0.4360, ear=-3.0111, loss=0.1349]
[Train]:  40%|███▉      | 382/962 [00:36<00:54, 10.59it/s, ce=0.4365, ear=-3.0107, loss=0.1354]
[Train]:  40%|███▉      | 382/962 [00:37<00:54, 10.59it/s, ce=0.4375, ear=-3.0108, loss=0.1365]
[Train]:  40%|███▉      | 384/962 [00:37<00:54, 10.59it/s, ce=0.4375, ear=-3.0108, loss=0.1365]
[Train]:  40%|███▉      | 384/962 [00:37<00:54, 10.59it/s, ce=0.4375, ear=-3.0107, loss=0.1365]
[Train]:  40%|███▉      | 384/962 [00:37<00:54, 10.59it/s, ce=0.4373, ear=-3.0107, loss=0.1362]
[Train]:  40%|████      | 386/962 [00:37<00:54, 10.49it/s, ce=0.4373, ear=-3.0107, loss=0.1362]
[Train]:  40%|████      | 386/962 [00:37<00:54, 10.49it/s, ce=0.4374, ear=-3.0107, loss=0.1364]
[Train]:  40%|████      | 386/962 [00:37<00:54, 10.49it/s, ce=0.4370, ear=-3.0105, loss=0.1359]
[Train]:  40%|████      | 388/962 [00:37<00:55, 10.43it/s, ce=0.4370, ear=-3.0105, loss=0.1359]
[Train]:  40%|████      | 388/962 [00:37<00:55, 10.43it/s, ce=0.4366, ear=-3.0104, loss=0.1356]
[Train]:  40%|████      | 388/962 [00:37<00:55, 10.43it/s, ce=0.4363, ear=-3.0107, loss=0.1352]
[Train]:  41%|████      | 390/962 [00:37<00:54, 10.52it/s, ce=0.4363, ear=-3.0107, loss=0.1352]
[Train]:  41%|████      | 390/962 [00:37<00:54, 10.52it/s, ce=0.4370, ear=-3.0105, loss=0.1359]
[Train]:  41%|████      | 390/962 [00:37<00:54, 10.52it/s, ce=0.4366, ear=-3.0109, loss=0.1355]
[Train]:  41%|████      | 392/962 [00:37<00:53, 10.58it/s, ce=0.4366, ear=-3.0109, loss=0.1355]
[Train]:  41%|████      | 392/962 [00:37<00:53, 10.58it/s, ce=0.4364, ear=-3.0109, loss=0.1353]
[Train]:  41%|████      | 392/962 [00:37<00:53, 10.58it/s, ce=0.4359, ear=-3.0107, loss=0.1348]
[Train]:  41%|████      | 394/962 [00:37<00:54, 10.51it/s, ce=0.4359, ear=-3.0107, loss=0.1348]
[Train]:  41%|████      | 394/962 [00:38<00:54, 10.51it/s, ce=0.4360, ear=-3.0107, loss=0.1350]
[Train]:  41%|████      | 394/962 [00:38<00:54, 10.51it/s, ce=0.4363, ear=-3.0107, loss=0.1352]
[Train]:  41%|████      | 396/962 [00:38<00:53, 10.49it/s, ce=0.4363, ear=-3.0107, loss=0.1352]
[Train]:  41%|████      | 396/962 [00:38<00:53, 10.49it/s, ce=0.4363, ear=-3.0109, loss=0.1352]
[Train]:  41%|████      | 396/962 [00:38<00:53, 10.49it/s, ce=0.4367, ear=-3.0110, loss=0.1356]
[Train]:  41%|████▏     | 398/962 [00:38<00:54, 10.40it/s, ce=0.4367, ear=-3.0110, loss=0.1356]
[Train]:  41%|████▏     | 398/962 [00:38<00:54, 10.40it/s, ce=0.4368, ear=-3.0099, loss=0.1358]
[Train]:  41%|████▏     | 398/962 [00:38<00:54, 10.40it/s, ce=0.4363, ear=-3.0096, loss=0.1353]
[Train]:  42%|████▏     | 400/962 [00:38<00:53, 10.49it/s, ce=0.4363, ear=-3.0096, loss=0.1353]
[Train]:  42%|████▏     | 400/962 [00:38<00:53, 10.49it/s, ce=0.4362, ear=-3.0091, loss=0.1353]
[Train]:  42%|████▏     | 400/962 [00:38<00:53, 10.49it/s, ce=0.4356, ear=-3.0094, loss=0.1347]
[Train]:  42%|████▏     | 402/962 [00:38<00:53, 10.52it/s, ce=0.4356, ear=-3.0094, loss=0.1347]
[Train]:  42%|████▏     | 402/962 [00:38<00:53, 10.52it/s, ce=0.4351, ear=-3.0095, loss=0.1342]
[Train]:  42%|████▏     | 402/962 [00:38<00:53, 10.52it/s, ce=0.4349, ear=-3.0092, loss=0.1340]
[Train]:  42%|████▏     | 404/962 [00:38<00:52, 10.55it/s, ce=0.4349, ear=-3.0092, loss=0.1340]
