
>>> [1/63] GetFair | toxigen | seed=2024
>>> Command: python3 src_script/train/train_baseline_getfair.py --dataset toxigen --seed 2024 --lambda_gf 0.5 --epochs 6 --patience 3 --batch_size 16 --grad_accum 2 --lr 2e-5 --max_len 128
>>> Start: Sun Mar 15 05:11:32 CST 2026
/root/miniconda/lib/python3.8/site-packages/torchvision/datapoints/__init__.py:12: UserWarning: The torchvision.datapoints and torchvision.transforms.v2 namespaces are still Beta. While we do not expect major breaking changes, some APIs may still change according to user feedback. Please submit any feedback you may have in this issue: https://github.com/pytorch/vision/issues/6753, and you can also check out https://github.com/pytorch/vision/issues/7319 to learn more about the APIs that we suspect might involve future changes. You can silence this warning by calling torchvision.disable_beta_transforms_warning().
  warnings.warn(_BETA_TRANSFORMS_WARNING)
/root/miniconda/lib/python3.8/site-packages/torchvision/transforms/v2/__init__.py:54: UserWarning: The torchvision.datapoints and torchvision.transforms.v2 namespaces are still Beta. While we do not expect major breaking changes, some APIs may still change according to user feedback. Please submit any feedback you may have in this issue: https://github.com/pytorch/vision/issues/6753, and you can also check out https://github.com/pytorch/vision/issues/7319 to learn more about the APIs that we suspect might involve future changes. You can silence this warning by calling torchvision.disable_beta_transforms_warning().
  warnings.warn(_BETA_TRANSFORMS_WARNING)
[Hardware] TF32 acceleration enabled for Ampere+ GPUs.
[Experiment] GetFair_toxigen_seed2024_0315_0511
[Data] Train: 7168 | Val: 896 | Test: 896
[Model] GetFair | lambda_gf=0.5

Epoch 1/6

[Train]:   0%|          | 0/448 [00:00<?, ?it/s]
[Train]:  23%|██▎       | 104/448 [00:23<01:15,  4.53it/s, ce=0.7025, gf=0.0000, loss=0.7025]
[Train]:  23%|██▎       | 104/448 [00:23<01:15,  4.53it/s, ce=0.7025, gf=0.0000, loss=0.7025]
[Train]:  23%|██▎       | 105/448 [00:23<01:14,  4.63it/s, ce=0.7025, gf=0.0000, loss=0.7025]
[Train]:  23%|██▎       | 105/448 [00:23<01:14,  4.63it/s, ce=0.7025, gf=0.0000, loss=0.7025]
[Train]:  24%|██▎       | 106/448 [00:23<01:15,  4.54it/s, ce=0.7025, gf=0.0000, loss=0.7025]
[Train]:  24%|██▎       | 106/448 [00:23<01:15,  4.54it/s, ce=0.7025, gf=0.0000, loss=0.7025]
[Train]:  24%|██▍       | 107/448 [00:23<01:13,  4.65it/s, ce=0.7025, gf=0.0000, loss=0.7025]
[Train]:  24%|██▍       | 107/448 [00:24<01:13,  4.65it/s, ce=0.7025, gf=0.0000, loss=0.7025]
[Train]:  24%|██▍       | 108/448 [00:24<01:14,  4.55it/s, ce=0.7025, gf=0.0000, loss=0.7025]
[Train]:  24%|██▍       | 108/448 [00:24<01:14,  4.55it/s, ce=0.7027, gf=0.0000, loss=0.7027]
[Train]:  24%|██▍       | 109/448 [00:24<01:12,  4.65it/s, ce=0.7027, gf=0.0000, loss=0.7027]
[Train]:  24%|██▍       | 109/448 [00:24<01:12,  4.65it/s, ce=0.7029, gf=0.0000, loss=0.7029]
[Train]:  25%|██▍       | 110/448 [00:24<01:14,  4.54it/s, ce=0.7029, gf=0.0000, loss=0.7029]
[Train]:  25%|██▍       | 110/448 [00:24<01:14,  4.54it/s, ce=0.7030, gf=0.0000, loss=0.7030]
[Train]:  25%|██▍       | 111/448 [00:24<01:12,  4.64it/s, ce=0.7030, gf=0.0000, loss=0.7030]
[Train]:  25%|██▍       | 111/448 [00:24<01:12,  4.64it/s, ce=0.7028, gf=0.0000, loss=0.7028]
[Train]:  25%|██▌       | 112/448 [00:24<01:13,  4.55it/s, ce=0.7028, gf=0.0000, loss=0.7028]
[Train]:  25%|██▌       | 112/448 [00:25<01:13,  4.55it/s, ce=0.7025, gf=0.0000, loss=0.7025]
[Train]:  25%|██▌       | 113/448 [00:25<01:12,  4.60it/s, ce=0.7025, gf=0.0000, loss=0.7025]
[Train]:  25%|██▌       | 113/448 [00:25<01:12,  4.60it/s, ce=0.7023, gf=0.0000, loss=0.7023]
[Train]:  25%|██▌       | 114/448 [00:25<01:14,  4.51it/s, ce=0.7023, gf=0.0000, loss=0.7023]
[Train]:  25%|██▌       | 114/448 [00:25<01:14,  4.51it/s, ce=0.7028, gf=0.0000, loss=0.7028]
[Train]:  26%|██▌       | 115/448 [00:25<01:12,  4.62it/s, ce=0.7028, gf=0.0000, loss=0.7028]
[Train]:  26%|██▌       | 115/448 [00:25<01:12,  4.62it/s, ce=0.7029, gf=0.0000, loss=0.7029]
[Train]:  26%|██▌       | 116/448 [00:25<01:13,  4.55it/s, ce=0.7029, gf=0.0000, loss=0.7029]
[Train]:  26%|██▌       | 116/448 [00:26<01:13,  4.55it/s, ce=0.7026, gf=0.0000, loss=0.7026]
[Train]:  26%|██▌       | 117/448 [00:26<01:11,  4.64it/s, ce=0.7026, gf=0.0000, loss=0.7026]
[Train]:  26%|██▌       | 117/448 [00:26<01:11,  4.64it/s, ce=0.7032, gf=0.0000, loss=0.7032]
[Train]:  26%|██▋       | 118/448 [00:26<01:12,  4.53it/s, ce=0.7032, gf=0.0000, loss=0.7032]
[Train]:  26%|██▋       | 118/448 [00:26<01:12,  4.53it/s, ce=0.7034, gf=0.0000, loss=0.7034]
[Train]:  27%|██▋       | 119/448 [00:26<01:11,  4.61it/s, ce=0.7034, gf=0.0000, loss=0.7034]
[Train]:  27%|██▋       | 119/448 [00:26<01:11,  4.61it/s, ce=0.7037, gf=0.0000, loss=0.7037]
[Train]:  27%|██▋       | 120/448 [00:26<01:12,  4.51it/s, ce=0.7037, gf=0.0000, loss=0.7037]
[Train]:  27%|██▋       | 120/448 [00:26<01:12,  4.51it/s, ce=0.7036, gf=0.0000, loss=0.7036]
[Train]:  27%|██▋       | 121/448 [00:26<01:11,  4.58it/s, ce=0.7036, gf=0.0000, loss=0.7036]
[Train]:  27%|██▋       | 121/448 [00:27<01:11,  4.58it/s, ce=0.7034, gf=0.0000, loss=0.7034]
[Train]:  27%|██▋       | 122/448 [00:27<01:12,  4.47it/s, ce=0.7034, gf=0.0000, loss=0.7034]
[Train]:  27%|██▋       | 122/448 [00:27<01:12,  4.47it/s, ce=0.7034, gf=0.0000, loss=0.7034]
[Train]:  27%|██▋       | 123/448 [00:27<01:11,  4.54it/s, ce=0.7034, gf=0.0000, loss=0.7034]
[Train]:  27%|██▋       | 123/448 [00:27<01:11,  4.54it/s, ce=0.7034, gf=0.0000, loss=0.7034]
[Train]:  28%|██▊       | 124/448 [00:27<01:13,  4.42it/s, ce=0.7034, gf=0.0000, loss=0.7034]
[Train]:  28%|██▊       | 124/448 [00:27<01:13,  4.42it/s, ce=0.7035, gf=0.0000, loss=0.7035]
[Train]:  28%|██▊       | 125/448 [00:27<01:11,  4.52it/s, ce=0.7035, gf=0.0000, loss=0.7035]
[Train]:  28%|██▊       | 125/448 [00:28<01:11,  4.52it/s, ce=0.7033, gf=0.0000, loss=0.7033]
[Train]:  28%|██▊       | 126/448 [00:28<01:12,  4.46it/s, ce=0.7033, gf=0.0000, loss=0.7033]
[Train]:  28%|██▊       | 126/448 [00:28<01:12,  4.46it/s, ce=0.7036, gf=0.0000, loss=0.7036]
[Train]:  28%|██▊       | 127/448 [00:28<01:10,  4.58it/s, ce=0.7036, gf=0.0000, loss=0.7036]
[Train]:  28%|██▊       | 127/448 [00:28<01:10,  4.58it/s, ce=0.7035, gf=0.0000, loss=0.7035]
[Train]:  29%|██▊       | 128/448 [00:28<01:11,  4.50it/s, ce=0.7035, gf=0.0000, loss=0.7035]
[Train]:  29%|██▊       | 128/448 [00:28<01:11,  4.50it/s, ce=0.7037, gf=0.0000, loss=0.7037]
[Train]:  29%|██▉       | 129/448 [00:28<01:09,  4.60it/s, ce=0.7037, gf=0.0000, loss=0.7037]
[Train]:  29%|██▉       | 129/448 [00:28<01:09,  4.60it/s, ce=0.7034, gf=0.0000, loss=0.7034]
[Train]:  29%|██▉       | 130/448 [00:28<01:10,  4.52it/s, ce=0.7034, gf=0.0000, loss=0.7034]
[Train]:  29%|██▉       | 130/448 [00:29<01:10,  4.52it/s, ce=0.7037, gf=0.0000, loss=0.7037]
[Train]:  29%|██▉       | 131/448 [00:29<01:09,  4.57it/s, ce=0.7037, gf=0.0000, loss=0.7037]
[Train]:  29%|██▉       | 131/448 [00:29<01:09,  4.57it/s, ce=0.7035, gf=0.0000, loss=0.7035]
[Train]:  29%|██▉       | 132/448 [00:29<01:10,  4.48it/s, ce=0.7035, gf=0.0000, loss=0.7035]
[Train]:  29%|██▉       | 132/448 [00:29<01:10,  4.48it/s, ce=0.7031, gf=0.0000, loss=0.7031]
[Train]:  30%|██▉       | 133/448 [00:29<01:08,  4.59it/s, ce=0.7031, gf=0.0000, loss=0.7031]
[Train]:  30%|██▉       | 133/448 [00:29<01:08,  4.59it/s, ce=0.7036, gf=0.0000, loss=0.7036]
[Train]:  30%|██▉       | 134/448 [00:29<01:10,  4.48it/s, ce=0.7036, gf=0.0000, loss=0.7036]
[Train]:  30%|██▉       | 134/448 [00:29<01:10,  4.48it/s, ce=0.7036, gf=0.0000, loss=0.7036]
[Train]:  30%|███       | 135/448 [00:29<01:08,  4.56it/s, ce=0.7036, gf=0.0000, loss=0.7036]
[Train]:  30%|███       | 135/448 [00:30<01:08,  4.56it/s, ce=0.7037, gf=0.0000, loss=0.7037]
[Train]:  30%|███       | 136/448 [00:30<01:09,  4.49it/s, ce=0.7037, gf=0.0000, loss=0.7037]
[Train]:  30%|███       | 136/448 [00:30<01:09,  4.49it/s, ce=0.7035, gf=0.0000, loss=0.7035]
[Train]:  31%|███       | 137/448 [00:30<01:07,  4.61it/s, ce=0.7035, gf=0.0000, loss=0.7035]
[Train]:  31%|███       | 137/448 [00:30<01:07,  4.61it/s, ce=0.7033, gf=0.0000, loss=0.7033]
[Train]:  31%|███       | 138/448 [00:30<01:08,  4.53it/s, ce=0.7033, gf=0.0000, loss=0.7033]
[Train]:  31%|███       | 138/448 [00:30<01:08,  4.53it/s, ce=0.7029, gf=0.0000, loss=0.7029]
[Train]:  31%|███       | 139/448 [00:30<01:06,  4.62it/s, ce=0.7029, gf=0.0000, loss=0.7029]
[Train]:  31%|███       | 139/448 [00:31<01:06,  4.62it/s, ce=0.7030, gf=0.0000, loss=0.7030]
[Train]:  31%|███▏      | 140/448 [00:31<01:07,  4.54it/s, ce=0.7030, gf=0.0000, loss=0.7030]
[Train]:  31%|███▏      | 140/448 [00:31<01:07,  4.54it/s, ce=0.7032, gf=0.0000, loss=0.7032]
[Train]:  31%|███▏      | 141/448 [00:31<01:06,  4.64it/s, ce=0.7032, gf=0.0000, loss=0.7032]
[Train]:  31%|███▏      | 141/448 [00:31<01:06,  4.64it/s, ce=0.7023, gf=0.0000, loss=0.7023]
[Train]:  32%|███▏      | 142/448 [00:31<01:07,  4.54it/s, ce=0.7023, gf=0.0000, loss=0.7023]
[Train]:  32%|███▏      | 142/448 [00:31<01:07,  4.54it/s, ce=0.7021, gf=0.0000, loss=0.7021]
[Train]:  32%|███▏      | 143/448 [00:31<01:05,  4.63it/s, ce=0.7021, gf=0.0000, loss=0.7021]
[Train]:  32%|███▏      | 143/448 [00:31<01:05,  4.63it/s, ce=0.7018, gf=0.0000, loss=0.7018]
[Train]:  32%|███▏      | 144/448 [00:31<01:07,  4.53it/s, ce=0.7018, gf=0.0000, loss=0.7018]
[Train]:  32%|███▏      | 144/448 [00:32<01:07,  4.53it/s, ce=0.7019, gf=0.0000, loss=0.7019]
[Train]:  32%|███▏      | 145/448 [00:32<01:06,  4.58it/s, ce=0.7019, gf=0.0000, loss=0.7019]
[Train]:  32%|███▏      | 145/448 [00:32<01:06,  4.58it/s, ce=0.7014, gf=0.0000, loss=0.7014]
[Train]:  33%|███▎      | 146/448 [00:32<01:06,  4.52it/s, ce=0.7014, gf=0.0000, loss=0.7014]
[Train]:  33%|███▎      | 146/448 [00:32<01:06,  4.52it/s, ce=0.7006, gf=0.0000, loss=0.7006]
[Train]:  33%|███▎      | 147/448 [00:32<01:05,  4.63it/s, ce=0.7006, gf=0.0000, loss=0.7006]
[Train]:  33%|███▎      | 147/448 [00:32<01:05,  4.63it/s, ce=0.7010, gf=0.0000, loss=0.7010]
[Train]:  33%|███▎      | 148/448 [00:32<01:06,  4.54it/s, ce=0.7010, gf=0.0000, loss=0.7010]
[Train]:  33%|███▎      | 148/448 [00:33<01:06,  4.54it/s, ce=0.7008, gf=0.0000, loss=0.7008]
[Train]:  33%|███▎      | 149/448 [00:33<01:04,  4.64it/s, ce=0.7008, gf=0.0000, loss=0.7008]
[Train]:  33%|███▎      | 149/448 [00:33<01:04,  4.64it/s, ce=0.7008, gf=0.0000, loss=0.7008]
[Train]:  33%|███▎      | 150/448 [00:33<01:05,  4.55it/s, ce=0.7008, gf=0.0000, loss=0.7008]
[Train]:  33%|███▎      | 150/448 [00:33<01:05,  4.55it/s, ce=0.7004, gf=0.0000, loss=0.7004]
[Train]:  34%|███▎      | 151/448 [00:33<01:03,  4.64it/s, ce=0.7004, gf=0.0000, loss=0.7004]
[Train]:  34%|███▎      | 151/448 [00:33<01:03,  4.64it/s, ce=0.7001, gf=0.0000, loss=0.7001]
[Train]:  34%|███▍      | 152/448 [00:33<01:05,  4.54it/s, ce=0.7001, gf=0.0000, loss=0.7001]
[Train]:  34%|███▍      | 152/448 [00:33<01:05,  4.54it/s, ce=0.7004, gf=0.0000, loss=0.7004]
[Train]:  34%|███▍      | 153/448 [00:33<01:03,  4.64it/s, ce=0.7004, gf=0.0000, loss=0.7004]
[Train]:  34%|███▍      | 153/448 [00:34<01:03,  4.64it/s, ce=0.7002, gf=0.0000, loss=0.7002]
[Train]:  34%|███▍      | 154/448 [00:34<01:04,  4.55it/s, ce=0.7002, gf=0.0000, loss=0.7002]
[Train]:  34%|███▍      | 154/448 [00:34<01:04,  4.55it/s, ce=0.6997, gf=0.0000, loss=0.6997]
[Train]:  35%|███▍      | 155/448 [00:34<01:03,  4.63it/s, ce=0.6997, gf=0.0000, loss=0.6997]
[Train]:  35%|███▍      | 155/448 [00:34<01:03,  4.63it/s, ce=0.6994, gf=0.0000, loss=0.6994]
[Train]:  35%|███▍      | 156/448 [00:34<01:04,  4.52it/s, ce=0.6994, gf=0.0000, loss=0.6994]
[Train]:  35%|███▍      | 156/448 [00:34<01:04,  4.52it/s, ce=0.6990, gf=0.0000, loss=0.6990]
[Train]:  35%|███▌      | 157/448 [00:34<01:02,  4.62it/s, ce=0.6990, gf=0.0000, loss=0.6990]
[Train]:  35%|███▌      | 157/448 [00:35<01:02,  4.62it/s, ce=0.6990, gf=0.0000, loss=0.6990]
[Train]:  35%|███▌      | 158/448 [00:35<01:03,  4.54it/s, ce=0.6990, gf=0.0000, loss=0.6990]
[Train]:  35%|███▌      | 158/448 [00:35<01:03,  4.54it/s, ce=0.6986, gf=0.0000, loss=0.6986]
[Train]:  35%|███▌      | 159/448 [00:35<01:02,  4.62it/s, ce=0.6986, gf=0.0000, loss=0.6986]
[Train]:  35%|███▌      | 159/448 [00:35<01:02,  4.62it/s, ce=0.6983, gf=0.0000, loss=0.6983]
[Train]:  36%|███▌      | 160/448 [00:35<01:04,  4.49it/s, ce=0.6983, gf=0.0000, loss=0.6983]
[Train]:  36%|███▌      | 160/448 [00:35<01:04,  4.49it/s, ce=0.6976, gf=0.0000, loss=0.6976]
[Train]:  36%|███▌      | 161/448 [00:35<01:02,  4.60it/s, ce=0.6976, gf=0.0000, loss=0.6976]
[Train]:  36%|███▌      | 161/448 [00:35<01:02,  4.60it/s, ce=0.6973, gf=0.0000, loss=0.6973]
[Train]:  36%|███▌      | 162/448 [00:35<01:03,  4.51it/s, ce=0.6973, gf=0.0000, loss=0.6973]
[Train]:  36%|███▌      | 162/448 [00:36<01:03,  4.51it/s, ce=0.6971, gf=0.0000, loss=0.6971]
[Train]:  36%|███▋      | 163/448 [00:36<01:01,  4.60it/s, ce=0.6971, gf=0.0000, loss=0.6971]
[Train]:  36%|███▋      | 163/448 [00:36<01:01,  4.60it/s, ce=0.6966, gf=0.0000, loss=0.6966]
[Train]:  37%|███▋      | 164/448 [00:36<01:03,  4.49it/s, ce=0.6966, gf=0.0000, loss=0.6966]
[Train]:  37%|███▋      | 164/448 [00:36<01:03,  4.49it/s, ce=0.6956, gf=0.0000, loss=0.6956]
[Train]:  37%|███▋      | 165/448 [00:36<01:02,  4.56it/s, ce=0.6956, gf=0.0000, loss=0.6956]
[Train]:  37%|███▋      | 165/448 [00:36<01:02,  4.56it/s, ce=0.6953, gf=0.0000, loss=0.6953]
[Train]:  37%|███▋      | 166/448 [00:36<01:03,  4.47it/s, ce=0.6953, gf=0.0000, loss=0.6953]
[Train]:  37%|███▋      | 166/448 [00:37<01:03,  4.47it/s, ce=0.6950, gf=0.0000, loss=0.6950]
[Train]:  37%|███▋      | 167/448 [00:37<01:02,  4.47it/s, ce=0.6950, gf=0.0000, loss=0.6950]
[Train]:  37%|███▋      | 167/448 [00:37<01:02,  4.47it/s, ce=0.6945, gf=0.0000, loss=0.6945]
[Train]:  38%|███▊      | 168/448 [00:37<01:03,  4.43it/s, ce=0.6945, gf=0.0000, loss=0.6945]
[Train]:  38%|███▊      | 168/448 [00:37<01:03,  4.43it/s, ce=0.6942, gf=0.0000, loss=0.6942]
[Train]:  38%|███▊      | 169/448 [00:37<01:01,  4.55it/s, ce=0.6942, gf=0.0000, loss=0.6942]
[Train]:  38%|███▊      | 169/448 [00:37<01:01,  4.55it/s, ce=0.6932, gf=0.0000, loss=0.6933]
[Train]:  38%|███▊      | 170/448 [00:37<01:01,  4.49it/s, ce=0.6932, gf=0.0000, loss=0.6933]
[Train]:  38%|███▊      | 170/448 [00:37<01:01,  4.49it/s, ce=0.6920, gf=0.0000, loss=0.6921]
[Train]:  38%|███▊      | 171/448 [00:37<01:00,  4.59it/s, ce=0.6920, gf=0.0000, loss=0.6921]
[Train]:  38%|███▊      | 171/448 [00:38<01:00,  4.59it/s, ce=0.6922, gf=0.0000, loss=0.6922]
[Train]:  38%|███▊      | 172/448 [00:38<01:01,  4.50it/s, ce=0.6922, gf=0.0000, loss=0.6922]
[Train]:  38%|███▊      | 172/448 [00:38<01:01,  4.50it/s, ce=0.6918, gf=0.0000, loss=0.6918]
[Train]:  39%|███▊      | 173/448 [00:38<01:00,  4.57it/s, ce=0.6918, gf=0.0000, loss=0.6918]
[Train]:  39%|███▊      | 173/448 [00:38<01:00,  4.57it/s, ce=0.6908, gf=0.0000, loss=0.6908]
[Train]:  39%|███▉      | 174/448 [00:38<01:01,  4.48it/s, ce=0.6908, gf=0.0000, loss=0.6908]
[Train]:  39%|███▉      | 174/448 [00:38<01:01,  4.48it/s, ce=0.6892, gf=0.0000, loss=0.6892]
[Train]:  39%|███▉      | 175/448 [00:38<00:59,  4.61it/s, ce=0.6892, gf=0.0000, loss=0.6892]
[Train]:  39%|███▉      | 175/448 [00:38<00:59,  4.61it/s, ce=0.6882, gf=0.0000, loss=0.6882]
[Train]:  39%|███▉      | 176/448 [00:38<01:00,  4.52it/s, ce=0.6882, gf=0.0000, loss=0.6882]
[Train]:  39%|███▉      | 176/448 [00:39<01:00,  4.52it/s, ce=0.6871, gf=0.0000, loss=0.6871]
[Train]:  40%|███▉      | 177/448 [00:39<00:59,  4.58it/s, ce=0.6871, gf=0.0000, loss=0.6871]
[Train]:  40%|███▉      | 177/448 [00:39<00:59,  4.58it/s, ce=0.6858, gf=0.0000, loss=0.6858]
[Train]:  40%|███▉      | 178/448 [00:39<00:59,  4.51it/s, ce=0.6858, gf=0.0000, loss=0.6858]
[Train]:  40%|███▉      | 178/448 [00:39<00:59,  4.51it/s, ce=0.6840, gf=0.0000, loss=0.6840]
[Train]:  40%|███▉      | 179/448 [00:39<00:58,  4.61it/s, ce=0.6840, gf=0.0000, loss=0.6840]
[Train]:  40%|███▉      | 179/448 [00:39<00:58,  4.61it/s, ce=0.6837, gf=0.0000, loss=0.6837]
[Train]:  40%|████      | 180/448 [00:39<00:59,  4.53it/s, ce=0.6837, gf=0.0000, loss=0.6837]
[Train]:  40%|████      | 180/448 [00:40<00:59,  4.53it/s, ce=0.6822, gf=0.0000, loss=0.6822]
[Train]:  40%|████      | 181/448 [00:40<00:58,  4.60it/s, ce=0.6822, gf=0.0000, loss=0.6822]
[Train]:  40%|████      | 181/448 [00:40<00:58,  4.60it/s, ce=0.6808, gf=0.0000, loss=0.6808]
[Train]:  41%|████      | 182/448 [00:40<00:58,  4.51it/s, ce=0.6808, gf=0.0000, loss=0.6808]
[Train]:  41%|████      | 182/448 [00:40<00:58,  4.51it/s, ce=0.6806, gf=0.0001, loss=0.6806]
[Train]:  41%|████      | 183/448 [00:40<00:57,  4.61it/s, ce=0.6806, gf=0.0001, loss=0.6806]
[Train]:  41%|████      | 183/448 [00:40<00:57,  4.61it/s, ce=0.6790, gf=0.0001, loss=0.6790]
[Train]:  41%|████      | 184/448 [00:40<00:58,  4.51it/s, ce=0.6790, gf=0.0001, loss=0.6790]
[Train]:  41%|████      | 184/448 [00:40<00:58,  4.51it/s, ce=0.6782, gf=0.0002, loss=0.6782]
[Train]:  41%|████▏     | 185/448 [00:40<00:57,  4.58it/s, ce=0.6782, gf=0.0002, loss=0.6782]
[Train]:  41%|████▏     | 185/448 [00:41<00:57,  4.58it/s, ce=0.6772, gf=0.0002, loss=0.6774]
[Train]:  42%|████▏     | 186/448 [00:41<00:58,  4.46it/s, ce=0.6772, gf=0.0002, loss=0.6774]
[Train]:  42%|████▏     | 186/448 [00:41<00:58,  4.46it/s, ce=0.6757, gf=0.0002, loss=0.6758]
[Train]:  42%|████▏     | 187/448 [00:41<00:57,  4.56it/s, ce=0.6757, gf=0.0002, loss=0.6758]
[Train]:  42%|████▏     | 187/448 [00:41<00:57,  4.56it/s, ce=0.6750, gf=0.0002, loss=0.6752]
[Train]:  42%|████▏     | 188/448 [00:41<00:58,  4.47it/s, ce=0.6750, gf=0.0002, loss=0.6752]
[Train]:  42%|████▏     | 188/448 [00:41<00:58,  4.47it/s, ce=0.6729, gf=0.0002, loss=0.6730]
[Train]:  42%|████▏     | 189/448 [00:41<00:56,  4.57it/s, ce=0.6729, gf=0.0002, loss=0.6730]
[Train]:  42%|████▏     | 189/448 [00:42<00:56,  4.57it/s, ce=0.6708, gf=0.0003, loss=0.6709]
[Train]:  42%|████▏     | 190/448 [00:42<00:57,  4.48it/s, ce=0.6708, gf=0.0003, loss=0.6709]
[Train]:  42%|████▏     | 190/448 [00:42<00:57,  4.48it/s, ce=0.6696, gf=0.0003, loss=0.6697]
[Train]:  43%|████▎     | 191/448 [00:42<00:55,  4.60it/s, ce=0.6696, gf=0.0003, loss=0.6697]
[Train]:  43%|████▎     | 191/448 [00:42<00:55,  4.60it/s, ce=0.6685, gf=0.0003, loss=0.6686]
[Train]:  43%|████▎     | 192/448 [00:42<00:56,  4.52it/s, ce=0.6685, gf=0.0003, loss=0.6686]
[Train]:  43%|████▎     | 192/448 [00:42<00:56,  4.52it/s, ce=0.6670, gf=0.0003, loss=0.6671]
[Train]:  43%|████▎     | 193/448 [00:42<00:55,  4.62it/s, ce=0.6670, gf=0.0003, loss=0.6671]
[Train]:  43%|████▎     | 193/448 [00:42<00:55,  4.62it/s, ce=0.6646, gf=0.0003, loss=0.6648]
[Train]:  43%|████▎     | 194/448 [00:42<00:56,  4.51it/s, ce=0.6646, gf=0.0003, loss=0.6648]
[Train]:  43%|████▎     | 194/448 [00:43<00:56,  4.51it/s, ce=0.6630, gf=0.0003, loss=0.6631]
[Train]:  44%|████▎     | 195/448 [00:43<00:54,  4.61it/s, ce=0.6630, gf=0.0003, loss=0.6631]
[Train]:  44%|████▎     | 195/448 [00:43<00:54,  4.61it/s, ce=0.6627, gf=0.0003, loss=0.6629]
[Train]:  44%|████▍     | 196/448 [00:43<00:55,  4.53it/s, ce=0.6627, gf=0.0003, loss=0.6629]
[Train]:  44%|████▍     | 196/448 [00:43<00:55,  4.53it/s, ce=0.6629, gf=0.0003, loss=0.6631]
[Train]:  44%|████▍     | 197/448 [00:43<00:54,  4.63it/s, ce=0.6629, gf=0.0003, loss=0.6631]
[Train]:  44%|████▍     | 197/448 [00:43<00:54,  4.63it/s, ce=0.6626, gf=0.0003, loss=0.6628]
[Train]:  44%|████▍     | 198/448 [00:43<00:55,  4.52it/s, ce=0.6626, gf=0.0003, loss=0.6628]
[Train]:  44%|████▍     | 198/448 [00:44<00:55,  4.52it/s, ce=0.6627, gf=0.0004, loss=0.6628]
[Train]:  44%|████▍     | 199/448 [00:44<00:53,  4.62it/s, ce=0.6627, gf=0.0004, loss=0.6628]
[Train]:  44%|████▍     | 199/448 [00:44<00:53,  4.62it/s, ce=0.6624, gf=0.0004, loss=0.6626]
[Train]:  45%|████▍     | 200/448 [00:44<00:54,  4.53it/s, ce=0.6624, gf=0.0004, loss=0.6626]
[Train]:  45%|████▍     | 200/448 [00:44<00:54,  4.53it/s, ce=0.6629, gf=0.0004, loss=0.6631]
[Train]:  45%|████▍     | 201/448 [00:44<00:53,  4.60it/s, ce=0.6629, gf=0.0004, loss=0.6631]
[Train]:  45%|████▍     | 201/448 [00:44<00:53,  4.60it/s, ce=0.6610, gf=0.0004, loss=0.6612]
[Train]:  45%|████▌     | 202/448 [00:44<00:55,  4.47it/s, ce=0.6610, gf=0.0004, loss=0.6612]
[Train]:  45%|████▌     | 202/448 [00:44<00:55,  4.47it/s, ce=0.6598, gf=0.0004, loss=0.6600]
[Train]:  45%|████▌     | 203/448 [00:44<00:53,  4.57it/s, ce=0.6598, gf=0.0004, loss=0.6600]
[Train]:  45%|████▌     | 203/448 [00:45<00:53,  4.57it/s, ce=0.6586, gf=0.0005, loss=0.6588]
[Train]:  46%|████▌     | 204/448 [00:45<00:54,  4.51it/s, ce=0.6586, gf=0.0005, loss=0.6588]
[Train]:  46%|████▌     | 204/448 [00:45<00:54,  4.51it/s, ce=0.6577, gf=0.0005, loss=0.6580]
[Train]:  46%|████▌     | 205/448 [00:45<00:52,  4.62it/s, ce=0.6577, gf=0.0005, loss=0.6580]
[Train]:  46%|████▌     | 205/448 [00:45<00:52,  4.62it/s, ce=0.6574, gf=0.0005, loss=0.6577]
[Train]:  46%|████▌     | 206/448 [00:45<00:53,  4.53it/s, ce=0.6574, gf=0.0005, loss=0.6577]
[Train]:  46%|████▌     | 206/448 [00:45<00:53,  4.53it/s, ce=0.6550, gf=0.0005, loss=0.6552]
[Train]:  46%|████▌     | 207/448 [00:45<00:52,  4.58it/s, ce=0.6550, gf=0.0005, loss=0.6552]
[Train]:  46%|████▌     | 207/448 [00:46<00:52,  4.58it/s, ce=0.6544, gf=0.0005, loss=0.6546]
[Train]:  46%|████▋     | 208/448 [00:46<00:53,  4.50it/s, ce=0.6544, gf=0.0005, loss=0.6546]
[Train]:  46%|████▋     | 208/448 [00:46<00:53,  4.50it/s, ce=0.6539, gf=0.0005, loss=0.6542]
[Train]:  47%|████▋     | 209/448 [00:46<00:51,  4.60it/s, ce=0.6539, gf=0.0005, loss=0.6542]
[Train]:  47%|████▋     | 209/448 [00:46<00:51,  4.60it/s, ce=0.6522, gf=0.0005, loss=0.6525]
[Train]:  47%|████▋     | 210/448 [00:46<00:52,  4.52it/s, ce=0.6522, gf=0.0005, loss=0.6525]
[Train]:  47%|████▋     | 210/448 [00:46<00:52,  4.52it/s, ce=0.6506, gf=0.0005, loss=0.6509]
[Train]:  47%|████▋     | 211/448 [00:46<00:51,  4.61it/s, ce=0.6506, gf=0.0005, loss=0.6509]
[Train]:  47%|████▋     | 211/448 [00:46<00:51,  4.61it/s, ce=0.6502, gf=0.0005, loss=0.6504]
[Train]:  47%|████▋     | 212/448 [00:46<00:52,  4.52it/s, ce=0.6502, gf=0.0005, loss=0.6504]
