
>>> [1/63] EAR | toxigen | seed=2024
[Train]:  14%|█▍        | 64/448 [00:06<00:35, 10.83it/s, ce=0.3297, ear=-2.7619, loss=0.0536]
[Train]:  15%|█▍        | 66/448 [00:06<00:35, 10.90it/s, ce=0.3297, ear=-2.7619, loss=0.0536]
[Train]:  15%|█▍        | 66/448 [00:06<00:35, 10.90it/s, ce=0.3319, ear=-2.7633, loss=0.0555]
[Train]:  15%|█▍        | 66/448 [00:06<00:35, 10.90it/s, ce=0.3336, ear=-2.7641, loss=0.0572]
[Train]:  15%|█▌        | 68/448 [00:06<00:35, 10.81it/s, ce=0.3336, ear=-2.7641, loss=0.0572]
[Train]:  15%|█▌        | 68/448 [00:06<00:35, 10.81it/s, ce=0.3347, ear=-2.7661, loss=0.0581]
[Train]:  15%|█▌        | 68/448 [00:06<00:35, 10.81it/s, ce=0.3372, ear=-2.7666, loss=0.0605]
[Train]:  16%|█▌        | 70/448 [00:06<00:35, 10.70it/s, ce=0.3372, ear=-2.7666, loss=0.0605]
[Train]:  16%|█▌        | 70/448 [00:06<00:35, 10.70it/s, ce=0.3377, ear=-2.7669, loss=0.0610]
[Train]:  16%|█▌        | 70/448 [00:06<00:35, 10.70it/s, ce=0.3368, ear=-2.7687, loss=0.0599]
[Train]:  16%|█▌        | 72/448 [00:06<00:35, 10.70it/s, ce=0.3368, ear=-2.7687, loss=0.0599]
[Train]:  16%|█▌        | 72/448 [00:06<00:35, 10.70it/s, ce=0.3408, ear=-2.7700, loss=0.0638]
[Train]:  16%|█▌        | 72/448 [00:07<00:35, 10.70it/s, ce=0.3402, ear=-2.7702, loss=0.0632]
[Train]:  17%|█▋        | 74/448 [00:07<00:34, 10.78it/s, ce=0.3402, ear=-2.7702, loss=0.0632]
[Train]:  17%|█▋        | 74/448 [00:07<00:34, 10.78it/s, ce=0.3380, ear=-2.7729, loss=0.0607]
[Train]:  17%|█▋        | 74/448 [00:07<00:34, 10.78it/s, ce=0.3371, ear=-2.7737, loss=0.0597]
[Train]:  17%|█▋        | 76/448 [00:07<00:34, 10.83it/s, ce=0.3371, ear=-2.7737, loss=0.0597]
[Train]:  17%|█▋        | 76/448 [00:07<00:34, 10.83it/s, ce=0.3390, ear=-2.7735, loss=0.0617]
[Train]:  17%|█▋        | 76/448 [00:07<00:34, 10.83it/s, ce=0.3397, ear=-2.7722, loss=0.0625]
[Train]:  17%|█▋        | 78/448 [00:07<00:34, 10.82it/s, ce=0.3397, ear=-2.7722, loss=0.0625]
[Train]:  17%|█▋        | 78/448 [00:07<00:34, 10.82it/s, ce=0.3389, ear=-2.7698, loss=0.0619]
[Train]:  17%|█▋        | 78/448 [00:07<00:34, 10.82it/s, ce=0.3373, ear=-2.7686, loss=0.0604]
[Train]:  18%|█▊        | 80/448 [00:07<00:33, 10.85it/s, ce=0.3373, ear=-2.7686, loss=0.0604]
[Train]:  18%|█▊        | 80/448 [00:07<00:33, 10.85it/s, ce=0.3381, ear=-2.7668, loss=0.0614]
[Train]:  18%|█▊        | 80/448 [00:07<00:33, 10.85it/s, ce=0.3408, ear=-2.7673, loss=0.0641]
[Train]:  18%|█▊        | 82/448 [00:07<00:33, 10.88it/s, ce=0.3408, ear=-2.7673, loss=0.0641]
[Train]:  18%|█▊        | 82/448 [00:07<00:33, 10.88it/s, ce=0.3436, ear=-2.7684, loss=0.0667]
[Train]:  18%|█▊        | 82/448 [00:08<00:33, 10.88it/s, ce=0.3440, ear=-2.7708, loss=0.0669]
[Train]:  19%|█▉        | 84/448 [00:08<00:33, 10.90it/s, ce=0.3440, ear=-2.7708, loss=0.0669]
[Train]:  19%|█▉        | 84/448 [00:08<00:33, 10.90it/s, ce=0.3439, ear=-2.7697, loss=0.0669]
[Train]:  19%|█▉        | 84/448 [00:08<00:33, 10.90it/s, ce=0.3425, ear=-2.7710, loss=0.0654]
[Train]:  19%|█▉        | 86/448 [00:08<00:33, 10.92it/s, ce=0.3425, ear=-2.7710, loss=0.0654]
[Train]:  19%|█▉        | 86/448 [00:08<00:33, 10.92it/s, ce=0.3401, ear=-2.7699, loss=0.0631]
[Train]:  19%|█▉        | 86/448 [00:08<00:33, 10.92it/s, ce=0.3380, ear=-2.7704, loss=0.0609]
[Train]:  20%|█▉        | 88/448 [00:08<00:33, 10.78it/s, ce=0.3380, ear=-2.7704, loss=0.0609]
[Train]:  20%|█▉        | 88/448 [00:08<00:33, 10.78it/s, ce=0.3368, ear=-2.7695, loss=0.0598]
[Train]:  20%|█▉        | 88/448 [00:08<00:33, 10.78it/s, ce=0.3389, ear=-2.7701, loss=0.0619]
[Train]:  20%|██        | 90/448 [00:08<00:33, 10.69it/s, ce=0.3389, ear=-2.7701, loss=0.0619]
[Train]:  20%|██        | 90/448 [00:08<00:33, 10.69it/s, ce=0.3361, ear=-2.7689, loss=0.0592]
[Train]:  20%|██        | 90/448 [00:08<00:33, 10.69it/s, ce=0.3392, ear=-2.7659, loss=0.0626]
[Train]:  21%|██        | 92/448 [00:08<00:33, 10.71it/s, ce=0.3392, ear=-2.7659, loss=0.0626]
[Train]:  21%|██        | 92/448 [00:08<00:33, 10.71it/s, ce=0.3368, ear=-2.7669, loss=0.0601]
[Train]:  21%|██        | 92/448 [00:08<00:33, 10.71it/s, ce=0.3366, ear=-2.7659, loss=0.0601]
[Train]:  21%|██        | 94/448 [00:08<00:33, 10.66it/s, ce=0.3366, ear=-2.7659, loss=0.0601]
[Train]:  21%|██        | 94/448 [00:09<00:33, 10.66it/s, ce=0.3353, ear=-2.7656, loss=0.0587]
[Train]:  21%|██        | 94/448 [00:09<00:33, 10.66it/s, ce=0.3342, ear=-2.7672, loss=0.0575]
[Train]:  21%|██▏       | 96/448 [00:09<00:32, 10.70it/s, ce=0.3342, ear=-2.7672, loss=0.0575]
[Train]:  21%|██▏       | 96/448 [00:09<00:32, 10.70it/s, ce=0.3329, ear=-2.7662, loss=0.0563]
[Train]:  21%|██▏       | 96/448 [00:09<00:32, 10.70it/s, ce=0.3335, ear=-2.7651, loss=0.0570]
[Train]:  22%|██▏       | 98/448 [00:09<00:32, 10.78it/s, ce=0.3335, ear=-2.7651, loss=0.0570]
[Train]:  22%|██▏       | 98/448 [00:09<00:32, 10.78it/s, ce=0.3350, ear=-2.7655, loss=0.0585]
[Train]:  22%|██▏       | 98/448 [00:09<00:32, 10.78it/s, ce=0.3351, ear=-2.7662, loss=0.0585]
[Train]:  22%|██▏       | 100/448 [00:09<00:32, 10.81it/s, ce=0.3351, ear=-2.7662, loss=0.0585]
[Train]:  22%|██▏       | 100/448 [00:09<00:32, 10.81it/s, ce=0.3351, ear=-2.7664, loss=0.0584]
[Train]:  22%|██▏       | 100/448 [00:09<00:32, 10.81it/s, ce=0.3362, ear=-2.7676, loss=0.0595]
[Train]:  23%|██▎       | 102/448 [00:09<00:31, 10.85it/s, ce=0.3362, ear=-2.7676, loss=0.0595]
[Train]:  23%|██▎       | 102/448 [00:09<00:31, 10.85it/s, ce=0.3350, ear=-2.7689, loss=0.0581]
[Train]:  23%|██▎       | 102/448 [00:09<00:31, 10.85it/s, ce=0.3336, ear=-2.7701, loss=0.0566]
[Train]:  23%|██▎       | 104/448 [00:09<00:31, 10.85it/s, ce=0.3336, ear=-2.7701, loss=0.0566]
[Train]:  23%|██▎       | 104/448 [00:09<00:31, 10.85it/s, ce=0.3324, ear=-2.7712, loss=0.0553]
[Train]:  23%|██▎       | 104/448 [00:10<00:31, 10.85it/s, ce=0.3315, ear=-2.7696, loss=0.0546]
[Train]:  24%|██▎       | 106/448 [00:10<00:31, 10.80it/s, ce=0.3315, ear=-2.7696, loss=0.0546]
[Train]:  24%|██▎       | 106/448 [00:10<00:31, 10.80it/s, ce=0.3326, ear=-2.7699, loss=0.0556]
[Train]:  24%|██▎       | 106/448 [00:10<00:31, 10.80it/s, ce=0.3350, ear=-2.7706, loss=0.0580]
[Train]:  24%|██▍       | 108/448 [00:10<00:31, 10.80it/s, ce=0.3350, ear=-2.7706, loss=0.0580]
[Train]:  24%|██▍       | 108/448 [00:10<00:31, 10.80it/s, ce=0.3332, ear=-2.7703, loss=0.0561]
[Train]:  24%|██▍       | 108/448 [00:10<00:31, 10.80it/s, ce=0.3340, ear=-2.7720, loss=0.0568]
[Train]:  25%|██▍       | 110/448 [00:10<00:31, 10.82it/s, ce=0.3340, ear=-2.7720, loss=0.0568]
[Train]:  25%|██▍       | 110/448 [00:10<00:31, 10.82it/s, ce=0.3334, ear=-2.7723, loss=0.0562]
[Train]:  25%|██▍       | 110/448 [00:10<00:31, 10.82it/s, ce=0.3331, ear=-2.7732, loss=0.0557]
[Train]:  25%|██▌       | 112/448 [00:10<00:31, 10.83it/s, ce=0.3331, ear=-2.7732, loss=0.0557]
[Train]:  25%|██▌       | 112/448 [00:10<00:31, 10.83it/s, ce=0.3323, ear=-2.7734, loss=0.0549]
[Train]:  25%|██▌       | 112/448 [00:10<00:31, 10.83it/s, ce=0.3314, ear=-2.7722, loss=0.0542]
[Train]:  25%|██▌       | 114/448 [00:10<00:30, 10.91it/s, ce=0.3314, ear=-2.7722, loss=0.0542]
[Train]:  25%|██▌       | 114/448 [00:10<00:30, 10.91it/s, ce=0.3304, ear=-2.7736, loss=0.0530]
[Train]:  25%|██▌       | 114/448 [00:10<00:30, 10.91it/s, ce=0.3278, ear=-2.7745, loss=0.0504]
[Train]:  26%|██▌       | 116/448 [00:10<00:30, 10.82it/s, ce=0.3278, ear=-2.7745, loss=0.0504]
[Train]:  26%|██▌       | 116/448 [00:11<00:30, 10.82it/s, ce=0.3262, ear=-2.7750, loss=0.0487]
[Train]:  26%|██▌       | 116/448 [00:11<00:30, 10.82it/s, ce=0.3276, ear=-2.7756, loss=0.0501]
[Train]:  26%|██▋       | 118/448 [00:11<00:30, 10.83it/s, ce=0.3276, ear=-2.7756, loss=0.0501]
[Train]:  26%|██▋       | 118/448 [00:11<00:30, 10.83it/s, ce=0.3294, ear=-2.7756, loss=0.0518]
[Train]:  26%|██▋       | 118/448 [00:11<00:30, 10.83it/s, ce=0.3317, ear=-2.7764, loss=0.0541]
[Train]:  27%|██▋       | 120/448 [00:11<00:30, 10.73it/s, ce=0.3317, ear=-2.7764, loss=0.0541]
[Train]:  27%|██▋       | 120/448 [00:11<00:30, 10.73it/s, ce=0.3332, ear=-2.7767, loss=0.0556]
[Train]:  27%|██▋       | 120/448 [00:11<00:30, 10.73it/s, ce=0.3330, ear=-2.7769, loss=0.0553]
[Train]:  27%|██▋       | 122/448 [00:11<00:30, 10.78it/s, ce=0.3330, ear=-2.7769, loss=0.0553]
[Train]:  27%|██▋       | 122/448 [00:11<00:30, 10.78it/s, ce=0.3354, ear=-2.7756, loss=0.0579]
[Train]:  27%|██▋       | 122/448 [00:11<00:30, 10.78it/s, ce=0.3343, ear=-2.7757, loss=0.0567]
[Train]:  28%|██▊       | 124/448 [00:11<00:29, 10.82it/s, ce=0.3343, ear=-2.7757, loss=0.0567]
[Train]:  28%|██▊       | 124/448 [00:11<00:29, 10.82it/s, ce=0.3321, ear=-2.7750, loss=0.0546]
[Train]:  28%|██▊       | 124/448 [00:11<00:29, 10.82it/s, ce=0.3316, ear=-2.7736, loss=0.0543]
[Train]:  28%|██▊       | 126/448 [00:11<00:29, 10.83it/s, ce=0.3316, ear=-2.7736, loss=0.0543]
[Train]:  28%|██▊       | 126/448 [00:11<00:29, 10.83it/s, ce=0.3304, ear=-2.7751, loss=0.0529]
[Train]:  28%|██▊       | 126/448 [00:12<00:29, 10.83it/s, ce=0.3304, ear=-2.7754, loss=0.0529]
[Train]:  29%|██▊       | 128/448 [00:12<00:29, 10.84it/s, ce=0.3304, ear=-2.7754, loss=0.0529]
[Train]:  29%|██▊       | 128/448 [00:12<00:29, 10.84it/s, ce=0.3299, ear=-2.7745, loss=0.0525]
[Train]:  29%|██▊       | 128/448 [00:12<00:29, 10.84it/s, ce=0.3331, ear=-2.7745, loss=0.0556]
[Train]:  29%|██▉       | 130/448 [00:12<00:29, 10.84it/s, ce=0.3331, ear=-2.7745, loss=0.0556]
[Train]:  29%|██▉       | 130/448 [00:12<00:29, 10.84it/s, ce=0.3349, ear=-2.7750, loss=0.0574]
[Train]:  29%|██▉       | 130/448 [00:12<00:29, 10.84it/s, ce=0.3347, ear=-2.7738, loss=0.0573]
[Train]:  29%|██▉       | 132/448 [00:12<00:29, 10.89it/s, ce=0.3347, ear=-2.7738, loss=0.0573]
[Train]:  29%|██▉       | 132/448 [00:12<00:29, 10.89it/s, ce=0.3337, ear=-2.7754, loss=0.0562]
[Train]:  29%|██▉       | 132/448 [00:12<00:29, 10.89it/s, ce=0.3364, ear=-2.7771, loss=0.0587]
[Train]:  30%|██▉       | 134/448 [00:12<00:28, 10.89it/s, ce=0.3364, ear=-2.7771, loss=0.0587]
[Train]:  30%|██▉       | 134/448 [00:12<00:28, 10.89it/s, ce=0.3353, ear=-2.7777, loss=0.0575]
[Train]:  30%|██▉       | 134/448 [00:12<00:28, 10.89it/s, ce=0.3344, ear=-2.7785, loss=0.0565]
[Train]:  30%|███       | 136/448 [00:12<00:28, 10.85it/s, ce=0.3344, ear=-2.7785, loss=0.0565]
[Train]:  30%|███       | 136/448 [00:12<00:28, 10.85it/s, ce=0.3332, ear=-2.7790, loss=0.0553]
[Train]:  30%|███       | 136/448 [00:13<00:28, 10.85it/s, ce=0.3327, ear=-2.7784, loss=0.0549]
[Train]:  31%|███       | 138/448 [00:13<00:28, 10.87it/s, ce=0.3327, ear=-2.7784, loss=0.0549]
[Train]:  31%|███       | 138/448 [00:13<00:28, 10.87it/s, ce=0.3338, ear=-2.7766, loss=0.0562]
[Train]:  31%|███       | 138/448 [00:13<00:28, 10.87it/s, ce=0.3333, ear=-2.7758, loss=0.0557]
[Train]:  31%|███▏      | 140/448 [00:13<00:28, 10.89it/s, ce=0.3333, ear=-2.7758, loss=0.0557]
[Train]:  31%|███▏      | 140/448 [00:13<00:28, 10.89it/s, ce=0.3335, ear=-2.7758, loss=0.0560]
[Train]:  31%|███▏      | 140/448 [00:13<00:28, 10.89it/s, ce=0.3323, ear=-2.7768, loss=0.0546]
[Train]:  32%|███▏      | 142/448 [00:13<00:28, 10.84it/s, ce=0.3323, ear=-2.7768, loss=0.0546]
[Train]:  32%|███▏      | 142/448 [00:13<00:28, 10.84it/s, ce=0.3320, ear=-2.7757, loss=0.0544]
[Train]:  32%|███▏      | 142/448 [00:13<00:28, 10.84it/s, ce=0.3341, ear=-2.7741, loss=0.0567]
[Train]:  32%|███▏      | 144/448 [00:13<00:28, 10.75it/s, ce=0.3341, ear=-2.7741, loss=0.0567]
[Train]:  32%|███▏      | 144/448 [00:13<00:28, 10.75it/s, ce=0.3331, ear=-2.7747, loss=0.0556]
[Train]:  32%|███▏      | 144/448 [00:13<00:28, 10.75it/s, ce=0.3332, ear=-2.7748, loss=0.0557]
[Train]:  33%|███▎      | 146/448 [00:13<00:27, 10.82it/s, ce=0.3332, ear=-2.7748, loss=0.0557]
[Train]:  33%|███▎      | 146/448 [00:13<00:27, 10.82it/s, ce=0.3345, ear=-2.7756, loss=0.0569]
[Train]:  33%|███▎      | 146/448 [00:13<00:27, 10.82it/s, ce=0.3334, ear=-2.7754, loss=0.0559]
[Train]:  33%|███▎      | 148/448 [00:13<00:27, 10.88it/s, ce=0.3334, ear=-2.7754, loss=0.0559]
[Train]:  33%|███▎      | 148/448 [00:14<00:27, 10.88it/s, ce=0.3329, ear=-2.7755, loss=0.0554]
[Train]:  33%|███▎      | 148/448 [00:14<00:27, 10.88it/s, ce=0.3340, ear=-2.7753, loss=0.0565]
[Train]:  33%|███▎      | 150/448 [00:14<00:27, 10.92it/s, ce=0.3340, ear=-2.7753, loss=0.0565]
[Train]:  33%|███▎      | 150/448 [00:14<00:27, 10.92it/s, ce=0.3336, ear=-2.7754, loss=0.0560]
[Train]:  33%|███▎      | 150/448 [00:14<00:27, 10.92it/s, ce=0.3320, ear=-2.7760, loss=0.0544]
[Train]:  34%|███▍      | 152/448 [00:14<00:27, 10.96it/s, ce=0.3320, ear=-2.7760, loss=0.0544]
[Train]:  34%|███▍      | 152/448 [00:14<00:27, 10.96it/s, ce=0.3321, ear=-2.7765, loss=0.0545]
[Train]:  34%|███▍      | 152/448 [00:14<00:27, 10.96it/s, ce=0.3320, ear=-2.7776, loss=0.0542]
[Train]:  34%|███▍      | 154/448 [00:14<00:26, 10.99it/s, ce=0.3320, ear=-2.7776, loss=0.0542]
[Train]:  34%|███▍      | 154/448 [00:14<00:26, 10.99it/s, ce=0.3333, ear=-2.7781, loss=0.0555]
[Train]:  34%|███▍      | 154/448 [00:14<00:26, 10.99it/s, ce=0.3338, ear=-2.7780, loss=0.0560]
[Train]:  35%|███▍      | 156/448 [00:14<00:26, 11.03it/s, ce=0.3338, ear=-2.7780, loss=0.0560]
[Train]:  35%|███▍      | 156/448 [00:14<00:26, 11.03it/s, ce=0.3342, ear=-2.7778, loss=0.0564]
[Train]:  35%|███▍      | 156/448 [00:14<00:26, 11.03it/s, ce=0.3340, ear=-2.7771, loss=0.0563]
[Train]:  35%|███▌      | 158/448 [00:14<00:26, 11.02it/s, ce=0.3340, ear=-2.7771, loss=0.0563]
[Train]:  35%|███▌      | 158/448 [00:14<00:26, 11.02it/s, ce=0.3340, ear=-2.7770, loss=0.0563]
[Train]:  35%|███▌      | 158/448 [00:15<00:26, 11.02it/s, ce=0.3327, ear=-2.7774, loss=0.0550]
[Train]:  36%|███▌      | 160/448 [00:15<00:26, 11.04it/s, ce=0.3327, ear=-2.7774, loss=0.0550]
[Train]:  36%|███▌      | 160/448 [00:15<00:26, 11.04it/s, ce=0.3315, ear=-2.7777, loss=0.0538]
[Train]:  36%|███▌      | 160/448 [00:15<00:26, 11.04it/s, ce=0.3309, ear=-2.7776, loss=0.0531]
[Train]:  36%|███▌      | 162/448 [00:15<00:25, 11.05it/s, ce=0.3309, ear=-2.7776, loss=0.0531]
[Train]:  36%|███▌      | 162/448 [00:15<00:25, 11.05it/s, ce=0.3307, ear=-2.7776, loss=0.0529]
[Train]:  36%|███▌      | 162/448 [00:15<00:25, 11.05it/s, ce=0.3306, ear=-2.7766, loss=0.0529]
[Train]:  37%|███▋      | 164/448 [00:15<00:25, 11.07it/s, ce=0.3306, ear=-2.7766, loss=0.0529]
[Train]:  37%|███▋      | 164/448 [00:15<00:25, 11.07it/s, ce=0.3306, ear=-2.7764, loss=0.0529]
[Train]:  37%|███▋      | 164/448 [00:15<00:25, 11.07it/s, ce=0.3300, ear=-2.7767, loss=0.0523]
[Train]:  37%|███▋      | 166/448 [00:15<00:25, 11.07it/s, ce=0.3300, ear=-2.7767, loss=0.0523]
[Train]:  37%|███▋      | 166/448 [00:15<00:25, 11.07it/s, ce=0.3300, ear=-2.7763, loss=0.0524]
[Train]:  37%|███▋      | 166/448 [00:15<00:25, 11.07it/s, ce=0.3301, ear=-2.7770, loss=0.0524]
[Train]:  38%|███▊      | 168/448 [00:15<00:25, 11.02it/s, ce=0.3301, ear=-2.7770, loss=0.0524]
[Train]:  38%|███▊      | 168/448 [00:15<00:25, 11.02it/s, ce=0.3301, ear=-2.7772, loss=0.0524]
[Train]:  38%|███▊      | 168/448 [00:15<00:25, 11.02it/s, ce=0.3292, ear=-2.7773, loss=0.0515]
[Train]:  38%|███▊      | 170/448 [00:15<00:25, 10.94it/s, ce=0.3292, ear=-2.7773, loss=0.0515]
[Train]:  38%|███▊      | 170/448 [00:15<00:25, 10.94it/s, ce=0.3279, ear=-2.7771, loss=0.0502]
[Train]:  38%|███▊      | 170/448 [00:16<00:25, 10.94it/s, ce=0.3273, ear=-2.7768, loss=0.0496]
[Train]:  38%|███▊      | 172/448 [00:16<00:25, 10.89it/s, ce=0.3273, ear=-2.7768, loss=0.0496]
[Train]:  38%|███▊      | 172/448 [00:16<00:25, 10.89it/s, ce=0.3270, ear=-2.7777, loss=0.0493]
[Train]:  38%|███▊      | 172/448 [00:16<00:25, 10.89it/s, ce=0.3280, ear=-2.7779, loss=0.0502]
[Train]:  39%|███▉      | 174/448 [00:16<00:25, 10.93it/s, ce=0.3280, ear=-2.7779, loss=0.0502]
[Train]:  39%|███▉      | 174/448 [00:16<00:25, 10.93it/s, ce=0.3272, ear=-2.7779, loss=0.0494]
[Train]:  39%|███▉      | 174/448 [00:16<00:25, 10.93it/s, ce=0.3262, ear=-2.7778, loss=0.0485]
[Train]:  39%|███▉      | 176/448 [00:16<00:24, 10.98it/s, ce=0.3262, ear=-2.7778, loss=0.0485]
[Train]:  39%|███▉      | 176/448 [00:16<00:24, 10.98it/s, ce=0.3267, ear=-2.7783, loss=0.0488]
[Train]:  39%|███▉      | 176/448 [00:16<00:24, 10.98it/s, ce=0.3262, ear=-2.7785, loss=0.0483]
[Train]:  40%|███▉      | 178/448 [00:16<00:24, 10.95it/s, ce=0.3262, ear=-2.7785, loss=0.0483]
[Train]:  40%|███▉      | 178/448 [00:16<00:24, 10.95it/s, ce=0.3277, ear=-2.7786, loss=0.0499]
[Train]:  40%|███▉      | 178/448 [00:16<00:24, 10.95it/s, ce=0.3285, ear=-2.7786, loss=0.0507]
[Train]:  40%|████      | 180/448 [00:16<00:24, 10.94it/s, ce=0.3285, ear=-2.7786, loss=0.0507]
[Train]:  40%|████      | 180/448 [00:16<00:24, 10.94it/s, ce=0.3274, ear=-2.7793, loss=0.0495]
[Train]:  40%|████      | 180/448 [00:17<00:24, 10.94it/s, ce=0.3272, ear=-2.7794, loss=0.0493]
[Train]:  41%|████      | 182/448 [00:17<00:24, 10.92it/s, ce=0.3272, ear=-2.7794, loss=0.0493]
[Train]:  41%|████      | 182/448 [00:17<00:24, 10.92it/s, ce=0.3262, ear=-2.7784, loss=0.0484]
[Train]:  41%|████      | 182/448 [00:17<00:24, 10.92it/s, ce=0.3257, ear=-2.7779, loss=0.0479]
[Train]:  41%|████      | 184/448 [00:17<00:24, 10.85it/s, ce=0.3257, ear=-2.7779, loss=0.0479]
[Train]:  41%|████      | 184/448 [00:17<00:24, 10.85it/s, ce=0.3249, ear=-2.7780, loss=0.0471]
[Train]:  41%|████      | 184/448 [00:17<00:24, 10.85it/s, ce=0.3250, ear=-2.7784, loss=0.0472]
[Train]:  42%|████▏     | 186/448 [00:17<00:24, 10.80it/s, ce=0.3250, ear=-2.7784, loss=0.0472]
[Train]:  42%|████▏     | 186/448 [00:17<00:24, 10.80it/s, ce=0.3247, ear=-2.7768, loss=0.0471]
[Train]:  42%|████▏     | 186/448 [00:17<00:24, 10.80it/s, ce=0.3234, ear=-2.7761, loss=0.0458]
[Train]:  42%|████▏     | 188/448 [00:17<00:24, 10.67it/s, ce=0.3234, ear=-2.7761, loss=0.0458]
[Train]:  42%|████▏     | 188/448 [00:17<00:24, 10.67it/s, ce=0.3226, ear=-2.7766, loss=0.0450]
[Train]:  42%|████▏     | 188/448 [00:17<00:24, 10.67it/s, ce=0.3214, ear=-2.7763, loss=0.0438]
[Train]:  42%|████▏     | 190/448 [00:17<00:24, 10.60it/s, ce=0.3214, ear=-2.7763, loss=0.0438]
[Train]:  42%|████▏     | 190/448 [00:17<00:24, 10.60it/s, ce=0.3204, ear=-2.7766, loss=0.0427]
[Train]:  42%|████▏     | 190/448 [00:17<00:24, 10.60it/s, ce=0.3205, ear=-2.7768, loss=0.0428]
[Train]:  43%|████▎     | 192/448 [00:17<00:23, 10.70it/s, ce=0.3205, ear=-2.7768, loss=0.0428]
[Train]:  43%|████▎     | 192/448 [00:18<00:23, 10.70it/s, ce=0.3206, ear=-2.7766, loss=0.0429]
[Train]:  43%|████▎     | 192/448 [00:18<00:23, 10.70it/s, ce=0.3193, ear=-2.7763, loss=0.0416]
[Train]:  43%|████▎     | 194/448 [00:18<00:23, 10.73it/s, ce=0.3193, ear=-2.7763, loss=0.0416]
[Train]:  43%|████▎     | 194/448 [00:18<00:23, 10.73it/s, ce=0.3229, ear=-2.7772, loss=0.0451]
[Train]:  43%|████▎     | 194/448 [00:18<00:23, 10.73it/s, ce=0.3252, ear=-2.7770, loss=0.0475]
[Train]:  44%|████▍     | 196/448 [00:18<00:22, 11.28it/s, ce=0.3252, ear=-2.7770, loss=0.0475]
[Train]:  44%|████▍     | 196/448 [00:18<00:22, 11.28it/s, ce=0.3267, ear=-2.7765, loss=0.0490]
[Train]:  44%|████▍     | 196/448 [00:18<00:22, 11.28it/s, ce=0.3268, ear=-2.7773, loss=0.0491]
[Train]:  44%|████▍     | 198/448 [00:18<00:22, 11.28it/s, ce=0.3268, ear=-2.7773, loss=0.0491]
[Train]:  44%|████▍     | 198/448 [00:18<00:22, 11.28it/s, ce=0.3257, ear=-2.7780, loss=0.0479]
[Train]:  44%|████▍     | 198/448 [00:18<00:22, 11.28it/s, ce=0.3248, ear=-2.7780, loss=0.0470]
[Train]:  45%|████▍     | 200/448 [00:18<00:22, 11.27it/s, ce=0.3248, ear=-2.7780, loss=0.0470]
[Train]:  45%|████▍     | 200/448 [00:18<00:22, 11.27it/s, ce=0.3239, ear=-2.7773, loss=0.0461]
[Train]:  45%|████▍     | 200/448 [00:18<00:22, 11.27it/s, ce=0.3236, ear=-2.7772, loss=0.0459]
[Train]:  45%|████▌     | 202/448 [00:18<00:21, 11.26it/s, ce=0.3236, ear=-2.7772, loss=0.0459]
[Train]:  45%|████▌     | 202/448 [00:18<00:21, 11.26it/s, ce=0.3247, ear=-2.7784, loss=0.0469]
[Train]:  45%|████▌     | 202/448 [00:19<00:21, 11.26it/s, ce=0.3240, ear=-2.7776, loss=0.0463]
[Train]:  46%|████▌     | 204/448 [00:19<00:21, 11.26it/s, ce=0.3240, ear=-2.7776, loss=0.0463]
[Train]:  46%|████▌     | 204/448 [00:19<00:21, 11.26it/s, ce=0.3232, ear=-2.7789, loss=0.0453]
[Train]:  46%|████▌     | 204/448 [00:19<00:21, 11.26it/s, ce=0.3238, ear=-2.7792, loss=0.0459]
[Train]:  46%|████▌     | 206/448 [00:19<00:21, 11.28it/s, ce=0.3238, ear=-2.7792, loss=0.0459]
[Train]:  46%|████▌     | 206/448 [00:19<00:21, 11.28it/s, ce=0.3234, ear=-2.7788, loss=0.0455]
[Train]:  46%|████▌     | 206/448 [00:19<00:21, 11.28it/s, ce=0.3231, ear=-2.7794, loss=0.0451]
[Train]:  46%|████▋     | 208/448 [00:19<00:21, 11.30it/s, ce=0.3231, ear=-2.7794, loss=0.0451]
[Train]:  46%|████▋     | 208/448 [00:19<00:21, 11.30it/s, ce=0.3223, ear=-2.7804, loss=0.0443]
[Train]:  46%|████▋     | 208/448 [00:19<00:21, 11.30it/s, ce=0.3213, ear=-2.7803, loss=0.0433]
[Train]:  47%|████▋     | 210/448 [00:19<00:21, 11.29it/s, ce=0.3213, ear=-2.7803, loss=0.0433]
[Train]:  47%|████▋     | 210/448 [00:19<00:21, 11.29it/s, ce=0.3206, ear=-2.7800, loss=0.0426]
[Train]:  47%|████▋     | 210/448 [00:19<00:21, 11.29it/s, ce=0.3204, ear=-2.7793, loss=0.0425]
[Train]:  47%|████▋     | 212/448 [00:19<00:20, 11.30it/s, ce=0.3204, ear=-2.7793, loss=0.0425]
[Train]:  47%|████▋     | 212/448 [00:19<00:20, 11.30it/s, ce=0.3215, ear=-2.7797, loss=0.0435]
[Train]:  47%|████▋     | 212/448 [00:19<00:20, 11.30it/s, ce=0.3210, ear=-2.7800, loss=0.0430]
[Train]:  48%|████▊     | 214/448 [00:19<00:20, 11.31it/s, ce=0.3210, ear=-2.7800, loss=0.0430]
[Train]:  48%|████▊     | 214/448 [00:19<00:20, 11.31it/s, ce=0.3211, ear=-2.7800, loss=0.0431]
[Train]:  48%|████▊     | 214/448 [00:20<00:20, 11.31it/s, ce=0.3201, ear=-2.7798, loss=0.0422]
