
>>> [1/63] GetFair | dynahate | seed=2024
>>> Command: python3 src_script/train/train_baseline_getfair.py --dataset dynahate --seed 2024 --lambda_gf 0.5 --epochs 6 --patience 3 --batch_size 16 --grad_accum 2 --lr 2e-5 --max_len 128
>>> Start: Sun Mar 15 07:12:21 CST 2026
/root/miniconda/lib/python3.8/site-packages/torchvision/datapoints/__init__.py:12: UserWarning: The torchvision.datapoints and torchvision.transforms.v2 namespaces are still Beta. While we do not expect major breaking changes, some APIs may still change according to user feedback. Please submit any feedback you may have in this issue: https://github.com/pytorch/vision/issues/6753, and you can also check out https://github.com/pytorch/vision/issues/7319 to learn more about the APIs that we suspect might involve future changes. You can silence this warning by calling torchvision.disable_beta_transforms_warning().
  warnings.warn(_BETA_TRANSFORMS_WARNING)
/root/miniconda/lib/python3.8/site-packages/torchvision/transforms/v2/__init__.py:54: UserWarning: The torchvision.datapoints and torchvision.transforms.v2 namespaces are still Beta. While we do not expect major breaking changes, some APIs may still change according to user feedback. Please submit any feedback you may have in this issue: https://github.com/pytorch/vision/issues/6753, and you can also check out https://github.com/pytorch/vision/issues/7319 to learn more about the APIs that we suspect might involve future changes. You can silence this warning by calling torchvision.disable_beta_transforms_warning().
  warnings.warn(_BETA_TRANSFORMS_WARNING)
[Hardware] TF32 acceleration enabled for Ampere+ GPUs.
[Experiment] GetFair_dynahate_seed2024_0315_0712
[Data] Train: 8844 | Val: 1091 | Test: 1111
[Model] GetFair | lambda_gf=0.5

Epoch 1/6

[Train]:   0%|          | 0/553 [00:00<?, ?it/s]
[Train]:  19%|█▉        | 104/553 [00:23<01:39,  4.51it/s, ce=0.6995, gf=0.0000, loss=0.6995]
[Train]:  19%|█▉        | 105/553 [00:23<01:37,  4.59it/s, ce=0.6995, gf=0.0000, loss=0.6995]
[Train]:  19%|█▉        | 105/553 [00:23<01:37,  4.59it/s, ce=0.6994, gf=0.0000, loss=0.6994]
[Train]:  19%|█▉        | 106/553 [00:23<01:38,  4.52it/s, ce=0.6994, gf=0.0000, loss=0.6994]
[Train]:  19%|█▉        | 106/553 [00:23<01:38,  4.52it/s, ce=0.6989, gf=0.0000, loss=0.6989]
[Train]:  19%|█▉        | 107/553 [00:23<01:36,  4.61it/s, ce=0.6989, gf=0.0000, loss=0.6989]
[Train]:  19%|█▉        | 107/553 [00:24<01:36,  4.61it/s, ce=0.6981, gf=0.0000, loss=0.6982]
[Train]:  20%|█▉        | 108/553 [00:24<01:38,  4.52it/s, ce=0.6981, gf=0.0000, loss=0.6982]
[Train]:  20%|█▉        | 108/553 [00:24<01:38,  4.52it/s, ce=0.6981, gf=0.0000, loss=0.6981]
[Train]:  20%|█▉        | 109/553 [00:24<01:36,  4.61it/s, ce=0.6981, gf=0.0000, loss=0.6981]
[Train]:  20%|█▉        | 109/553 [00:24<01:36,  4.61it/s, ce=0.6989, gf=0.0000, loss=0.6989]
[Train]:  20%|█▉        | 110/553 [00:24<01:37,  4.52it/s, ce=0.6989, gf=0.0000, loss=0.6989]
[Train]:  20%|█▉        | 110/553 [00:24<01:37,  4.52it/s, ce=0.6984, gf=0.0000, loss=0.6984]
[Train]:  20%|██        | 111/553 [00:24<01:35,  4.63it/s, ce=0.6984, gf=0.0000, loss=0.6984]
[Train]:  20%|██        | 111/553 [00:25<01:35,  4.63it/s, ce=0.6981, gf=0.0000, loss=0.6981]
[Train]:  20%|██        | 112/553 [00:25<01:37,  4.53it/s, ce=0.6981, gf=0.0000, loss=0.6981]
[Train]:  20%|██        | 112/553 [00:25<01:37,  4.53it/s, ce=0.6981, gf=0.0000, loss=0.6981]
[Train]:  20%|██        | 113/553 [00:25<01:35,  4.59it/s, ce=0.6981, gf=0.0000, loss=0.6981]
[Train]:  20%|██        | 113/553 [00:25<01:35,  4.59it/s, ce=0.6984, gf=0.0000, loss=0.6984]
[Train]:  21%|██        | 114/553 [00:25<01:37,  4.49it/s, ce=0.6984, gf=0.0000, loss=0.6984]
[Train]:  21%|██        | 114/553 [00:25<01:37,  4.49it/s, ce=0.6974, gf=0.0000, loss=0.6974]
[Train]:  21%|██        | 115/553 [00:25<01:35,  4.59it/s, ce=0.6974, gf=0.0000, loss=0.6974]
[Train]:  21%|██        | 115/553 [00:25<01:35,  4.59it/s, ce=0.6972, gf=0.0000, loss=0.6972]
[Train]:  21%|██        | 116/553 [00:25<01:36,  4.51it/s, ce=0.6972, gf=0.0000, loss=0.6972]
[Train]:  21%|██        | 116/553 [00:26<01:36,  4.51it/s, ce=0.6966, gf=0.0000, loss=0.6966]
[Train]:  21%|██        | 117/553 [00:26<01:34,  4.62it/s, ce=0.6966, gf=0.0000, loss=0.6966]
[Train]:  21%|██        | 117/553 [00:26<01:34,  4.62it/s, ce=0.6963, gf=0.0000, loss=0.6963]
[Train]:  21%|██▏       | 118/553 [00:26<01:36,  4.50it/s, ce=0.6963, gf=0.0000, loss=0.6963]
[Train]:  21%|██▏       | 118/553 [00:26<01:36,  4.50it/s, ce=0.6958, gf=0.0000, loss=0.6958]
[Train]:  22%|██▏       | 119/553 [00:26<01:34,  4.60it/s, ce=0.6958, gf=0.0000, loss=0.6958]
[Train]:  22%|██▏       | 119/553 [00:26<01:34,  4.60it/s, ce=0.6953, gf=0.0000, loss=0.6953]
[Train]:  22%|██▏       | 120/553 [00:26<01:36,  4.50it/s, ce=0.6953, gf=0.0000, loss=0.6953]
[Train]:  22%|██▏       | 120/553 [00:27<01:36,  4.50it/s, ce=0.6946, gf=0.0000, loss=0.6946]
[Train]:  22%|██▏       | 121/553 [00:27<01:33,  4.60it/s, ce=0.6946, gf=0.0000, loss=0.6946]
[Train]:  22%|██▏       | 121/553 [00:27<01:33,  4.60it/s, ce=0.6946, gf=0.0000, loss=0.6946]
[Train]:  22%|██▏       | 122/553 [00:27<01:35,  4.52it/s, ce=0.6946, gf=0.0000, loss=0.6946]
[Train]:  22%|██▏       | 122/553 [00:27<01:35,  4.52it/s, ce=0.6943, gf=0.0000, loss=0.6943]
[Train]:  22%|██▏       | 123/553 [00:27<01:33,  4.61it/s, ce=0.6943, gf=0.0000, loss=0.6943]
[Train]:  22%|██▏       | 123/553 [00:27<01:33,  4.61it/s, ce=0.6939, gf=0.0000, loss=0.6939]
[Train]:  22%|██▏       | 124/553 [00:27<01:35,  4.52it/s, ce=0.6939, gf=0.0000, loss=0.6939]
[Train]:  22%|██▏       | 124/553 [00:27<01:35,  4.52it/s, ce=0.6937, gf=0.0000, loss=0.6937]
[Train]:  23%|██▎       | 125/553 [00:27<01:33,  4.60it/s, ce=0.6937, gf=0.0000, loss=0.6937]
[Train]:  23%|██▎       | 125/553 [00:28<01:33,  4.60it/s, ce=0.6937, gf=0.0000, loss=0.6937]
[Train]:  23%|██▎       | 126/553 [00:28<01:34,  4.51it/s, ce=0.6937, gf=0.0000, loss=0.6937]
[Train]:  23%|██▎       | 126/553 [00:28<01:34,  4.51it/s, ce=0.6930, gf=0.0000, loss=0.6930]
[Train]:  23%|██▎       | 127/553 [00:28<01:32,  4.62it/s, ce=0.6930, gf=0.0000, loss=0.6930]
[Train]:  23%|██▎       | 127/553 [00:28<01:32,  4.62it/s, ce=0.6925, gf=0.0000, loss=0.6925]
[Train]:  23%|██▎       | 128/553 [00:28<01:33,  4.54it/s, ce=0.6925, gf=0.0000, loss=0.6925]
[Train]:  23%|██▎       | 128/553 [00:28<01:33,  4.54it/s, ce=0.6930, gf=0.0000, loss=0.6930]
[Train]:  23%|██▎       | 129/553 [00:28<01:31,  4.61it/s, ce=0.6930, gf=0.0000, loss=0.6930]
[Train]:  23%|██▎       | 129/553 [00:28<01:31,  4.61it/s, ce=0.6938, gf=0.0000, loss=0.6938]
[Train]:  24%|██▎       | 130/553 [00:28<01:33,  4.51it/s, ce=0.6938, gf=0.0000, loss=0.6938]
[Train]:  24%|██▎       | 130/553 [00:29<01:33,  4.51it/s, ce=0.6938, gf=0.0000, loss=0.6938]
[Train]:  24%|██▎       | 131/553 [00:29<01:31,  4.61it/s, ce=0.6938, gf=0.0000, loss=0.6938]
[Train]:  24%|██▎       | 131/553 [00:29<01:31,  4.61it/s, ce=0.6947, gf=0.0000, loss=0.6947]
[Train]:  24%|██▍       | 132/553 [00:29<01:32,  4.53it/s, ce=0.6947, gf=0.0000, loss=0.6947]
[Train]:  24%|██▍       | 132/553 [00:29<01:32,  4.53it/s, ce=0.6941, gf=0.0000, loss=0.6941]
[Train]:  24%|██▍       | 133/553 [00:29<01:30,  4.63it/s, ce=0.6941, gf=0.0000, loss=0.6941]
[Train]:  24%|██▍       | 133/553 [00:29<01:30,  4.63it/s, ce=0.6940, gf=0.0000, loss=0.6940]
[Train]:  24%|██▍       | 134/553 [00:29<01:32,  4.54it/s, ce=0.6940, gf=0.0000, loss=0.6940]
[Train]:  24%|██▍       | 134/553 [00:30<01:32,  4.54it/s, ce=0.6945, gf=0.0000, loss=0.6945]
[Train]:  24%|██▍       | 135/553 [00:30<01:30,  4.63it/s, ce=0.6945, gf=0.0000, loss=0.6945]
[Train]:  24%|██▍       | 135/553 [00:30<01:30,  4.63it/s, ce=0.6941, gf=0.0000, loss=0.6941]
[Train]:  25%|██▍       | 136/553 [00:30<01:32,  4.52it/s, ce=0.6941, gf=0.0000, loss=0.6941]
[Train]:  25%|██▍       | 136/553 [00:30<01:32,  4.52it/s, ce=0.6941, gf=0.0000, loss=0.6942]
[Train]:  25%|██▍       | 137/553 [00:30<01:30,  4.62it/s, ce=0.6941, gf=0.0000, loss=0.6942]
[Train]:  25%|██▍       | 137/553 [00:30<01:30,  4.62it/s, ce=0.6934, gf=0.0000, loss=0.6934]
[Train]:  25%|██▍       | 138/553 [00:30<01:31,  4.54it/s, ce=0.6934, gf=0.0000, loss=0.6934]
[Train]:  25%|██▍       | 138/553 [00:30<01:31,  4.54it/s, ce=0.6926, gf=0.0000, loss=0.6926]
[Train]:  25%|██▌       | 139/553 [00:30<01:29,  4.64it/s, ce=0.6926, gf=0.0000, loss=0.6926]
[Train]:  25%|██▌       | 139/553 [00:31<01:29,  4.64it/s, ce=0.6921, gf=0.0000, loss=0.6921]
[Train]:  25%|██▌       | 140/553 [00:31<01:30,  4.54it/s, ce=0.6921, gf=0.0000, loss=0.6921]
[Train]:  25%|██▌       | 140/553 [00:31<01:30,  4.54it/s, ce=0.6917, gf=0.0000, loss=0.6917]
[Train]:  25%|██▌       | 141/553 [00:31<01:28,  4.64it/s, ce=0.6917, gf=0.0000, loss=0.6917]
[Train]:  25%|██▌       | 141/553 [00:31<01:28,  4.64it/s, ce=0.6919, gf=0.0000, loss=0.6919]
[Train]:  26%|██▌       | 142/553 [00:31<01:30,  4.54it/s, ce=0.6919, gf=0.0000, loss=0.6919]
[Train]:  26%|██▌       | 142/553 [00:31<01:30,  4.54it/s, ce=0.6915, gf=0.0000, loss=0.6916]
[Train]:  26%|██▌       | 143/553 [00:31<01:28,  4.63it/s, ce=0.6915, gf=0.0000, loss=0.6916]
[Train]:  26%|██▌       | 143/553 [00:32<01:28,  4.63it/s, ce=0.6916, gf=0.0000, loss=0.6916]
[Train]:  26%|██▌       | 144/553 [00:32<01:30,  4.54it/s, ce=0.6916, gf=0.0000, loss=0.6916]
[Train]:  26%|██▌       | 144/553 [00:32<01:30,  4.54it/s, ce=0.6916, gf=0.0000, loss=0.6917]
[Train]:  26%|██▌       | 145/553 [00:32<01:28,  4.63it/s, ce=0.6916, gf=0.0000, loss=0.6917]
[Train]:  26%|██▌       | 145/553 [00:32<01:28,  4.63it/s, ce=0.6908, gf=0.0000, loss=0.6909]
[Train]:  26%|██▋       | 146/553 [00:32<01:30,  4.52it/s, ce=0.6908, gf=0.0000, loss=0.6909]
[Train]:  26%|██▋       | 146/553 [00:32<01:30,  4.52it/s, ce=0.6905, gf=0.0000, loss=0.6905]
[Train]:  27%|██▋       | 147/553 [00:32<01:27,  4.61it/s, ce=0.6905, gf=0.0000, loss=0.6905]
[Train]:  27%|██▋       | 147/553 [00:32<01:27,  4.61it/s, ce=0.6902, gf=0.0000, loss=0.6902]
[Train]:  27%|██▋       | 148/553 [00:32<01:29,  4.52it/s, ce=0.6902, gf=0.0000, loss=0.6902]
[Train]:  27%|██▋       | 148/553 [00:33<01:29,  4.52it/s, ce=0.6903, gf=0.0000, loss=0.6903]
[Train]:  27%|██▋       | 149/553 [00:33<01:27,  4.62it/s, ce=0.6903, gf=0.0000, loss=0.6903]
[Train]:  27%|██▋       | 149/553 [00:33<01:27,  4.62it/s, ce=0.6897, gf=0.0000, loss=0.6897]
[Train]:  27%|██▋       | 150/553 [00:33<01:29,  4.52it/s, ce=0.6897, gf=0.0000, loss=0.6897]
[Train]:  27%|██▋       | 150/553 [00:33<01:29,  4.52it/s, ce=0.6890, gf=0.0000, loss=0.6890]
[Train]:  27%|██▋       | 151/553 [00:33<01:27,  4.60it/s, ce=0.6890, gf=0.0000, loss=0.6890]
[Train]:  27%|██▋       | 151/553 [00:33<01:27,  4.60it/s, ce=0.6882, gf=0.0000, loss=0.6882]
[Train]:  27%|██▋       | 152/553 [00:33<01:28,  4.52it/s, ce=0.6882, gf=0.0000, loss=0.6882]
[Train]:  27%|██▋       | 152/553 [00:34<01:28,  4.52it/s, ce=0.6876, gf=0.0000, loss=0.6876]
[Train]:  28%|██▊       | 153/553 [00:34<01:26,  4.62it/s, ce=0.6876, gf=0.0000, loss=0.6876]
[Train]:  28%|██▊       | 153/553 [00:34<01:26,  4.62it/s, ce=0.6876, gf=0.0000, loss=0.6876]
[Train]:  28%|██▊       | 154/553 [00:34<01:28,  4.53it/s, ce=0.6876, gf=0.0000, loss=0.6876]
[Train]:  28%|██▊       | 154/553 [00:34<01:28,  4.53it/s, ce=0.6873, gf=0.0000, loss=0.6873]
[Train]:  28%|██▊       | 155/553 [00:34<01:26,  4.61it/s, ce=0.6873, gf=0.0000, loss=0.6873]
[Train]:  28%|██▊       | 155/553 [00:34<01:26,  4.61it/s, ce=0.6869, gf=0.0000, loss=0.6869]
[Train]:  28%|██▊       | 156/553 [00:34<01:28,  4.50it/s, ce=0.6869, gf=0.0000, loss=0.6869]
[Train]:  28%|██▊       | 156/553 [00:34<01:28,  4.50it/s, ce=0.6873, gf=0.0000, loss=0.6873]
[Train]:  28%|██▊       | 157/553 [00:34<01:26,  4.58it/s, ce=0.6873, gf=0.0000, loss=0.6873]
[Train]:  28%|██▊       | 157/553 [00:35<01:26,  4.58it/s, ce=0.6867, gf=0.0000, loss=0.6867]
[Train]:  29%|██▊       | 158/553 [00:35<01:27,  4.50it/s, ce=0.6867, gf=0.0000, loss=0.6867]
[Train]:  29%|██▊       | 158/553 [00:35<01:27,  4.50it/s, ce=0.6866, gf=0.0000, loss=0.6866]
[Train]:  29%|██▉       | 159/553 [00:35<01:25,  4.60it/s, ce=0.6866, gf=0.0000, loss=0.6866]
[Train]:  29%|██▉       | 159/553 [00:35<01:25,  4.60it/s, ce=0.6861, gf=0.0000, loss=0.6861]
[Train]:  29%|██▉       | 160/553 [00:35<01:27,  4.51it/s, ce=0.6861, gf=0.0000, loss=0.6861]
[Train]:  29%|██▉       | 160/553 [00:35<01:27,  4.51it/s, ce=0.6853, gf=0.0000, loss=0.6853]
[Train]:  29%|██▉       | 161/553 [00:35<01:25,  4.60it/s, ce=0.6853, gf=0.0000, loss=0.6853]
[Train]:  29%|██▉       | 161/553 [00:35<01:25,  4.60it/s, ce=0.6850, gf=0.0000, loss=0.6850]
[Train]:  29%|██▉       | 162/553 [00:35<01:26,  4.50it/s, ce=0.6850, gf=0.0000, loss=0.6850]
[Train]:  29%|██▉       | 162/553 [00:36<01:26,  4.50it/s, ce=0.6841, gf=0.0000, loss=0.6841]
[Train]:  29%|██▉       | 163/553 [00:36<01:24,  4.61it/s, ce=0.6841, gf=0.0000, loss=0.6841]
[Train]:  29%|██▉       | 163/553 [00:36<01:24,  4.61it/s, ce=0.6837, gf=0.0000, loss=0.6837]
[Train]:  30%|██▉       | 164/553 [00:36<01:25,  4.52it/s, ce=0.6837, gf=0.0000, loss=0.6837]
[Train]:  30%|██▉       | 164/553 [00:36<01:25,  4.52it/s, ce=0.6834, gf=0.0000, loss=0.6834]
[Train]:  30%|██▉       | 165/553 [00:36<01:23,  4.63it/s, ce=0.6834, gf=0.0000, loss=0.6834]
[Train]:  30%|██▉       | 165/553 [00:36<01:23,  4.63it/s, ce=0.6831, gf=0.0000, loss=0.6832]
[Train]:  30%|███       | 166/553 [00:36<01:25,  4.52it/s, ce=0.6831, gf=0.0000, loss=0.6832]
[Train]:  30%|███       | 166/553 [00:37<01:25,  4.52it/s, ce=0.6830, gf=0.0000, loss=0.6830]
[Train]:  30%|███       | 167/553 [00:37<01:23,  4.62it/s, ce=0.6830, gf=0.0000, loss=0.6830]
[Train]:  30%|███       | 167/553 [00:37<01:23,  4.62it/s, ce=0.6819, gf=0.0000, loss=0.6819]
[Train]:  30%|███       | 168/553 [00:37<01:24,  4.53it/s, ce=0.6819, gf=0.0000, loss=0.6819]
[Train]:  30%|███       | 168/553 [00:37<01:24,  4.53it/s, ce=0.6812, gf=0.0000, loss=0.6812]
[Train]:  31%|███       | 169/553 [00:37<01:22,  4.63it/s, ce=0.6812, gf=0.0000, loss=0.6812]
[Train]:  31%|███       | 169/553 [00:37<01:22,  4.63it/s, ce=0.6798, gf=0.0000, loss=0.6798]
[Train]:  31%|███       | 170/553 [00:37<01:24,  4.55it/s, ce=0.6798, gf=0.0000, loss=0.6798]
[Train]:  31%|███       | 170/553 [00:37<01:24,  4.55it/s, ce=0.6786, gf=0.0000, loss=0.6786]
[Train]:  31%|███       | 171/553 [00:37<01:23,  4.59it/s, ce=0.6786, gf=0.0000, loss=0.6786]
[Train]:  31%|███       | 171/553 [00:38<01:23,  4.59it/s, ce=0.6784, gf=0.0000, loss=0.6784]
[Train]:  31%|███       | 172/553 [00:38<01:24,  4.48it/s, ce=0.6784, gf=0.0000, loss=0.6784]
[Train]:  31%|███       | 172/553 [00:38<01:24,  4.48it/s, ce=0.6773, gf=0.0000, loss=0.6773]
[Train]:  31%|███▏      | 173/553 [00:38<01:22,  4.61it/s, ce=0.6773, gf=0.0000, loss=0.6773]
[Train]:  31%|███▏      | 173/553 [00:38<01:22,  4.61it/s, ce=0.6768, gf=0.0000, loss=0.6768]
[Train]:  31%|███▏      | 174/553 [00:38<01:23,  4.53it/s, ce=0.6768, gf=0.0000, loss=0.6768]
[Train]:  31%|███▏      | 174/553 [00:38<01:23,  4.53it/s, ce=0.6768, gf=0.0000, loss=0.6768]
[Train]:  32%|███▏      | 175/553 [00:38<01:21,  4.63it/s, ce=0.6768, gf=0.0000, loss=0.6768]
[Train]:  32%|███▏      | 175/553 [00:39<01:21,  4.63it/s, ce=0.6758, gf=0.0000, loss=0.6758]
[Train]:  32%|███▏      | 176/553 [00:39<01:23,  4.50it/s, ce=0.6758, gf=0.0000, loss=0.6758]
[Train]:  32%|███▏      | 176/553 [00:39<01:23,  4.50it/s, ce=0.6738, gf=0.0000, loss=0.6738]
[Train]:  32%|███▏      | 177/553 [00:39<01:21,  4.59it/s, ce=0.6738, gf=0.0000, loss=0.6738]
[Train]:  32%|███▏      | 177/553 [00:39<01:21,  4.59it/s, ce=0.6730, gf=0.0000, loss=0.6730]
[Train]:  32%|███▏      | 178/553 [00:39<01:23,  4.51it/s, ce=0.6730, gf=0.0000, loss=0.6730]
[Train]:  32%|███▏      | 178/553 [00:39<01:23,  4.51it/s, ce=0.6721, gf=0.0000, loss=0.6721]
[Train]:  32%|███▏      | 179/553 [00:39<01:20,  4.62it/s, ce=0.6721, gf=0.0000, loss=0.6721]
[Train]:  32%|███▏      | 179/553 [00:39<01:20,  4.62it/s, ce=0.6702, gf=0.0000, loss=0.6702]
[Train]:  33%|███▎      | 180/553 [00:39<01:22,  4.54it/s, ce=0.6702, gf=0.0000, loss=0.6702]
[Train]:  33%|███▎      | 180/553 [00:40<01:22,  4.54it/s, ce=0.6688, gf=0.0000, loss=0.6689]
[Train]:  33%|███▎      | 181/553 [00:40<01:20,  4.64it/s, ce=0.6688, gf=0.0000, loss=0.6689]
[Train]:  33%|███▎      | 181/553 [00:40<01:20,  4.64it/s, ce=0.6675, gf=0.0000, loss=0.6676]
[Train]:  33%|███▎      | 182/553 [00:40<01:22,  4.52it/s, ce=0.6675, gf=0.0000, loss=0.6676]
[Train]:  33%|███▎      | 182/553 [00:40<01:22,  4.52it/s, ce=0.6669, gf=0.0000, loss=0.6669]
[Train]:  33%|███▎      | 183/553 [00:40<01:20,  4.62it/s, ce=0.6669, gf=0.0000, loss=0.6669]
[Train]:  33%|███▎      | 183/553 [00:40<01:20,  4.62it/s, ce=0.6655, gf=0.0000, loss=0.6655]
[Train]:  33%|███▎      | 184/553 [00:40<01:21,  4.54it/s, ce=0.6655, gf=0.0000, loss=0.6655]
[Train]:  33%|███▎      | 184/553 [00:41<01:21,  4.54it/s, ce=0.6643, gf=0.0000, loss=0.6643]
[Train]:  33%|███▎      | 185/553 [00:41<01:19,  4.63it/s, ce=0.6643, gf=0.0000, loss=0.6643]
[Train]:  33%|███▎      | 185/553 [00:41<01:19,  4.63it/s, ce=0.6626, gf=0.0000, loss=0.6626]
[Train]:  34%|███▎      | 186/553 [00:41<01:20,  4.54it/s, ce=0.6626, gf=0.0000, loss=0.6626]
[Train]:  34%|███▎      | 186/553 [00:41<01:20,  4.54it/s, ce=0.6615, gf=0.0000, loss=0.6615]
[Train]:  34%|███▍      | 187/553 [00:41<01:19,  4.61it/s, ce=0.6615, gf=0.0000, loss=0.6615]
[Train]:  34%|███▍      | 187/553 [00:41<01:19,  4.61it/s, ce=0.6598, gf=0.0000, loss=0.6598]
[Train]:  34%|███▍      | 188/553 [00:41<01:20,  4.52it/s, ce=0.6598, gf=0.0000, loss=0.6598]
[Train]:  34%|███▍      | 188/553 [00:41<01:20,  4.52it/s, ce=0.6594, gf=0.0000, loss=0.6594]
[Train]:  34%|███▍      | 189/553 [00:41<01:18,  4.62it/s, ce=0.6594, gf=0.0000, loss=0.6594]
[Train]:  34%|███▍      | 189/553 [00:42<01:18,  4.62it/s, ce=0.6582, gf=0.0000, loss=0.6582]
[Train]:  34%|███▍      | 190/553 [00:42<01:20,  4.53it/s, ce=0.6582, gf=0.0000, loss=0.6582]
[Train]:  34%|███▍      | 190/553 [00:42<01:20,  4.53it/s, ce=0.6568, gf=0.0000, loss=0.6568]
[Train]:  35%|███▍      | 191/553 [00:42<01:18,  4.62it/s, ce=0.6568, gf=0.0000, loss=0.6568]
[Train]:  35%|███▍      | 191/553 [00:42<01:18,  4.62it/s, ce=0.6564, gf=0.0000, loss=0.6564]
[Train]:  35%|███▍      | 192/553 [00:42<01:19,  4.52it/s, ce=0.6564, gf=0.0000, loss=0.6564]
[Train]:  35%|███▍      | 192/553 [00:42<01:19,  4.52it/s, ce=0.6545, gf=0.0000, loss=0.6546]
[Train]:  35%|███▍      | 193/553 [00:42<01:18,  4.61it/s, ce=0.6545, gf=0.0000, loss=0.6546]
[Train]:  35%|███▍      | 193/553 [00:42<01:18,  4.61it/s, ce=0.6534, gf=0.0000, loss=0.6534]
[Train]:  35%|███▌      | 194/553 [00:42<01:19,  4.53it/s, ce=0.6534, gf=0.0000, loss=0.6534]
[Train]:  35%|███▌      | 194/553 [00:43<01:19,  4.53it/s, ce=0.6518, gf=0.0000, loss=0.6518]
[Train]:  35%|███▌      | 195/553 [00:43<01:17,  4.63it/s, ce=0.6518, gf=0.0000, loss=0.6518]
[Train]:  35%|███▌      | 195/553 [00:43<01:17,  4.63it/s, ce=0.6510, gf=0.0001, loss=0.6510]
[Train]:  35%|███▌      | 196/553 [00:43<01:18,  4.55it/s, ce=0.6510, gf=0.0001, loss=0.6510]
[Train]:  35%|███▌      | 196/553 [00:43<01:18,  4.55it/s, ce=0.6492, gf=0.0001, loss=0.6492]
[Train]:  36%|███▌      | 197/553 [00:43<01:16,  4.63it/s, ce=0.6492, gf=0.0001, loss=0.6492]
[Train]:  36%|███▌      | 197/553 [00:43<01:16,  4.63it/s, ce=0.6477, gf=0.0001, loss=0.6477]
[Train]:  36%|███▌      | 198/553 [00:43<01:18,  4.53it/s, ce=0.6477, gf=0.0001, loss=0.6477]
[Train]:  36%|███▌      | 198/553 [00:44<01:18,  4.53it/s, ce=0.6469, gf=0.0001, loss=0.6470]
[Train]:  36%|███▌      | 199/553 [00:44<01:16,  4.64it/s, ce=0.6469, gf=0.0001, loss=0.6470]
[Train]:  36%|███▌      | 199/553 [00:44<01:16,  4.64it/s, ce=0.6465, gf=0.0001, loss=0.6465]
[Train]:  36%|███▌      | 200/553 [00:44<01:17,  4.55it/s, ce=0.6465, gf=0.0001, loss=0.6465]
[Train]:  36%|███▌      | 200/553 [00:44<01:17,  4.55it/s, ce=0.6452, gf=0.0001, loss=0.6453]
[Train]:  36%|███▋      | 201/553 [00:44<01:16,  4.61it/s, ce=0.6452, gf=0.0001, loss=0.6453]
[Train]:  36%|███▋      | 201/553 [00:44<01:16,  4.61it/s, ce=0.6438, gf=0.0001, loss=0.6438]
[Train]:  37%|███▋      | 202/553 [00:44<01:18,  4.49it/s, ce=0.6438, gf=0.0001, loss=0.6438]
[Train]:  37%|███▋      | 202/553 [00:44<01:18,  4.49it/s, ce=0.6435, gf=0.0001, loss=0.6435]
[Train]:  37%|███▋      | 203/553 [00:44<01:16,  4.59it/s, ce=0.6435, gf=0.0001, loss=0.6435]
[Train]:  37%|███▋      | 203/553 [00:45<01:16,  4.59it/s, ce=0.6419, gf=0.0001, loss=0.6420]
[Train]:  37%|███▋      | 204/553 [00:45<01:17,  4.52it/s, ce=0.6419, gf=0.0001, loss=0.6420]
[Train]:  37%|███▋      | 204/553 [00:45<01:17,  4.52it/s, ce=0.6394, gf=0.0001, loss=0.6394]
[Train]:  37%|███▋      | 205/553 [00:45<01:15,  4.63it/s, ce=0.6394, gf=0.0001, loss=0.6394]
[Train]:  37%|███▋      | 205/553 [00:45<01:15,  4.63it/s, ce=0.6391, gf=0.0001, loss=0.6391]
[Train]:  37%|███▋      | 206/553 [00:45<01:16,  4.55it/s, ce=0.6391, gf=0.0001, loss=0.6391]
[Train]:  37%|███▋      | 206/553 [00:45<01:16,  4.55it/s, ce=0.6374, gf=0.0001, loss=0.6375]
[Train]:  37%|███▋      | 207/553 [00:45<01:14,  4.63it/s, ce=0.6374, gf=0.0001, loss=0.6375]
[Train]:  37%|███▋      | 207/553 [00:46<01:14,  4.63it/s, ce=0.6353, gf=0.0001, loss=0.6354]
[Train]:  38%|███▊      | 208/553 [00:46<01:16,  4.52it/s, ce=0.6353, gf=0.0001, loss=0.6354]
[Train]:  38%|███▊      | 208/553 [00:46<01:16,  4.52it/s, ce=0.6342, gf=0.0001, loss=0.6343]
[Train]:  38%|███▊      | 209/553 [00:46<01:14,  4.62it/s, ce=0.6342, gf=0.0001, loss=0.6343]
[Train]:  38%|███▊      | 209/553 [00:46<01:14,  4.62it/s, ce=0.6336, gf=0.0001, loss=0.6336]
[Train]:  38%|███▊      | 210/553 [00:46<01:15,  4.54it/s, ce=0.6336, gf=0.0001, loss=0.6336]
[Train]:  38%|███▊      | 210/553 [00:46<01:15,  4.54it/s, ce=0.6332, gf=0.0003, loss=0.6334]
[Train]:  38%|███▊      | 211/553 [00:46<01:13,  4.63it/s, ce=0.6332, gf=0.0003, loss=0.6334]
[Train]:  38%|███▊      | 211/553 [00:46<01:13,  4.63it/s, ce=0.6322, gf=0.0003, loss=0.6323]
[Train]:  38%|███▊      | 212/553 [00:46<01:15,  4.54it/s, ce=0.6322, gf=0.0003, loss=0.6323]
[Train]:  38%|███▊      | 212/553 [00:47<01:15,  4.54it/s, ce=0.6298, gf=0.0003, loss=0.6300]
